"Team Details","","","","","","","Man/Zone","","","","Middle of Field Look (Closed/Open)","","","","Coverages","","","","","",""
"Rank","Name","G","Season","Location","Team Name","DB","MAN %","FP/DB","ZONE %","FP/DB","1-HI/MOF C %","FP/DB","2-HI/MOF O %","FP/DB","COVER 0 %","COVER 1 %","COVER 2 %","COVER 2 MAN %","COVER 3 %","COVER 4 %","COVER 6 %"
"1","Minnesota Vikings","1","2025","Minnesota","Vikings","54","40.7","0.17","55.6","0.45","55.6","0.21","44.4","0.62","1.9","24.1","13.0","14.8","31.5","9.3","1.9"
"2","Arizona Cardinals","1","2025","Arizona","Cardinals","51","15.7","0.06","78.4","0.32","31.4","0.30","68.6","0.37","3.9","11.8","17.6","0.0","19.6","23.5","17.6"
"3","Green Bay Packers","1","2025","Green Bay","Packers","46","13.0","1.89","84.8","0.41","41.3","0.63","58.7","0.57","4.3","8.7","19.6","0.0","32.6","23.9","8.7"
"4","Los Angeles Rams","1","2025","Los Angeles","Rams","45","22.2","1.43","73.3","0.27","40.0","0.92","60.0","0.41","2.2","20.0","13.3","0.0","20.0","22.2","17.8"
"5","Tampa Bay Buccaneers","1","2025","Tampa Bay","Buccaneers","44","25.0","0.12","68.2","0.65","68.2","0.20","31.8","0.99","0.0","25.0","2.3","0.0","43.2","13.6","9.1"
"6","Denver Broncos","1","2025","Denver","Broncos","44","22.7","1.19","72.7","0.26","43.2","0.61","56.8","0.62","9.1","11.4","11.4","2.3","31.8","6.8","22.7"
"7","Los Angeles Chargers","1","2025","Los Angeles","Chargers","44","45.5","0.31","50.0","0.25","65.9","0.28","34.1","0.30","0.0","45.5","6.8","0.0","20.5","11.4","11.4"
"8","Chicago Bears","1","2025","Chicago","Bears","41","4.9","0.32","95.1","0.33","56.1","0.15","43.9","0.55","2.4","2.4","9.8","0.0","53.7","17.1","14.6"
"9","Dallas Cowboys","1","2025","Dallas","Cowboys","41","12.2","0.08","82.9","0.72","58.5","0.85","41.5","0.26","0.0","12.2","17.1","0.0","46.3","4.9","14.6"
"10","San Francisco 49ers","1","2025","San Francisco","49ers","40","12.5","0.65","80.0","0.34","37.5","0.50","62.5","0.44","0.0","12.5","10.0","0.0","25.0","5.0","40.0"
"11","Baltimore Ravens","1","2025","Baltimore","Ravens","40","37.5","0.07","60.0","0.36","40.0","0.12","60.0","0.50","10.0","22.5","12.5","5.0","17.5","25.0","5.0"
"12","Kansas City Chiefs","1","2025","Kansas City","Chiefs","40","55.0","0.67","40.0","0.54","57.5","0.45","42.5","1.00","12.5","42.5","5.0","0.0","15.0","10.0","10.0"
"13","Carolina Panthers","1","2025","Carolina","Panthers","38","36.8","0.81","63.2","0.22","63.2","0.57","36.8","0.21","0.0","36.8","10.5","0.0","26.3","23.7","2.6"
"14","Cleveland Browns","1","2025","Cleveland","Browns","38","47.4","0.13","52.6","0.10","68.4","0.11","31.6","0.13","0.0","44.7","5.3","2.6","23.7","21.1","2.6"
"15","New York Jets","1","2025","New York","Jets","35","11.4","3.56","88.6","0.37","37.1","0.30","62.9","1.00","5.7","2.9","34.3","2.9","34.3","8.6","11.4"
"16","New Orleans Saints","1","2025","New Orleans","Saints","35","25.7","0.45","68.6","0.33","45.7","0.27","54.3","0.42","5.7","14.3","14.3","5.7","31.4","20.0","2.9"
"17","Indianapolis Colts","1","2025","Indianapolis","Colts","35","14.3","1.06","85.7","0.24","45.7","0.47","54.3","0.26","2.9","11.4","14.3","0.0","34.3","14.3","22.9"
"18","Houston Texans","1","2025","Houston","Texans","32","21.9","0.89","75.0","0.30","53.1","0.55","46.9","0.58","0.0","21.9","18.8","0.0","31.3","12.5","12.5"
"19","Jacksonville Jaguars","1","2025","Jacksonville","Jaguars","32","21.9","0.17","68.8","0.26","46.9","0.19","53.1","0.49","0.0","21.9","3.1","0.0","25.0","31.3","9.4"
"20","Philadelphia Eagles","1","2025","Philadelphia","Eagles","31","25.8","1.68","74.2","0.19","45.2","0.45","54.8","0.69","12.9","12.9","22.6","0.0","32.3","16.1","3.2"
"21","Washington Commanders","1","2025","Washington","Commanders","30","16.7","0.09","76.7","0.47","73.3","0.62","26.7","0.22","0.0","16.7","3.3","0.0","53.3","20.0","0.0"
"22","New York Giants","1","2025","New York","Giants","30","23.3","0.89","70.0","0.23","56.7","0.24","43.3","0.54","6.7","10.0","6.7","3.3","46.7","13.3","3.3"
"23","Seattle Seahawks","1","2025","Seattle","Seahawks","30","33.3","0.90","63.3","0.37","53.3","0.67","46.7","0.38","3.3","26.7","6.7","3.3","26.7","26.7","3.3"
"24","Tennessee Titans","1","2025","Tennessee","Titans","30","16.7","0.22","80.0","0.18","53.3","0.30","46.7","0.05","0.0","16.7","6.7","0.0","36.7","13.3","23.3"
"25","Cincinnati Bengals","1","2025","Cincinnati","Bengals","29","37.9","0.18","62.1","0.18","34.5","0.15","65.5","0.20","3.4","20.7","34.5","10.3","13.8","0.0","13.8"
"26","Atlanta Falcons","1","2025","Atlanta","Falcons","28","14.3","1.38","85.7","0.60","64.3","0.90","35.7","0.38","0.0","14.3","21.4","0.0","50.0","7.1","7.1"
"27","Buffalo Bills","1","2025","Buffalo","Bills","28","39.3","0.17","57.1","1.39","67.9","0.86","32.1","0.93","7.1","32.1","3.6","0.0","35.7","10.7","7.1"
"28","Detroit Lions","1","2025","Detroit","Lions","27","33.3","1.11","66.7","0.21","70.4","0.35","29.6","0.89","3.7","29.6","11.1","0.0","40.7","7.4","7.4"
"29","Miami Dolphins","1","2025","Miami","Dolphins","27","37.0","1.16","59.3","0.25","37.0","0.43","63.0","0.67","11.1","18.5","29.6","7.4","18.5","7.4","3.7"
"30","Pittsburgh Steelers","1","2025","Pittsburgh","Steelers","25","20.0","0.26","68.0","0.68","40.0","0.26","60.0","0.69","0.0","8.0","12.0","12.0","32.0","4.0","20.0"
"31","Las Vegas Raiders","1","2025","Las Vegas","Raiders","23","43.5","0.37","39.1","0.50","43.5","0.41","56.5","0.66","4.3","30.4","8.7","8.7","13.0","13.0","4.3"
"32","New England Patriots","1","2025","New England","Patriots","22","13.6","0.84","72.7","1.00","68.2","1.48","31.8","0.14","4.5","9.1","4.5","0.0","50.0","4.5","13.6"

"Rank","Rank, Most to Least"
"Name","Team"
"G","Games Played"
"DB","Team Dropbacks"
"MAN %","Dropback Man Coverage Rate"
"FP/DB","Man Fantasy Points per Dropback"
"ZONE %","Zone Coverage Rate"
"FP/DB","Zone Fantasy Points per Dropback"
"1-HI/MOF C %","Single High Safety/Middle of Field Closed Rate"
"FP/DB","Single High Safety/Middle of Field Closed Fantasy Points per Dropback"
"2-HI/MOF O %","Two High Safety/Middle of Field Open Rate"
"FP/DB","Two High Safety/Middle of Field Open Fantasy Points per Dropback"
"COVER 0 %","Cover 0 Rate"
"COVER 1 %","Cover 1 Rate"
"COVER 2 %","Cover 2 Rate"
"COVER 2 MAN %","Cover 2 Man Rate"
"COVER 3 %","Cover 3 Rate"
"COVER 4 %","Cover 4 Rate"
"COVER 6 %","Cover 6 Rate"
