"Team Details","","","","","","","Man/Zone","","","","Middle of Field Look (Closed/Open)","","","","Coverages","","","","","",""
"Rank","Name","G","Season","Location","Team Name","DB","MAN %","FP/DB","ZONE %","FP/DB","1-HI/MOF C %","FP/DB","2-HI/MOF O %","FP/DB","COVER 0 %","COVER 1 %","COVER 2 %","COVER 2 MAN %","COVER 3 %","COVER 4 %","COVER 6 %"
"1","Washington Commanders","1","2025","Washington","Commanders","55","38.2","0.50","60.0","0.33","45.5","0.36","54.5","0.42","10.9","18.2","16.4","0.0","27.3","3.6","12.7"
"2","Cincinnati Bengals","1","2025","Cincinnati","Bengals","48","45.8","0.38","52.1","0.42","66.7","0.49","33.3","0.18","2.1","37.5","12.5","0.0","29.2","2.1","8.3"
"3","Denver Broncos","1","2025","Denver","Broncos","48","8.3","0.71","85.4","0.25","31.3","0.42","68.8","0.34","0.0","8.3","22.9","0.0","22.9","29.2","10.4"
"4","Arizona Cardinals","1","2025","Arizona","Cardinals","45","13.3","0.10","84.4","0.53","55.6","0.56","44.4","0.33","0.0","13.3","15.6","0.0","42.2","20.0","6.7"
"5","New Orleans Saints","1","2025","New Orleans","Saints","45","17.8","0.71","82.2","0.31","33.3","0.47","66.7","0.34","2.2","11.1","26.7","4.4","22.2","15.6","17.8"
"6","Tennessee Titans","1","2025","Tennessee","Titans","42","9.5","0.15","90.5","0.15","50.0","0.15","50.0","0.16","0.0","9.5","19.0","0.0","40.5","11.9","19.0"
"7","New York Jets","1","2025","New York","Jets","41","24.4","0.27","70.7","0.40","61.0","0.54","39.0","0.49","0.0","24.4","2.4","0.0","31.7","29.3","7.3"
"8","Chicago Bears","1","2025","Chicago","Bears","40","40.0","0.17","57.5","0.32","45.0","0.39","55.0","0.14","20.0","20.0","2.5","0.0","25.0","5.0","25.0"
"9","Kansas City Chiefs","1","2025","Kansas City","Chiefs","40","35.0","0.73","57.5","0.47","57.5","0.40","42.5","1.19","5.0","30.0","7.5","0.0","27.5","20.0","2.5"
"10","Dallas Cowboys","1","2025","Dallas","Cowboys","39","28.2","0.29","66.7","0.48","30.8","0.28","69.2","0.61","7.7","20.5","5.1","0.0","10.3","48.7","2.6"
"11","Baltimore Ravens","1","2025","Baltimore","Ravens","38","42.1","0.37","57.9","0.12","47.4","0.38","52.6","0.09","13.2","28.9","2.6","0.0","18.4","7.9","28.9"
"12","Houston Texans","1","2025","Houston","Texans","37","32.4","0.41","59.5","0.22","56.8","0.24","43.2","0.31","8.1","21.6","10.8","0.0","35.1","10.8","2.7"
"13","New England Patriots","1","2025","New England","Patriots","36","30.6","0.57","61.1","0.59","41.7","0.99","58.3","0.26","13.9","16.7","5.6","0.0","25.0","30.6","0.0"
"14","Atlanta Falcons","1","2025","Atlanta","Falcons","35","51.4","0.34","42.9","0.19","45.7","0.42","54.3","0.35","5.7","28.6","11.4","14.3","17.1","14.3","0.0"
"15","Philadelphia Eagles","1","2025","Philadelphia","Eagles","34","29.4","0.55","64.7","0.49","50.0","0.68","50.0","0.27","17.6","11.8","20.6","0.0","38.2","5.9","0.0"
"16","Minnesota Vikings","1","2025","Minnesota","Vikings","34","8.8","0.07","85.3","0.02","52.9","-0.04","47.1","0.11","0.0","8.8","17.6","0.0","44.1","14.7","8.8"
"17","Tampa Bay Buccaneers","1","2025","Tampa Bay","Buccaneers","33","30.3","0.98","60.6","0.24","36.4","0.48","63.6","0.43","6.1","24.2","15.2","0.0","12.1","30.3","3.0"
"18","San Francisco 49ers","1","2025","San Francisco","49ers","32","65.6","0.35","34.4","0.32","87.5","0.37","12.5","0.17","6.3","59.4","3.1","0.0","28.1","3.1","0.0"
"19","Green Bay Packers","1","2025","Green Bay","Packers","32","56.3","0.89","40.6","0.76","71.9","0.43","28.1","1.79","9.4","40.6","3.1","6.3","31.3","6.3","0.0"
"20","Jacksonville Jaguars","1","2025","Jacksonville","Jaguars","32","31.3","0.24","65.6","0.62","59.4","0.22","40.6","1.18","0.0","28.1","12.5","0.0","31.3","0.0","21.9"
"21","Detroit Lions","1","2025","Detroit","Lions","31","19.4","1.07","80.6","0.57","45.2","0.32","54.8","0.95","9.7","9.7","9.7","0.0","35.5","16.1","19.4"
"22","New York Giants","1","2025","New York","Giants","30","23.3","0.17","76.7","0.45","46.7","0.22","53.3","0.53","3.3","20.0","43.3","0.0","26.7","6.7","0.0"
"23","Cleveland Browns","1","2025","Cleveland","Browns","30","6.7","0.36","93.3","0.35","53.3","0.17","46.7","0.57","0.0","6.7","0.0","0.0","46.7","36.7","10.0"
"24","Seattle Seahawks","1","2025","Seattle","Seahawks","30","10.0","0.24","86.7","0.13","36.7","0.18","63.3","0.11","0.0","3.3","13.3","6.7","33.3","23.3","16.7"
"25","Los Angeles Rams","1","2025","Los Angeles","Rams","30","10.0","0.59","80.0","0.41","70.0","0.44","30.0","0.60","0.0","10.0","3.3","0.0","60.0","3.3","13.3"
"26","Miami Dolphins","1","2025","Miami","Dolphins","29","0.0","0.00","89.7","0.23","55.2","0.30","44.8","0.09","0.0","","0.0","0.0","55.2","17.2","17.2"
"27","Indianapolis Colts","1","2025","Indianapolis","Colts","28","28.6","1.22","71.4","0.31","53.6","0.90","46.4","0.19","10.7","17.9","3.6","0.0","35.7","10.7","21.4"
"28","Las Vegas Raiders","1","2025","Las Vegas","Raiders","28","28.6","0.74","67.9","0.18","53.6","0.22","46.4","0.80","10.7","14.3","3.6","0.0","39.3","17.9","7.1"
