"Team Details","","","","","","","Man/Zone","","","","Middle of Field Look (Closed/Open)","","","","Coverages","","","","","",""
"10","Buffalo Bills","1","2022","Buffalo","Bills","42","26.2","0.62","66.7","0.50","52.4","0.53","47.6","0.90","4.8","16.7","14.3","4.8","35.7","14.3","2.4"
"11","Las Vegas Raiders","1","2022","Las Vegas","Raiders","41","26.8","0.61","70.7","0.28","41.5","0.45","58.5","0.47","2.4","17.1","14.6","2.4","24.4","7.3","24.4"
"12","Houston Texans","1","2022","Houston","Texans","41","17.1","0.05","78.0","0.21","75.6","0.15","24.4","0.23","0.0","17.1","0.0","0.0","56.1","12.2","9.8"
"13","Philadelphia Eagles","1","2022","Philadelphia","Eagles","38","7.9","0.13","92.1","0.51","18.4","0.08","81.6","0.57","0.0","7.9","5.3","0.0","10.5","42.1","34.2"
"14","New England Patriots","1","2022","New England","Patriots","38","52.6","0.51","47.4","0.22","63.2","0.48","36.8","0.19","2.6","47.4","26.3","2.6","15.8","0.0","5.3"
"15","Pittsburgh Steelers","1","2022","Pittsburgh","Steelers","37","43.2","0.12","51.4","0.22","70.3","0.19","29.7","0.50","2.7","40.5","10.8","0.0","29.7","10.8","0.0"
"16","Detroit Lions","1","2022","Detroit","Lions","37","21.6","0.87","70.3","0.41","62.2","0.73","37.8","0.68","8.1","13.5","0.0","0.0","48.6","16.2","5.4"
"17","Los Angeles Rams","1","2022","Los Angeles","Rams","37","21.6","0.67","62.2","0.30","56.8","0.37","43.2","0.82","8.1","13.5","5.4","0.0","43.2","13.5","0.0"
"18","Carolina Panthers","1","2022","Carolina","Panthers","36","44.4","0.57","55.6","0.18","58.3","0.46","41.7","0.20","8.3","36.1","5.6","0.0","22.2","13.9","13.9"
"19","Kansas City Chiefs","1","2022","Kansas City","Chiefs","36","52.8","0.68","47.2","0.27","72.2","0.65","27.8","0.06","8.3","44.4","0.0","0.0","27.8","5.6","13.9"
"20","Tampa Bay Buccaneers","1","2022","Tampa Bay","Buccaneers","35","34.3","0.64","65.7","0.17","42.9","0.56","57.1","0.16","2.9","17.1","8.6","11.4","25.7","25.7","5.7"
"21","Denver Broncos","1","2022","Denver","Broncos","35","37.1","0.62","62.9","0.18","74.3","0.40","25.7","0.20","0.0","37.1","20.0","0.0","37.1","2.9","2.9"
"22","Indianapolis Colts","1","2022","Indianapolis","Colts","35","22.9","0.08","62.9","0.19","37.1","0.24","62.9","0.07","0.0","14.3","11.4","8.6","22.9","8.6","20.0"
"23","Dallas Cowboys","1","2022","Dallas","Cowboys","33","33.3","0.76","63.6","0.25","66.7","0.35","33.3","0.55","3.0","30.3","6.1","0.0","36.4","9.1","12.1"
"24","Seattle Seahawks","1","2022","Seattle","Seahawks","33","6.1","0.00","87.9","0.21","39.4","0.36","60.6","0.06","0.0","6.1","12.1","0.0","30.3","42.4","3.0"
"25","Cleveland Browns","1","2022","Cleveland","Browns","32","25.0","0.08","75.0","0.66","59.4","0.62","40.6","0.35","3.1","18.8","3.1","3.1","40.6","25.0","6.3"
"26","Atlanta Falcons","1","2022","Atlanta","Falcons","32","12.5","1.52","71.9","0.20","59.4","0.25","40.6","0.75","3.1","9.4","6.3","0.0","50.0","9.4","6.3"
"27","Baltimore Ravens","1","2022","Baltimore","Ravens","31","48.4","1.12","41.9","0.48","54.8","0.85","45.2","0.94","16.1","32.3","3.2","0.0","19.4","19.4","0.0"
"28","Jacksonville Jaguars","1","2022","Jacksonville","Jaguars","30","16.7","0.30","76.7","0.32","70.0","0.37","30.0","1.08","0.0","16.7","0.0","0.0","53.3","20.0","3.3"
"29","Green Bay Packers","1","2022","Green Bay","Packers","29","37.9","1.21","62.1","0.27","62.1","0.80","37.9","0.34","0.0","34.5","20.7","3.4","27.6","6.9","6.9"
"30","Tennessee Titans","1","2022","Tennessee","Titans","28","10.7","0.00","85.7","0.18","32.1","0.12","67.9","0.17","0.0","10.7","10.7","0.0","21.4","25.0","28.6"
"31","San Francisco 49ers","1","2022","San Francisco","49ers","25","44.0","0.27","56.0","0.60","72.0","0.57","28.0","0.17","0.0","40.0","4.0","4.0","32.0","4.0","16.0"
"32","Chicago Bears","1","2022","Chicago","Bears","16","18.8","0.66","81.3","0.05","50.0","0.25","50.0","0.08","0.0","18.8","12.5","0.0","31.3","25.0","12.5"

"Rank","Rank, Most to Least"
"Name","Team"
"G","Games Played"
"DB","Team Dropbacks"
"MAN %","Dropback Man Coverage Rate"
"FP/DB","Man Fantasy Points per Dropback"
"ZONE %","Zone Coverage Rate"
"FP/DB","Zone Fantasy Points per Dropback"
"1-HI/MOF C %","Single High Safety/Middle of Field Closed Rate"
"FP/DB","Single High Safety/Middle of Field Closed Fantasy Points per Dropback"
"2-HI/MOF O %","Two High Safety/Middle of Field Open Rate"
"FP/DB","Two High Safety/Middle of Field Open Fantasy Points per Dropback"
"COVER 0 %","Cover 0 Rate"
"COVER 1 %","Cover 1 Rate"
"COVER 2 %","Cover 2 Rate"
"COVER 2 MAN %","Cover 2 Man Rate"
"COVER 3 %","Cover 3 Rate"
"COVER 4 %","Cover 4 Rate"
"COVER 6 %","Cover 6 Rate"
