"Team Details","","","","","","","Man/Zone","","","","Middle of Field Look (Closed/Open)","","","","Coverages","","","","","",""
"Rank","Name","G","Season","Location","Team Name","DB","MAN %","FP/DB","ZONE %","FP/DB","1-HI/MOF C %","FP/DB","2-HI/MOF O %","FP/DB","COVER 0 %","COVER 1 %","COVER 2 %","COVER 2 MAN %","COVER 3 %","COVER 4 %","COVER 6 %"
"1","Detroit Lions","1","2024","Detroit","Lions","58","12.1","0.55","82.8","0.14","65.5","0.14","34.5","0.31","1.7","10.3","6.9","0.0","53.4","17.2","5.2"
"2","Seattle Seahawks","1","2024","Seattle","Seahawks","48","39.6","0.57","58.3","0.24","52.1","0.21","47.9","0.53","6.3","31.3","33.3","2.1","20.8","0.0","4.2"
"3","Chicago Bears","1","2024","Chicago","Bears","48","31.3","0.19","64.6","0.18","72.9","0.17","27.1","0.26","0.0","31.3","0.0","0.0","39.6","22.9","2.1"
"4","Dallas Cowboys","1","2024","Dallas","Cowboys","46","21.7","0.71","73.9","0.23","56.5","0.19","43.5","0.50","0.0","19.6","23.9","2.2","37.0","8.7","4.3"
"5","Miami Dolphins","1","2024","Miami","Dolphins","44","20.5","0.33","75.0","0.28","29.5","0.21","70.5","0.30","0.0","6.8","31.8","11.4","22.7","15.9","4.5"
"6","San Francisco 49ers","1","2024","San Francisco","49ers","44","22.7","0.26","75.0","0.28","27.3","0.29","72.7","0.39","9.1","11.4","25.0","0.0","15.9","20.5","13.6"
"7","Las Vegas Raiders","1","2024","Las Vegas","Raiders","43","16.3","0.62","79.1","0.28","44.2","0.19","55.8","0.44","2.3","14.0","7.0","0.0","30.2","20.9","20.9"
"8","Cincinnati Bengals","1","2024","Cincinnati","Bengals","41","36.6","0.46","46.3","0.36","36.6","0.69","63.4","0.30","4.9","22.0","4.9","9.8","14.6","26.8","0.0"
"9","Denver Broncos","1","2024","Denver","Broncos","39","23.1","0.39","69.2","0.20","66.7","0.21","33.3","0.23","0.0","23.1","12.8","0.0","38.5","12.8","5.1"
"10","Houston Texans","1","2024","Houston","Texans","39","20.5","0.49","76.9","0.35","53.8","0.25","46.2","0.51","0.0","17.9","12.8","2.6","35.9","25.6","2.6"
"11","Washington Commanders","1","2024","Washington","Commanders","38","13.2","0.37","73.7","0.37","42.1","0.47","57.9","0.22","2.6","10.5","7.9","0.0","31.6","26.3","7.9"
"12","Cleveland Browns","1","2024","Cleveland","Browns","38","52.6","0.20","44.7","0.25","63.2","0.18","36.8","0.28","0.0","52.6","23.7","0.0","10.5","7.9","2.6"
"13","Baltimore Ravens","1","2024","Baltimore","Ravens","38","36.8","0.17","52.6","0.38","57.9","0.23","42.1","0.59","7.9","28.9","7.9","0.0","28.9","5.3","10.5"
"14","Indianapolis Colts","1","2024","Indianapolis","Colts","37","16.2","-0.17","67.6","0.32","54.1","0.40","45.9","0.25","0.0","16.2","8.1","0.0","24.3","10.8","24.3"
"15","Jacksonville Jaguars","1","2024","Jacksonville","Jaguars","36","36.1","0.38","55.6","0.36","63.9","0.44","36.1","0.24","0.0","36.1","16.7","0.0","27.8","11.1","0.0"
"16","Tennessee Titans","1","2024","Tennessee","Titans","35","22.9","0.49","74.3","0.35","42.9","0.59","57.1","0.22","2.9","20.0","2.9","0.0","22.9","31.4","17.1"
"17","Philadelphia Eagles","1","2024","Philadelphia","Eagles","35","20.0","-0.02","65.7","0.47","57.1","0.34","42.9","0.57","5.7","14.3","8.6","0.0","42.9","5.7","8.6"
"18","New York Jets","1","2024","New York","Jets","33","39.4","0.88","60.6","0.19","51.5","0.65","48.5","0.26","6.1","33.3","0.0","0.0","18.2","39.4","3.0"
"19","New England Patriots","1","2024","New England","Patriots","32","56.3","0.13","37.5","0.34","68.8","0.15","31.3","0.72","0.0","56.3","15.6","0.0","12.5","3.1","6.3"
"20","Los Angeles Rams","1","2024","Los Angeles","Rams","32","18.8","0.00","78.1","0.31","53.1","0.20","46.9","0.28","3.1","6.3","12.5","0.0","46.9","18.8","0.0"
"21","Minnesota Vikings","1","2024","Minnesota","Vikings","32","31.3","1.54","59.4","0.29","56.3","1.09","43.8","0.11","0.0","31.3","9.4","0.0","25.0","15.6","9.4"
"22","Kansas City Chiefs","1","2024","Kansas City","Chiefs","31","29.0","0.52","58.1","0.53","48.4","0.18","51.6","0.76","3.2","25.8","22.6","0.0","19.4","12.9","3.2"
"23","Atlanta Falcons","1","2024","Atlanta","Falcons","31","25.8","1.27","71.0","0.34","61.3","0.46","38.7","0.76","3.2","19.4","3.2","0.0","41.9","12.9","12.9"
"24","New York Giants","1","2024","New York","Giants","30","30.0","1.30","66.7","0.20","46.7","0.26","53.3","0.75","10.0","16.7","20.0","3.3","30.0","10.0","6.7"
"25","Carolina Panthers","1","2024","Carolina","Panthers","29","20.7","0.07","79.3","0.11","51.7","0.13","48.3","0.07","3.4","17.2","13.8","0.0","34.5","20.7","10.3"
"26","Tampa Bay Buccaneers","1","2024","Tampa Bay","Buccaneers","27","59.3","0.14","40.7","0.97","77.8","0.47","22.2","0.48","0.0","55.6","11.1","3.7","22.2","7.4","0.0"
"27","Arizona Cardinals","1","2024","Arizona","Cardinals","26","7.7","0.30","92.3","1.12","53.8","1.29","46.2","0.79","3.8","3.8","3.8","0.0","50.0","3.8","34.6"
"28","Pittsburgh Steelers","1","2024","Pittsburgh","Steelers","26","57.7","0.55","42.3","0.29","61.5","0.21","38.5","0.80","11.5","46.2","3.8","0.0","15.4","19.2","3.8"
"29","Los Angeles Chargers","1","2024","Los Angeles","Chargers","22","22.7","0.28","77.3","0.62","72.7","0.75","27.3","0.00","0.0","22.7","0.0","0.0","50.0","9.1","18.2"
"30","Buffalo Bills","1","2024","Buffalo","Bills","20","30.0","0.83","70.0","0.35","60.0","0.21","40.0","0.92","5.0","25.0","10.0","0.0","35.0","20.0","5.0"
"31","New Orleans Saints","1","2024","New Orleans","Saints","17","11.8","3.14","82.4","0.75","58.8","0.91","41.2","1.09","0.0","11.8","0.0","0.0","47.1","23.5","11.8"
"32","Green Bay Packers","1","2024","Green Bay","Packers","17","35.3","1.18","64.7","0.41","94.1","0.70","5.9","0.36","0.0","35.3","5.9","0.0","58.8","0.0","0.0"

"Rank","Rank, Most to Least"
"Name","Team"
"G","Games Played"
"DB","Team Dropbacks"
"MAN %","Dropback Man Coverage Rate"
"FP/DB","Man Fantasy Points per Dropback"
"ZONE %","Zone Coverage Rate"
"FP/DB","Zone Fantasy Points per Dropback"
"1-HI/MOF C %","Single High Safety/Middle of Field Closed Rate"
"FP/DB","Single High Safety/Middle of Field Closed Fantasy Points per Dropback"
"2-HI/MOF O %","Two High Safety/Middle of Field Open Rate"
"FP/DB","Two High Safety/Middle of Field Open Fantasy Points per Dropback"
"COVER 0 %","Cover 0 Rate"
"COVER 1 %","Cover 1 Rate"
"COVER 2 %","Cover 2 Rate"
"COVER 2 MAN %","Cover 2 Man Rate"
"COVER 3 %","Cover 3 Rate"
"COVER 4 %","Cover 4 Rate"
"COVER 6 %","Cover 6 Rate"
