"Team Details","","","","","","","Man/Zone","","","","Middle of Field Look (Closed/Open)","","","","Coverages","","","","","",""
"Rank","Name","G","Season","Location","Team Name","DB","MAN %","FP/DB","ZONE %","FP/DB","1-HI/MOF C %","FP/DB","2-HI/MOF O %","FP/DB","COVER 0 %","COVER 1 %","COVER 2 %","COVER 2 MAN %","COVER 3 %","COVER 4 %","COVER 6 %"
"1","Washington Commanders","1","2023","Washington","Commanders","60","11.7","0.88","85.0","0.26","45.0","0.31","55.0","0.49","5.0","6.7","38.3","0.0","38.3","8.3","0.0"
"2","Cincinnati Bengals","1","2023","Cincinnati","Bengals","51","15.7","1.22","78.4","0.38","29.4","0.49","70.6","0.49","5.9","9.8","19.6","0.0","19.6","27.5","11.8"
"3","Minnesota Vikings","1","2023","Minnesota","Vikings","50","44.0","0.55","52.0","0.28","32.0","0.42","68.0","0.37","8.0","24.0","14.0","8.0","4.0","34.0","0.0"
"4","Jacksonville Jaguars","1","2023","Jacksonville","Jaguars","47","8.5","0.46","85.1","0.32","34.0","0.34","66.0","0.40","2.1","6.4","19.1","0.0","27.7","19.1","19.1"
"5","Baltimore Ravens","1","2023","Baltimore","Ravens","45","46.7","0.12","46.7","0.31","77.8","0.19","22.2","0.22","2.2","42.2","11.1","2.2","33.3","2.2","0.0"
"6","Philadelphia Eagles","1","2023","Philadelphia","Eagles","43","16.3","0.46","74.4","0.36","60.5","0.54","39.5","0.29","4.7","11.6","0.0","0.0","46.5","9.3","18.6"
"7","Carolina Panthers","1","2023","Carolina","Panthers","43","34.9","1.05","55.8","0.18","62.8","0.40","37.2","0.59","7.0","27.9","11.6","0.0","34.9","9.3","0.0"
"8","New York Giants","1","2023","New York","Giants","43","20.9","0.28","79.1","0.24","53.5","0.22","46.5","0.28","0.0","20.9","0.0","0.0","32.6","9.3","37.2"
"9","Kansas City Chiefs","1","2023","Kansas City","Chiefs","43","23.3","0.77","72.1","0.37","51.2","0.56","48.8","0.33","7.0","14.0","14.0","2.3","34.9","16.3","7.0"
"10","Buffalo Bills","1","2023","Buffalo","Bills","42","11.9","1.10","81.0","0.47","50.0","0.38","50.0","0.97","2.4","7.1","16.7","2.4","40.5","21.4","2.4"
"11","Denver Broncos","1","2023","Denver","Broncos","41","29.3","0.61","51.2","0.53","41.5","0.34","58.5","0.58","2.4","26.8","0.0","0.0","12.2","31.7","7.3"
"12","Los Angeles Rams","1","2023","Los Angeles","Rams","41","39.0","0.41","61.0","0.41","78.0","0.45","22.0","0.27","4.9","31.7","0.0","2.4","46.3","14.6","0.0"
"13","Atlanta Falcons","1","2023","Atlanta","Falcons","39","12.8","0.94","87.2","0.41","64.1","0.55","35.9","0.34","0.0","12.8","7.7","0.0","51.3","28.2","0.0"
"14","Tennessee Titans","1","2023","Tennessee","Titans","37","16.2","0.45","78.4","0.28","56.8","0.34","43.2","0.24","0.0","16.2","13.5","0.0","37.8","13.5","13.5"
"15","Las Vegas Raiders","1","2023","Las Vegas","Raiders","36","25.0","0.18","66.7","0.24","75.0","0.18","25.0","0.76","0.0","25.0","11.1","0.0","47.2","2.8","5.6"
"16","Pittsburgh Steelers","1","2023","Pittsburgh","Steelers","36","16.7","0.94","80.6","0.26","36.1","0.24","63.9","0.44","2.8","13.9","5.6","0.0","22.2","19.4","33.3"
"17","Houston Texans","1","2023","Houston","Texans","35","31.4","0.27","65.7","0.48","31.4","0.34","68.6","0.43","0.0","14.3","31.4","17.1","17.1","11.4","5.7"
"18","Arizona Cardinals","1","2023","Arizona","Cardinals","35","25.7","0.68","74.3","0.21","68.6","0.45","31.4","0.07","2.9","22.9","20.0","0.0","45.7","5.7","2.9"
"19","Green Bay Packers","1","2023","Green Bay","Packers","34","5.9","0.00","91.2","0.22","55.9","0.26","44.1","0.20","0.0","5.9","17.6","0.0","50.0","20.6","2.9"
"20","New York Jets","1","2023","New York","Jets","33","27.3","0.07","66.7","0.41","63.6","0.28","36.4","0.30","3.0","24.2","6.1","0.0","39.4","12.1","9.1"
"21","Chicago Bears","1","2023","Chicago","Bears","33","45.5","0.85","48.5","0.42","60.6","0.57","39.4","1.30","12.1","33.3","3.0","0.0","24.2","21.2","0.0"
"22","New England Patriots","1","2023","New England","Patriots","33","39.4","-0.10","60.6","0.23","54.5","0.01","45.5","0.21","0.0","36.4","6.1","0.0","18.2","36.4","0.0"
"23","Miami Dolphins","1","2023","Miami","Dolphins","32","21.9","1.15","62.5","0.36","25.0","1.10","75.0","0.43","0.0","12.5","28.1","9.4","6.3","15.6","12.5"
"24","New Orleans Saints","1","2023","New Orleans","Saints","30","23.3","0.22","73.3","0.51","56.7","0.60","43.3","0.53","3.3","16.7","23.3","3.3","40.0","6.7","3.3"
"25","Detroit Lions","1","2023","Detroit","Lions","30","13.3","1.42","80.0","0.47","63.3","0.74","36.7","0.67","6.7","6.7","3.3","0.0","53.3","3.3","20.0"
"26","Dallas Cowboys","1","2023","Dallas","Cowboys","30","36.7","0.71","63.3","-0.02","60.0","0.37","40.0","0.07","0.0","36.7","23.3","0.0","23.3","16.7","0.0"
"27","Indianapolis Colts","1","2023","Indianapolis","Colts","28","39.3","0.40","60.7","0.35","50.0","0.57","50.0","0.16","7.1","32.1","17.9","0.0","17.9","17.9","7.1"
"28","San Francisco 49ers","1","2023","San Francisco","49ers","26","19.2","1.10","73.1","0.85","73.1","1.02","26.9","0.97","0.0","19.2","11.5","0.0","53.8","7.7","0.0"

"Rank","Rank, Most to Least"
"Name","Team"
"G","Games Played"
"DB","Team Dropbacks"
"MAN %","Dropback Man Coverage Rate"
"FP/DB","Man Fantasy Points per Dropback"
"ZONE %","Zone Coverage Rate"
"FP/DB","Zone Fantasy Points per Dropback"
"1-HI/MOF C %","Single High Safety/Middle of Field Closed Rate"
"FP/DB","Single High Safety/Middle of Field Closed Fantasy Points per Dropback"
"2-HI/MOF O %","Two High Safety/Middle of Field Open Rate"
"FP/DB","Two High Safety/Middle of Field Open Fantasy Points per Dropback"
"COVER 0 %","Cover 0 Rate"
