"Team Details","","","","","","","Man/Zone","","","","Middle of Field Look (Closed/Open)","","","","Coverages","","","","","",""
"Rank","Name","G","Season","Location","Team Name","DB","MAN %","FP/DB","ZONE %","FP/DB","1-HI/MOF C %","FP/DB","2-HI/MOF O %","FP/DB","COVER 0 %","COVER 1 %","COVER 2 %","COVER 2 MAN %","COVER 3 %","COVER 4 %","COVER 6 %"
"1","Arizona Cardinals","1","2022","Arizona","Cardinals","52","23.1","0.89","73.1","0.40","32.7","0.70","67.3","0.40","1.9","19.2","0.0","0.0","13.5","17.3","42.3"
"2","Pittsburgh Steelers","1","2022","Pittsburgh","Steelers","51","7.8","0.25","86.3","0.18","62.7","0.31","37.3","0.17","0.0","7.8","9.8","0.0","51.0","11.8","13.7"
"3","Tampa Bay Buccaneers","1","2022","Tampa Bay","Buccaneers","48","12.5","0.17","77.1","0.31","45.8","0.39","54.2","0.33","2.1","6.3","8.3","0.0","39.6","16.7","12.5"
"4","New England Patriots","1","2022","New England","Patriots","44","27.3","0.51","72.7","0.23","40.9","0.19","59.1","0.39","6.8","20.5","9.1","0.0","20.5","20.5","22.7"
"5","Baltimore Ravens","1","2022","Baltimore","Ravens","43","23.3","0.30","67.4","0.23","58.1","0.28","41.9","0.63","7.0","16.3","9.3","0.0","41.9","11.6","4.7"
"6","Las Vegas Raiders","1","2022","Las Vegas","Raiders","43","16.3","0.23","79.1","0.12","39.5","0.11","60.5","0.15","0.0","11.6","27.9","4.7","25.6","20.9","4.7"
"7","New York Jets","1","2022","New York","Jets","43","32.6","0.11","55.8","0.37","65.1","0.19","34.9","0.93","0.0","27.9","18.6","4.7","32.6","2.3","2.3"
"8","Minnesota Vikings","1","2022","Minnesota","Vikings","42","33.3","1.00","61.9","0.23","35.7","0.78","64.3","0.46","9.5","11.9","23.8","9.5","23.8","7.1","7.1"
"9","Seattle Seahawks","1","2022","Seattle","Seahawks","41","56.1","0.18","39.0","0.68","41.5","0.61","58.5","0.37","29.3","26.8","2.4","0.0","14.6","14.6","7.3"
"10","Miami Dolphins","1","2022","Miami","Dolphins","40","17.5","1.40","72.5","0.36","62.5","0.66","37.5","0.86","2.5","10.0","22.5","2.5","50.0","0.0","0.0"
"11","Cincinnati Bengals","1","2022","Cincinnati","Bengals","40","25.0","0.03","75.0","0.50","40.0","0.14","60.0","0.54","0.0","20.0","32.5","5.0","20.0","17.5","5.0"
"12","New York Giants","1","2022","New York","Giants","39","10.3","0.47","89.7","0.19","46.2","0.18","53.8","0.24","0.0","7.7","0.0","2.6","38.5","2.6","48.7"
"13","Detroit Lions","1","2022","Detroit","Lions","39","28.2","0.30","64.1","0.37","82.1","0.30","17.9","1.10","5.1","23.1","7.7","0.0","56.4","0.0","0.0"
"14","Carolina Panthers","1","2022","Carolina","Panthers","38","26.3","0.43","71.1","0.42","55.3","0.58","44.7","0.32","5.3","21.1","15.8","0.0","34.2","21.1","0.0"
"15","Washington Commanders","1","2022","Washington","Commanders","38","21.1","0.53","73.7","0.30","52.6","0.39","47.4","0.51","0.0","18.4","18.4","2.6","34.2","21.1","0.0"
"16","Los Angeles Rams","1","2022","Los Angeles","Rams","36","30.6","0.16","66.7","0.41","66.7","0.68","33.3","0.10","8.3","22.2","16.7","0.0","41.7","5.6","2.8"
"17","Houston Texans","1","2022","Houston","Texans","35","20.0","0.03","71.4","0.22","31.4","-0.06","68.6","0.44","0.0","14.3","17.1","5.7","17.1","37.1","0.0"
"18","Jacksonville Jaguars","1","2022","Jacksonville","Jaguars","35","11.4","0.22","85.7","0.25","62.9","0.30","37.1","0.16","2.9","8.6","0.0","0.0","51.4","25.7","8.6"
"19","Denver Broncos","1","2022","Denver","Broncos","35","20.0","0.37","68.6","0.32","62.9","0.61","37.1","0.09","0.0","17.1","14.3","2.9","42.9","2.9","8.6"
"20","Philadelphia Eagles","1","2022","Philadelphia","Eagles","34","55.9","1.02","44.1","0.61","73.5","0.82","26.5","0.89","2.9","52.9","17.6","0.0","20.6","0.0","5.9"
"21","Green Bay Packers","1","2022","Green Bay","Packers","33","24.2","0.86","75.8","0.37","30.3","0.68","69.7","0.41","0.0","21.2","33.3","3.0","9.1","18.2","15.2"
"22","Chicago Bears","1","2022","Chicago","Bears","31","22.6","0.93","77.4","0.48","77.4","0.51","22.6","0.83","3.2","19.4","12.9","0.0","58.1","6.5","0.0"
"23","Atlanta Falcons","1","2022","Atlanta","Falcons","31","16.1","2.11","77.4","0.41","64.5","0.46","35.5","1.03","6.5","9.7","3.2","0.0","54.8","19.4","0.0"
"24","New Orleans Saints","1","2022","New Orleans","Saints","31","25.8","0.93","74.2","0.43","45.2","0.58","54.8","0.54","3.2","22.6","16.1","0.0","22.6","25.8","9.7"
"25","Buffalo Bills","1","2022","Buffalo","Bills","30","23.3","0.85","70.0","0.66","70.0","0.28","30.0","1.43","6.7","16.7","0.0","0.0","50.0","13.3","6.7"
"26","San Francisco 49ers","1","2022","San Francisco","49ers","29","3.4","4.28","86.2","0.56","48.3","0.58","51.7","0.97","3.4","","13.8","0.0","41.4","17.2","13.8"
"27","Dallas Cowboys","1","2022","Dallas","Cowboys","28","32.1","0.25","64.3","0.59","50.0","0.68","50.0","0.53","0.0","32.1","17.9","0.0","17.9","7.1","21.4"
"28","Indianapolis Colts","1","2022","Indianapolis","Colts","28","39.3","0.38","60.7","0.24","42.9","0.38","57.1","0.24","3.6","17.9","17.9","17.9","25.0","17.9","0.0"
"29","Cleveland Browns","1","2022","Cleveland","Browns","26","42.3","1.43","53.8","0.27","50.0","0.80","50.0","0.69","7.7","34.6","30.8","0.0","15.4","7.7","0.0"
