"Team Details","","","","","","","Man/Zone","","","","Middle of Field Look (Closed/Open)","","","","Coverages","","","","","",""
"13","Atlanta Falcons","1","2024","Atlanta","Falcons","40","22.5","0.23","75.0","0.12","47.5","0.15","52.5","0.14","5.0","17.5","17.5","0.0","30.0","22.5","5.0"
"14","Minnesota Vikings","1","2024","Minnesota","Vikings","39","15.4","0.87","79.5","0.33","30.8","0.35","69.2","0.57","7.7","5.1","33.3","2.6","25.6","7.7","12.8"
"15","New Orleans Saints","1","2024","New Orleans","Saints","39","7.7","1.81","89.7","0.20","48.7","0.44","51.3","0.21","0.0","7.7","15.4","0.0","38.5","28.2","7.7"
"16","Tampa Bay Buccaneers","1","2024","Tampa Bay","Buccaneers","39","20.5","0.04","76.9","0.27","64.1","0.17","35.9","0.59","2.6","17.9","7.7","0.0","46.2","12.8","10.3"
"17","New England Patriots","1","2024","New England","Patriots","39","17.9","1.41","71.8","0.28","69.2","0.55","30.8","0.30","0.0","17.9","5.1","0.0","43.6","12.8","10.3"
"18","Tennessee Titans","1","2024","Tennessee","Titans","39","35.9","0.60","64.1","0.32","48.7","0.47","51.3","0.38","2.6","33.3","30.8","0.0","15.4","17.9","0.0"
"19","Washington Commanders","1","2024","Washington","Commanders","38","26.3","1.66","73.7","0.40","47.4","0.29","52.6","1.13","10.5","15.8","10.5","0.0","31.6","23.7","7.9"
"20","Las Vegas Raiders","1","2024","Las Vegas","Raiders","38","28.9","0.80","68.4","0.49","39.5","0.95","60.5","0.32","10.5","15.8","13.2","0.0","23.7","26.3","5.3"
"21","Houston Texans","1","2024","Houston","Texans","38","42.1","0.51","52.6","0.32","65.8","0.43","34.2","0.29","0.0","42.1","15.8","0.0","21.1","10.5","5.3"
"22","Dallas Cowboys","1","2024","Dallas","Cowboys","37","35.1","0.22","56.8","0.24","59.5","0.42","40.5","0.20","0.0","32.4","13.5","0.0","24.3","10.8","8.1"
"23","Detroit Lions","1","2024","Detroit","Lions","36","19.4","1.24","72.2","0.31","72.2","0.32","27.8","0.84","5.6","13.9","8.3","0.0","58.3","5.6","0.0"
"24","Denver Broncos","1","2024","Denver","Broncos","36","27.8","-0.11","72.2","0.60","50.0","0.12","50.0","0.67","5.6","22.2","25.0","0.0","27.8","5.6","13.9"
"25","Seattle Seahawks","1","2024","Seattle","Seahawks","35","28.6","0.23","71.4","0.41","37.1","0.70","62.9","0.16","8.6","17.1","2.9","2.9","20.0","31.4","17.1"
"26","Los Angeles Chargers","1","2024","Los Angeles","Chargers","29","34.5","0.18","62.1","0.23","55.2","0.27","44.8","0.13","3.4","27.6","6.9","3.4","27.6","17.2","10.3"
"27","Green Bay Packers","1","2024","Green Bay","Packers","28","25.0","0.63","71.4","0.50","60.7","0.35","39.3","1.19","7.1","17.9","14.3","0.0","42.9","3.6","10.7"
"28","Los Angeles Rams","1","2024","Los Angeles","Rams","26","42.3","0.62","57.7","0.57","80.8","0.70","19.2","0.13","0.0","42.3","11.5","0.0","38.5","3.8","3.8"
"29","Indianapolis Colts","1","2024","Indianapolis","Colts","25","28.0","0.75","68.0","0.36","64.0","0.35","36.0","0.65","8.0","20.0","12.0","0.0","44.0","12.0","0.0"
"30","San Francisco 49ers","1","2024","San Francisco","49ers","22","0.0","0.00","95.5","0.15","59.1","0.10","40.9","0.21","0.0","","13.6","0.0","59.1","9.1","13.6"
"31","Philadelphia Eagles","1","2024","Philadelphia","Eagles","21","23.8","1.15","71.4","0.20","52.4","0.66","47.6","0.15","0.0","23.8","33.3","0.0","28.6","0.0","9.5"
"32","Buffalo Bills","1","2024","Buffalo","Bills","19","26.3","0.98","63.2","0.98","89.5","1.19","10.5","0.34","0.0","26.3","5.3","0.0","52.6","5.3","0.0"

"Rank","Rank, Most to Least"
"Name","Team"
"G","Games Played"
"DB","Team Dropbacks"
"MAN %","Dropback Man Coverage Rate"
"FP/DB","Man Fantasy Points per Dropback"
"ZONE %","Zone Coverage Rate"
"FP/DB","Zone Fantasy Points per Dropback"
"1-HI/MOF C %","Single High Safety/Middle of Field Closed Rate"
"FP/DB","Single High Safety/Middle of Field Closed Fantasy Points per Dropback"
"2-HI/MOF O %","Two High Safety/Middle of Field Open Rate"
"FP/DB","Two High Safety/Middle of Field Open Fantasy Points per Dropback"
"COVER 0 %","Cover 0 Rate"
"COVER 1 %","Cover 1 Rate"
"COVER 2 %","Cover 2 Rate"
"COVER 2 MAN %","Cover 2 Man Rate"
"COVER 3 %","Cover 3 Rate"
"COVER 4 %","Cover 4 Rate"
"COVER 6 %","Cover 6 Rate"
