"Team Details","","","","","","","Man/Zone","","","","Middle of Field Look (Closed/Open)","","","","Coverages","","","","","",""
"Rank","Name","G","Season","Location","Team Name","DB","MAN %","FP/DB","ZONE %","FP/DB","1-HI/MOF C %","FP/DB","2-HI/MOF O %","FP/DB","COVER 0 %","COVER 1 %","COVER 2 %","COVER 2 MAN %","COVER 3 %","COVER 4 %","COVER 6 %"
"1","Philadelphia Eagles","1","2023","Philadelphia","Eagles","56","21.4","0.64","78.6","0.26","33.9","0.39","66.1","0.32","10.7","10.7","7.1","0.0","23.2","46.4","1.8"
"2","Indianapolis Colts","1","2023","Indianapolis","Colts","47","40.4","0.38","53.2","0.55","48.9","0.31","51.1","0.54","14.9","25.5","2.1","0.0","23.4","27.7","0.0"
"3","Jacksonville Jaguars","1","2023","Jacksonville","Jaguars","46","23.9","0.64","71.7","0.44","47.8","0.47","52.2","0.48","4.3","19.6","19.6","0.0","28.3","15.2","8.7"
"4","Cleveland Browns","1","2023","Cleveland","Browns","46","6.5","0.15","87.0","0.31","47.8","0.15","52.2","0.58","0.0","6.5","2.2","0.0","41.3","28.3","15.2"
"5","Dallas Cowboys","1","2023","Dallas","Cowboys","46","6.5","0.27","84.8","0.47","45.7","0.64","54.3","0.45","0.0","6.5","6.5","0.0","32.6","39.1","6.5"
"6","New York Jets","1","2023","New York","Jets","43","23.3","0.08","74.4","0.21","41.9","0.02","58.1","0.28","0.0","20.9","34.9","0.0","18.6","2.3","18.6"
"7","Seattle Seahawks","1","2023","Seattle","Seahawks","43","51.2","0.88","46.5","0.58","46.5","0.98","53.5","0.49","0.0","39.5","23.3","11.6","7.0","11.6","4.7"
"8","Cincinnati Bengals","1","2023","Cincinnati","Bengals","42","28.6","0.90","66.7","0.28","42.9","0.83","57.1","0.17","0.0","19.0","9.5","9.5","23.8","11.9","21.4"
"9","Tennessee Titans","1","2023","Tennessee","Titans","40","12.5","0.82","82.5","0.26","72.5","0.22","27.5","0.57","2.5","7.5","12.5","0.0","65.0","5.0","0.0"
"10","Green Bay Packers","1","2023","Green Bay","Packers","39","38.5","0.71","59.0","0.38","28.2","0.24","71.8","0.75","12.8","12.8","23.1","10.3","15.4","12.8","7.7"
"11","Kansas City Chiefs","1","2023","Kansas City","Chiefs","39","12.8","-0.07","74.4","0.50","46.2","0.41","53.8","0.32","0.0","12.8","12.8","0.0","25.6","23.1","12.8"
"12","Los Angeles Chargers","1","2023","Los Angeles","Chargers","38","42.1","0.24","57.9","0.22","73.7","0.24","26.3","0.18","0.0","39.5","15.8","2.6","34.2","7.9","0.0"
"13","Los Angeles Rams","1","2023","Los Angeles","Rams","37","48.6","0.59","51.4","0.66","62.2","0.55","37.8","0.74","0.0","48.6","13.5","0.0","13.5","5.4","18.9"
"14","Houston Texans","1","2023","Houston","Texans","35","14.3","0.30","82.9","0.51","54.3","0.37","45.7","0.58","0.0","11.4","5.7","2.9","42.9","22.9","11.4"
"15","Carolina Panthers","1","2023","Carolina","Panthers","35","31.4","0.15","62.9","0.21","71.4","0.19","28.6","0.14","0.0","31.4","17.1","0.0","37.1","8.6","0.0"
"16","Denver Broncos","1","2023","Denver","Broncos","35","2.9","0.10","88.6","0.39","28.6","0.75","71.4","0.14","0.0","2.9","14.3","0.0","25.7","42.9","5.7"
"17","New England Patriots","1","2023","New England","Patriots","33","33.3","0.23","66.7","0.21","60.6","0.21","39.4","0.21","3.0","30.3","0.0","0.0","30.3","12.1","24.2"
"18","New Orleans Saints","1","2023","New Orleans","Saints","31","32.3","0.75","67.7","0.29","61.3","0.23","38.7","0.78","3.2","29.0","16.1","0.0","32.3","19.4","0.0"
"19","Tampa Bay Buccaneers","1","2023","Tampa Bay","Buccaneers","30","16.7","0.37","83.3","0.37","66.7","0.55","33.3","0.02","0.0","13.3","6.7","3.3","53.3","6.7","16.7"
"20","San Francisco 49ers","1","2023","San Francisco","49ers","30","30.0","1.50","66.7","0.58","76.7","1.01","23.3","0.84","10.0","20.0","0.0","0.0","53.3","3.3","10.0"
"21","Pittsburgh Steelers","1","2023","Pittsburgh","Steelers","30","10.0","0.44","76.7","0.29","16.7","0.54","83.3","0.39","3.3","3.3","40.0","3.3","13.3","13.3","10.0"
"22","Atlanta Falcons","1","2023","Atlanta","Falcons","30","36.7","0.61","63.3","0.11","53.3","0.43","46.7","0.14","6.7","30.0","3.3","0.0","23.3","33.3","3.3"
"23","Washington Commanders","1","2023","Washington","Commanders","29","24.1","0.20","75.9","0.49","41.4","0.10","58.6","0.64","10.3","13.8","3.4","0.0","27.6","27.6","17.2"
"24","Arizona Cardinals","1","2023","Arizona","Cardinals","27","48.1","0.54","51.9","0.32","63.0","0.50","37.0","0.30","3.7","44.4","22.2","0.0","18.5","3.7","7.4"
"25","Detroit Lions","1","2023","Detroit","Lions","26","46.2","0.23","46.2","1.14","69.2","0.58","30.8","0.75","0.0","46.2","7.7","0.0","23.1","7.7","7.7"
"26","Miami Dolphins","1","2023","Miami","Dolphins","25","4.0","7.12","96.0","0.51","28.0","2.09","72.0","0.26","0.0","4.0","28.0","0.0","24.0","28.0","16.0"

"Rank","Rank, Most to Least"
"Name","Team"
"G","Games Played"
"DB","Team Dropbacks"
"MAN %","Dropback Man Coverage Rate"
"FP/DB","Man Fantasy Points per Dropback"
"ZONE %","Zone Coverage Rate"
"FP/DB","Zone Fantasy Points per Dropback"
"1-HI/MOF C %","Single High Safety/Middle of Field Closed Rate"
"FP/DB","Single High Safety/Middle of Field Closed Fantasy Points per Dropback"
"2-HI/MOF O %","Two High Safety/Middle of Field Open Rate"
"FP/DB","Two High Safety/Middle of Field Open Fantasy Points per Dropback"
"COVER 0 %","Cover 0 Rate"
"COVER 1 %","Cover 1 Rate"
"COVER 2 %","Cover 2 Rate"
"COVER 2 MAN %","Cover 2 Man Rate"
"COVER 3 %","Cover 3 Rate"
"COVER 4 %","Cover 4 Rate"
"COVER 6 %","Cover 6 Rate"
