"Team Details","","","","","","","Man/Zone","","","","Middle of Field Look (Closed/Open)","","","","Coverages","","","","","",""
"14","Detroit Lions","1","2022","Detroit","Lions","39","56.4","0.21","35.9","0.23","66.7","0.26","33.3","0.10","5.1","51.3","7.7","0.0","12.8","12.8","2.6"
"15","Buffalo Bills","1","2022","Buffalo","Bills","39","46.2","0.91","53.8","0.96","61.5","0.50","38.5","1.63","2.6","35.9","20.5","2.6","25.6","0.0","7.7"
"16","Los Angeles Chargers","1","2022","Los Angeles","Chargers","38","28.9","0.22","57.9","0.55","55.3","0.44","44.7","0.31","2.6","23.7","2.6","2.6","28.9","23.7","2.6"
"17","Cincinnati Bengals","1","2022","Cincinnati","Bengals","38","23.7","0.23","76.3","0.33","28.9","0.31","71.1","0.31","7.9","13.2","10.5","2.6","15.8","28.9","21.1"
"18","Miami Dolphins","1","2022","Miami","Dolphins","36","8.3","-0.01","88.9","0.14","36.1","0.09","63.9","0.15","0.0","8.3","2.8","0.0","27.8","41.7","16.7"
"19","Cleveland Browns","1","2022","Cleveland","Browns","36","47.2","0.29","47.2","0.40","63.9","0.35","36.1","0.54","2.8","44.4","0.0","0.0","19.4","8.3","19.4"
"20","Baltimore Ravens","1","2022","Baltimore","Ravens","35","40.0","0.11","54.3","0.23","57.1","0.46","42.9","0.08","17.1","20.0","0.0","0.0","34.3","17.1","2.9"
"21","Atlanta Falcons","1","2022","Atlanta","Falcons","34","29.4","0.20","70.6","0.46","55.9","0.18","44.1","0.65","0.0","20.6","14.7","8.8","35.3","17.6","2.9"
"22","Las Vegas Raiders","1","2022","Las Vegas","Raiders","33","15.2","1.34","78.8","0.19","18.2","0.15","81.8","0.63","6.1","3.0","30.3","0.0","15.2","27.3","6.1"
"23","San Francisco 49ers","1","2022","San Francisco","49ers","32","25.0","0.50","62.5","0.28","59.4","0.25","40.6","1.03","6.3","18.8","12.5","0.0","37.5","6.3","6.3"
"24","New York Giants","1","2022","New York","Giants","31","16.1","0.27","74.2","0.40","74.2","0.37","25.8","0.34","0.0","16.1","6.5","0.0","51.6","16.1","0.0"
"25","Tennessee Titans","1","2022","Tennessee","Titans","31","22.6","0.25","67.7","0.43","41.9","0.52","58.1","0.26","0.0","22.6","6.5","0.0","19.4","22.6","19.4"
"26","Seattle Seahawks","1","2022","Seattle","Seahawks","30","43.3","0.80","56.7","0.81","50.0","0.71","50.0","0.90","3.3","33.3","10.0","6.7","16.7","26.7","3.3"
"27","Chicago Bears","1","2022","Chicago","Bears","29","20.7","0.27","72.4","0.52","31.0","0.49","69.0","0.62","6.9","13.8","17.2","0.0","13.8","17.2","24.1"
"28","New Orleans Saints","1","2022","New Orleans","Saints","27","55.6","0.50","44.4","0.70","77.8","0.45","22.2","1.08","0.0","55.6","0.0","0.0","22.2","7.4","14.8"
"29","Houston Texans","1","2022","Houston","Texans","25","28.0","0.26","72.0","0.21","64.0","0.22","36.0","0.24","0.0","24.0","16.0","4.0","40.0","4.0","12.0"
"30","New York Jets","1","2022","New York","Jets","24","50.0","0.43","45.8","0.29","75.0","0.41","25.0","1.24","4.2","45.8","16.7","0.0","29.2","0.0","0.0"
"31","New England Patriots","1","2022","New England","Patriots","22","63.6","0.24","36.4","0.96","72.7","0.27","27.3","1.11","0.0","63.6","22.7","0.0","9.1","4.5","0.0"
"32","Dallas Cowboys","1","2022","Dallas","Cowboys","19","10.5","0.18","89.5","0.22","94.7","0.23","5.3","0.00","0.0","10.5","0.0","0.0","84.2","5.3","0.0"

"Rank","Rank, Most to Least"
"Name","Team"
"G","Games Played"
"DB","Team Dropbacks"
"MAN %","Dropback Man Coverage Rate"
"FP/DB","Man Fantasy Points per Dropback"
"ZONE %","Zone Coverage Rate"
"FP/DB","Zone Fantasy Points per Dropback"
"1-HI/MOF C %","Single High Safety/Middle of Field Closed Rate"
"FP/DB","Single High Safety/Middle of Field Closed Fantasy Points per Dropback"
"2-HI/MOF O %","Two High Safety/Middle of Field Open Rate"
"FP/DB","Two High Safety/Middle of Field Open Fantasy Points per Dropback"
"COVER 0 %","Cover 0 Rate"
"COVER 1 %","Cover 1 Rate"
"COVER 2 %","Cover 2 Rate"
"COVER 2 MAN %","Cover 2 Man Rate"
"COVER 3 %","Cover 3 Rate"
"COVER 4 %","Cover 4 Rate"
"COVER 6 %","Cover 6 Rate"
