"Team Details","","","","","","","Man/Zone","","","","Middle of Field Look (Closed/Open)","","","","Coverages","","","","","",""
"Rank","Name","G","Season","Location","Team Name","DB","MAN %","FP/DB","ZONE %","FP/DB","1-HI/MOF C %","FP/DB","2-HI/MOF O %","FP/DB","COVER 0 %","COVER 1 %","COVER 2 %","COVER 2 MAN %","COVER 3 %","COVER 4 %","COVER 6 %"
"1","Pittsburgh Steelers","1","2022","Pittsburgh","Steelers","56","23.2","0.15","76.8","0.26","26.8","0.26","73.2","0.22","0.0","10.7","44.6","10.7","16.1","10.7","5.4"
"2","Tampa Bay Buccaneers","1","2022","Tampa Bay","Buccaneers","52","42.3","0.22","48.1","0.31","63.5","0.29","36.5","0.45","0.0","40.4","19.2","1.9","23.1","3.8","1.9"
"3","Jacksonville Jaguars","1","2022","Jacksonville","Jaguars","50","2.0","1.20","88.0","0.26","12.0","0.09","88.0","0.26","0.0","2.0","66.0","0.0","6.0","16.0","0.0"
"4","Los Angeles Rams","1","2022","Los Angeles","Rams","49","22.4","0.63","73.5","0.18","59.2","0.32","40.8","0.23","0.0","20.4","28.6","0.0","38.8","6.1","0.0"
"5","Indianapolis Colts","1","2022","Indianapolis","Colts","48","18.8","0.38","79.2","0.12","70.8","0.17","29.2","0.17","0.0","18.8","0.0","0.0","52.1","10.4","16.7"
"6","Kansas City Chiefs","1","2022","Kansas City","Chiefs","48","56.3","0.45","33.3","0.33","70.8","0.46","29.2","1.01","4.2","52.1","8.3","0.0","18.8","2.1","4.2"
"7","Carolina Panthers","1","2022","Carolina","Panthers","48","22.9","0.24","77.1","0.20","64.6","0.19","35.4","0.24","0.0","22.9","18.8","0.0","41.7","16.7","0.0"
"8","Denver Broncos","1","2022","Denver","Broncos","45","15.6","0.23","84.4","0.26","66.7","0.30","33.3","0.16","2.2","13.3","15.6","0.0","53.3","15.6","0.0"
"9","Arizona Cardinals","1","2022","Arizona","Cardinals","44","27.3","0.19","68.2","0.37","61.4","0.34","38.6","0.26","2.3","25.0","4.5","0.0","36.4","20.5","6.8"
"10","Minnesota Vikings","1","2022","Minnesota","Vikings","44","20.5","0.77","77.3","0.27","27.3","0.83","72.7","0.20","4.5","13.6","43.2","2.3","13.6","4.5","15.9"
"11","Washington Commanders","1","2022","Washington","Commanders","43","20.9","0.76","69.8","0.55","39.5","0.63","60.5","0.46","2.3","18.6","25.6","0.0","18.6","18.6","7.0"
"12","Green Bay Packers","1","2022","Green Bay","Packers","41","53.7","0.31","43.9","0.32","51.2","0.26","48.8","0.57","17.1","31.7","2.4","4.9","19.5","19.5","2.4"
"13","Philadelphia Eagles","1","2022","Philadelphia","Eagles","40","12.5","0.18","82.5","0.34","52.5","0.26","47.5","0.37","7.5","5.0","12.5","0.0","47.5","10.0","12.5"
