"Team Details","","","","","","","Man/Zone","","","","Middle of Field Look (Closed/Open)","","","","Coverages","","","","","",""
"Rank","Name","G","Season","Location","Team Name","DB","MAN %","FP/DB","ZONE %","FP/DB","1-HI/MOF C %","FP/DB","2-HI/MOF O %","FP/DB","COVER 0 %","COVER 1 %","COVER 2 %","COVER 2 MAN %","COVER 3 %","COVER 4 %","COVER 6 %"
"1","Los Angeles Chargers","1","2025","Los Angeles","Chargers","61","26.2","0.35","67.2","0.47","34.4","0.32","65.6","0.56","1.6","19.7","16.4","0.0","14.8","9.8","26.2"
"2","Jacksonville Jaguars","1","2025","Jacksonville","Jaguars","57","17.5","0.64","75.4","0.25","54.4","0.47","45.6","0.12","0.0","17.5","21.1","0.0","36.8","7.0","10.5"
"3","Houston Texans","1","2025","Houston","Texans","54","13.0","0.13","79.6","0.22","24.1","0.21","75.9","0.29","3.7","9.3","16.7","0.0","14.8","16.7","31.5"
"4","Tampa Bay Buccaneers","1","2025","Tampa Bay","Buccaneers","54","53.7","0.28","46.3","0.16","51.9","0.14","48.1","0.31","3.7","33.3","18.5","11.1","18.5","7.4","1.9"
"5","Denver Broncos","1","2025","Denver","Broncos","53","34.0","0.76","58.5","0.24","52.8","0.27","47.2","0.55","5.7","28.3","5.7","0.0","20.8","26.4","5.7"
"6","Cincinnati Bengals","1","2025","Cincinnati","Bengals","49","38.8","0.52","57.1","0.41","57.1","0.40","42.9","0.69","2.0","28.6","14.3","4.1","26.5","12.2","4.1"
"7","Minnesota Vikings","1","2025","Minnesota","Vikings","46","28.3","0.29","60.9","0.34","32.6","0.29","67.4","0.29","2.2","15.2","6.5","8.7","17.4","10.9","26.1"
"8","Arizona Cardinals","1","2025","Arizona","Cardinals","46","17.4","0.19","73.9","0.43","52.2","0.27","47.8","0.65","0.0","13.0","15.2","2.2","37.0","13.0","8.7"
"9","New York Jets","1","2025","New York","Jets","44","9.1","0.00","90.9","0.17","45.5","0.15","54.5","0.15","2.3","6.8","11.4","0.0","38.6","18.2","22.7"
"10","Atlanta Falcons","1","2025","Atlanta","Falcons","42","28.6","0.30","69.0","0.18","59.5","0.24","40.5","0.43","0.0","28.6","14.3","0.0","31.0","7.1","16.7"
"11","Washington Commanders","1","2025","Washington","Commanders","40","50.0","0.21","47.5","0.29","82.5","0.23","17.5","0.93","5.0","45.0","7.5","0.0","37.5","2.5","0.0"
"12","Kansas City Chiefs","1","2025","Kansas City","Chiefs","40","25.0","1.31","70.0","0.47","45.0","0.51","55.0","0.77","7.5","15.0","15.0","2.5","30.0","17.5","7.5"
"13","Tennessee Titans","1","2025","Tennessee","Titans","39","12.8","1.38","87.2","0.16","46.2","0.52","53.8","0.14","0.0","12.8","35.9","0.0","33.3","12.8","5.1"
"14","New York Giants","1","2025","New York","Giants","37","37.8","0.53","62.2","0.65","64.9","0.90","35.1","0.05","10.8","27.0","10.8","0.0","37.8","5.4","8.1"
"15","New Orleans Saints","1","2025","New Orleans","Saints","37","5.4","2.38","94.6","0.26","56.8","0.33","43.2","0.45","0.0","2.7","29.7","0.0","54.1","10.8","0.0"
"16","Miami Dolphins","1","2025","Miami","Dolphins","36","5.6","0.28","94.4","0.09","61.1","-0.02","38.9","0.30","0.0","5.6","25.0","0.0","55.6","11.1","2.8"
"17","Carolina Panthers","1","2025","Carolina","Panthers","36","33.3","0.27","63.9","0.24","55.6","0.26","44.4","0.48","2.8","30.6","30.6","0.0","25.0","8.3","0.0"
"18","New England Patriots","1","2025","New England","Patriots","36","19.4","0.59","77.8","0.69","47.2","0.67","52.8","0.64","0.0","19.4","13.9","0.0","27.8","16.7","19.4"
"19","Indianapolis Colts","1","2025","Indianapolis","Colts","36","16.7","0.89","77.8","0.38","36.1","0.50","63.9","0.60","11.1","2.8","5.6","2.8","33.3","30.6","8.3"
"20","Pittsburgh Steelers","1","2025","Pittsburgh","Steelers","35","14.3","0.86","74.3","0.59","34.3","0.02","65.7","1.06","8.6","5.7","11.4","0.0","22.9","5.7","34.3"
"21","Seattle Seahawks","1","2025","Seattle","Seahawks","35","17.1","1.08","77.1","0.12","45.7","0.44","54.3","0.14","0.0","14.3","8.6","0.0","31.4","31.4","5.7"
"22","Detroit Lions","1","2025","Detroit","Lions","34","32.4","0.52","67.6","0.28","61.8","0.46","38.2","0.19","5.9","26.5","14.7","0.0","35.3","11.8","5.9"
"23","Los Angeles Rams","1","2025","Los Angeles","Rams","34","41.2","1.35","55.9","0.24","67.6","0.55","32.4","1.35","5.9","35.3","11.8","0.0","32.4","2.9","8.8"
"24","Green Bay Packers","1","2025","Green Bay","Packers","33","21.2","0.38","72.7","0.24","60.6","0.33","39.4","0.54","0.0","21.2","3.0","0.0","36.4","24.2","9.1"
"25","Dallas Cowboys","1","2025","Dallas","Cowboys","33","39.4","0.57","54.5","0.62","54.5","0.46","45.5","1.00","3.0","30.3","9.1","6.1","24.2","21.2","0.0"
"26","San Francisco 49ers","1","2025","San Francisco","49ers","28","25.0","0.21","75.0","0.21","75.0","0.24","25.0","0.13","0.0","25.0","7.1","0.0","50.0","7.1","10.7"
"27","Chicago Bears","1","2025","Chicago","Bears","27","22.2","0.44","77.8","0.15","66.7","0.20","33.3","0.26","7.4","14.8","11.1","0.0","51.9","7.4","7.4"
"28","Philadelphia Eagles","1","2025","Philadelphia","Eagles","26","19.2","2.46","80.8","0.61","26.9","1.15","73.1","0.89","7.7","7.7","42.3","3.8","19.2","11.5","7.7"
"29","Cleveland Browns","1","2025","Cleveland","Browns","23","30.4","0.25","69.6","0.26","52.2","0.28","47.8","0.23","0.0","21.7","30.4","4.3","30.4","0.0","8.7"
"30","Las Vegas Raiders","1","2025","Las Vegas","Raiders","20","20.0","0.03","80.0","0.19","55.0","0.10","45.0","0.22","0.0","20.0","35.0","0.0","35.0","5.0","5.0"

"Rank","Rank, Most to Least"
"Name","Team"
"G","Games Played"
"DB","Team Dropbacks"
"MAN %","Dropback Man Coverage Rate"
"FP/DB","Man Fantasy Points per Dropback"
"ZONE %","Zone Coverage Rate"
"FP/DB","Zone Fantasy Points per Dropback"
"1-HI/MOF C %","Single High Safety/Middle of Field Closed Rate"
"FP/DB","Single High Safety/Middle of Field Closed Fantasy Points per Dropback"
"2-HI/MOF O %","Two High Safety/Middle of Field Open Rate"
"FP/DB","Two High Safety/Middle of Field Open Fantasy Points per Dropback"
"COVER 0 %","Cover 0 Rate"
"COVER 1 %","Cover 1 Rate"
"COVER 2 %","Cover 2 Rate"
"COVER 2 MAN %","Cover 2 Man Rate"
"COVER 3 %","Cover 3 Rate"
"COVER 4 %","Cover 4 Rate"
"COVER 6 %","Cover 6 Rate"
