"Team Details","","","","","","","Man/Zone","","","","Middle of Field Look (Closed/Open)","","","","Coverages","","","","","",""
"14","Pittsburgh Steelers","1","2025","Pittsburgh","Steelers","39","30.8","0.27","66.7","0.29","28.2","0.54","71.8","0.18","0.0","15.4","12.8","7.7","12.8","20.5","20.5"
"15","Kansas City Chiefs","1","2025","Kansas City","Chiefs","38","28.9","0.85","71.1","0.51","60.5","0.93","39.5","0.12","2.6","26.3","2.6","0.0","34.2","23.7","10.5"
"16","Indianapolis Colts","1","2025","Indianapolis","Colts","38","55.3","0.35","42.1","0.60","71.1","0.60","28.9","0.10","5.3","47.4","5.3","0.0","21.1","10.5","5.3"
"17","Miami Dolphins","1","2025","Miami","Dolphins","37","10.8","1.48","89.2","0.41","18.9","0.53","81.1","0.53","0.0","2.7","40.5","8.1","16.2","27.0","5.4"
"18","Seattle Seahawks","1","2025","Seattle","Seahawks","35","42.9","0.23","51.4","0.56","51.4","0.47","48.6","0.55","5.7","25.7","2.9","5.7","22.9","22.9","2.9"
"19","Green Bay Packers","1","2025","Green Bay","Packers","34","47.1","0.51","44.1","0.58","73.5","0.72","26.5","0.35","2.9","44.1","5.9","0.0","23.5","8.8","5.9"
"20","Los Angeles Rams","1","2025","Los Angeles","Rams","34","47.1","0.85","47.1","0.32","55.9","0.40","44.1","0.75","17.6","29.4","8.8","0.0","26.5","8.8","2.9"
"21","Baltimore Ravens","1","2025","Baltimore","Ravens","33","66.7","1.11","30.3","0.17","72.7","0.89","27.3","0.54","6.1","60.6","18.2","0.0","12.1","0.0","0.0"
"22","Los Angeles Chargers","1","2025","Los Angeles","Chargers","32","3.1","0.00","96.9","0.65","65.6","0.80","34.4","0.32","3.1","","6.3","0.0","65.6","18.8","6.3"
"23","Denver Broncos","1","2025","Denver","Broncos","32","31.3","1.01","59.4","0.30","62.5","0.76","37.5","0.51","9.4","21.9","9.4","0.0","34.4","15.6","0.0"
"24","Buffalo Bills","1","2025","Buffalo","Bills","31","29.0","0.82","67.7","0.24","58.1","0.57","41.9","0.17","3.2","25.8","16.1","0.0","32.3","19.4","0.0"
"25","New York Jets","1","2025","New York","Jets","31","12.9","0.72","87.1","0.31","38.7","0.33","61.3","0.38","0.0","9.7","29.0","3.2","29.0","22.6","6.5"
"26","Minnesota Vikings","1","2025","Minnesota","Vikings","30","33.3","-0.02","60.0","0.33","60.0","0.04","40.0","0.42","0.0","33.3","3.3","0.0","23.3","13.3","20.0"
"27","Houston Texans","1","2025","Houston","Texans","30","36.7","0.31","60.0","0.64","56.7","0.69","43.3","0.25","10.0","13.3","3.3","13.3","43.3","10.0","3.3"
"28","New England Patriots","1","2025","New England","Patriots","30","33.3","1.49","60.0","0.36","43.3","0.41","56.7","1.22","10.0","20.0","23.3","3.3","23.3","6.7","6.7"
"29","Detroit Lions","1","2025","Detroit","Lions","29","10.3","0.37","86.2","1.15","34.5","1.77","65.5","0.86","0.0","6.9","34.5","3.4","27.6","20.7","3.4"
"30","Arizona Cardinals","1","2025","Arizona","Cardinals","29","0.0","0.00","89.7","0.45","44.8","0.51","55.2","0.54","0.0","","13.8","0.0","44.8","17.2","13.8"
"31","Philadelphia Eagles","1","2025","Philadelphia","Eagles","25","40.0","0.21","60.0","0.20","20.0","0.18","80.0","0.21","32.0","","12.0","8.0","20.0","24.0","4.0"
"32","Atlanta Falcons","1","2025","Atlanta","Falcons","24","29.2","0.09","66.7","0.30","25.0","0.12","75.0","0.26","8.3","12.5","20.8","4.2","12.5","8.3","25.0"

"Rank","Rank, Most to Least"
"Name","Team"
"G","Games Played"
"DB","Team Dropbacks"
"MAN %","Dropback Man Coverage Rate"
"FP/DB","Man Fantasy Points per Dropback"
"ZONE %","Zone Coverage Rate"
"FP/DB","Zone Fantasy Points per Dropback"
"1-HI/MOF C %","Single High Safety/Middle of Field Closed Rate"
"FP/DB","Single High Safety/Middle of Field Closed Fantasy Points per Dropback"
"2-HI/MOF O %","Two High Safety/Middle of Field Open Rate"
"FP/DB","Two High Safety/Middle of Field Open Fantasy Points per Dropback"
"COVER 0 %","Cover 0 Rate"
"COVER 1 %","Cover 1 Rate"
"COVER 2 %","Cover 2 Rate"
"COVER 2 MAN %","Cover 2 Man Rate"
"COVER 3 %","Cover 3 Rate"
"COVER 4 %","Cover 4 Rate"
"COVER 6 %","Cover 6 Rate"
