"Team Details","","","","","","","Man/Zone","","","","Middle of Field Look (Closed/Open)","","","","Coverages","","","","","",""
"Rank","Name","G","Season","Location","Team Name","DB","MAN %","FP/DB","ZONE %","FP/DB","1-HI/MOF C %","FP/DB","2-HI/MOF O %","FP/DB","COVER 0 %","COVER 1 %","COVER 2 %","COVER 2 MAN %","COVER 3 %","COVER 4 %","COVER 6 %"
"1","Arizona Cardinals","1","2022","Arizona","Cardinals","49","18.4","0.26","79.6","0.18","42.9","0.14","57.1","0.24","0.0","16.3","24.5","0.0","26.5","16.3","12.2"
"2","New York Giants","1","2022","New York","Giants","48","39.6","0.29","56.3","0.24","70.8","0.39","29.2","0.22","0.0","35.4","16.7","4.2","33.3","0.0","6.3"
"3","Cleveland Browns","1","2022","Cleveland","Browns","45","22.2","1.20","73.3","0.35","46.7","0.54","53.3","0.69","2.2","15.6","24.4","2.2","31.1","11.1","6.7"
"4","Pittsburgh Steelers","1","2022","Pittsburgh","Steelers","44","22.7","0.63","75.0","0.24","36.4","0.54","63.6","0.21","2.3","15.9","38.6","4.5","20.5","6.8","9.1"
"5","Cincinnati Bengals","1","2022","Cincinnati","Bengals","42","61.9","0.56","35.7","0.63","52.4","0.43","47.6","0.95","2.4","47.6","21.4","11.9","4.8","2.4","7.1"
"6","Houston Texans","1","2022","Houston","Texans","40","20.0","0.24","72.5","0.11","35.0","0.02","65.0","0.44","2.5","10.0","12.5","5.0","25.0","32.5","2.5"
"7","Green Bay Packers","1","2022","Green Bay","Packers","40","27.5","0.23","67.5","0.38","45.0","0.31","55.0","0.52","0.0","27.5","25.0","0.0","17.5","22.5","2.5"
"8","Carolina Panthers","1","2022","Carolina","Panthers","39","7.7","0.00","92.3","0.20","76.9","0.14","23.1","0.32","0.0","7.7","2.6","0.0","69.2","15.4","5.1"
"9","Las Vegas Raiders","1","2022","Las Vegas","Raiders","38","21.1","0.55","71.1","0.59","65.8","0.44","34.2","0.71","0.0","18.4","2.6","2.6","44.7","13.2","10.5"
"10","Kansas City Chiefs","1","2022","Kansas City","Chiefs","38","52.6","0.76","44.7","0.48","65.8","0.65","34.2","0.87","0.0","42.1","2.6","10.5","23.7","5.3","13.2"
"11","Baltimore Ravens","1","2022","Baltimore","Ravens","37","2.7","0.08","97.3","0.20","62.2","0.11","37.8","0.33","0.0","2.7","5.4","0.0","59.5","29.7","2.7"
"12","Minnesota Vikings","1","2022","Minnesota","Vikings","37","24.3","0.10","75.7","0.16","32.4","0.20","67.6","0.12","2.7","13.5","43.2","2.7","18.9","10.8","2.7"
