"Team Details","","","","","","","Man/Zone","","","","Middle of Field Look (Closed/Open)","","","","Coverages","","","","","",""
"13","Los Angeles Chargers","1","2022","Los Angeles","Chargers","37","29.7","0.12","62.2","0.61","32.4","0.29","67.6","0.64","5.4","16.2","24.3","5.4","13.5","18.9","5.4"
"14","Indianapolis Colts","1","2022","Indianapolis","Colts","36","36.1","0.26","58.3","0.24","50.0","0.28","50.0","0.20","0.0","30.6","8.3","2.8","19.4","25.0","5.6"
"15","Los Angeles Rams","1","2022","Los Angeles","Rams","36","30.6","0.17","66.7","0.70","50.0","0.42","50.0","0.61","0.0","25.0","19.4","5.6","25.0","22.2","0.0"
"16","Denver Broncos","1","2022","Denver","Broncos","35","40.0","0.32","57.1","0.31","77.1","0.29","22.9","0.35","0.0","34.3","11.4","5.7","40.0","2.9","2.9"
"17","New England Patriots","1","2022","New England","Patriots","33","15.2","0.51","84.8","0.26","45.5","0.29","54.5","0.30","0.0","15.2","3.0","0.0","30.3","21.2","30.3"
"18","New Orleans Saints","1","2022","New Orleans","Saints","32","18.8","1.34","71.9","0.27","68.8","0.79","31.3","0.56","3.1","15.6","6.3","0.0","46.9","6.3","12.5"
"19","Dallas Cowboys","1","2022","Dallas","Cowboys","32","0.0","0.00","87.5","0.73","31.3","0.34","68.8","0.79","0.0","","0.0","0.0","31.3","6.3","50.0"
"20","Tennessee Titans","1","2022","Tennessee","Titans","32","15.6","0.89","78.1","0.63","71.9","0.72","28.1","0.87","3.1","12.5","3.1","0.0","59.4","9.4","6.3"
"21","Chicago Bears","1","2022","Chicago","Bears","31","9.7","1.68","90.3","0.28","67.7","0.42","32.3","0.40","0.0","9.7","6.5","0.0","58.1","25.8","0.0"
"22","Philadelphia Eagles","1","2022","Philadelphia","Eagles","30","70.0","0.48","26.7","0.36","73.3","0.45","26.7","0.44","0.0","70.0","3.3","0.0","3.3","20.0","0.0"
"23","Buffalo Bills","1","2022","Buffalo","Bills","30","36.7","0.24","56.7","0.33","60.0","0.27","40.0","0.63","0.0","36.7","3.3","0.0","23.3","20.0","10.0"
"24","New York Jets","1","2022","New York","Jets","29","34.5","0.25","65.5","0.17","79.3","0.21","20.7","0.13","0.0","34.5","10.3","0.0","44.8","10.3","0.0"
"25","San Francisco 49ers","1","2022","San Francisco","49ers","29","24.1","1.53","72.4","0.66","65.5","0.98","34.5","0.64","3.4","20.7","10.3","0.0","44.8","17.2","0.0"
"26","Washington Commanders","1","2022","Washington","Commanders","28","14.3","0.19","71.4","0.36","50.0","0.35","50.0","0.23","0.0","14.3","35.7","0.0","35.7","0.0","0.0"
"27","Detroit Lions","1","2022","Detroit","Lions","26","53.8","0.10","46.2","0.44","65.4","0.26","34.6","0.24","19.2","34.6","0.0","0.0","30.8","11.5","3.8"
"28","Atlanta Falcons","1","2022","Atlanta","Falcons","24","4.2","0.00","83.3","0.29","79.2","0.47","20.8","0.22","0.0","4.2","12.5","0.0","70.8","0.0","0.0"

"Rank","Rank, Most to Least"
"Name","Team"
"G","Games Played"
"DB","Team Dropbacks"
"MAN %","Dropback Man Coverage Rate"
"FP/DB","Man Fantasy Points per Dropback"
"ZONE %","Zone Coverage Rate"
"FP/DB","Zone Fantasy Points per Dropback"
"1-HI/MOF C %","Single High Safety/Middle of Field Closed Rate"
"FP/DB","Single High Safety/Middle of Field Closed Fantasy Points per Dropback"
"2-HI/MOF O %","Two High Safety/Middle of Field Open Rate"
"FP/DB","Two High Safety/Middle of Field Open Fantasy Points per Dropback"
"COVER 0 %","Cover 0 Rate"
"COVER 1 %","Cover 1 Rate"
"COVER 2 %","Cover 2 Rate"
"COVER 2 MAN %","Cover 2 Man Rate"
"COVER 3 %","Cover 3 Rate"
"COVER 4 %","Cover 4 Rate"
"COVER 6 %","Cover 6 Rate"
