"Team Details","","","","","","","Man/Zone","","","","Middle of Field Look (Closed/Open)","","","","Coverages","","","","","",""
"Rank","Name","G","Season","Location","Team Name","DB","MAN %","FP/DB","ZONE %","FP/DB","1-HI/MOF C %","FP/DB","2-HI/MOF O %","FP/DB","COVER 0 %","COVER 1 %","COVER 2 %","COVER 2 MAN %","COVER 3 %","COVER 4 %","COVER 6 %"
"1","Arizona Cardinals","1","2025","Arizona","Cardinals","57","10.5","0.65","82.5","0.33","50.9","0.35","49.1","0.50","1.8","7.0","3.5","0.0","43.9","35.1","0.0"
"2","Carolina Panthers","1","2025","Carolina","Panthers","50","12.0","0.28","76.0","0.51","56.0","0.40","44.0","0.85","2.0","10.0","2.0","0.0","42.0","32.0","0.0"
"3","Kansas City Chiefs","1","2025","Kansas City","Chiefs","49","34.7","0.12","61.2","0.40","53.1","0.15","46.9","0.46","4.1","20.4","14.3","6.1","26.5","8.2","12.2"
"4","Las Vegas Raiders","1","2025","Las Vegas","Raiders","49","8.2","0.22","89.8","0.20","49.0","0.32","51.0","0.25","0.0","8.2","14.3","0.0","42.9","22.4","10.2"
"5","Houston Texans","1","2025","Houston","Texans","47","29.8","0.27","61.7","0.28","51.1","0.32","48.9","0.38","4.3","25.5","4.3","0.0","25.5","12.8","19.1"
"6","Seattle Seahawks","1","2025","Seattle","Seahawks","45","22.2","0.10","66.7","0.21","51.1","0.25","48.9","0.10","0.0","20.0","11.1","0.0","28.9","15.6","11.1"
"7","Tennessee Titans","1","2025","Tennessee","Titans","43","18.6","0.15","76.7","0.26","37.2","0.17","62.8","0.42","0.0","18.6","14.0","0.0","18.6","14.0","30.2"
"8","Cincinnati Bengals","1","2025","Cincinnati","Bengals","41","14.6","0.05","82.9","0.31","29.3","0.04","70.7","0.36","0.0","7.3","31.7","2.4","22.0","14.6","14.6"
"9","Denver Broncos","1","2025","Denver","Broncos","41","14.6","0.19","80.5","0.35","41.5","0.32","58.5","0.30","7.3","4.9","19.5","2.4","34.1","19.5","7.3"
"10","Detroit Lions","1","2025","Detroit","Lions","39","23.1","0.81","74.4","0.20","56.4","0.33","43.6","0.34","0.0","20.5","2.6","2.6","35.9","7.7","28.2"
"11","New England Patriots","1","2025","New England","Patriots","37","18.9","0.30","73.0","0.35","40.5","0.40","59.5","0.44","2.7","13.5","29.7","2.7","27.0","13.5","2.7"
"12","Chicago Bears","1","2025","Chicago","Bears","36","13.9","0.00","83.3","0.32","38.9","0.15","61.1","0.36","0.0","13.9","25.0","0.0","22.2","25.0","11.1"
"13","Dallas Cowboys","1","2025","Dallas","Cowboys","34","11.8","1.51","85.3","0.53","55.9","0.91","44.1","0.57","2.9","5.9","20.6","2.9","50.0","8.8","5.9"
"14","Pittsburgh Steelers","1","2025","Pittsburgh","Steelers","33","42.4","0.53","45.5","0.36","75.8","0.44","24.2","0.93","6.1","33.3","3.0","3.0","33.3","3.0","6.1"
"15","Cleveland Browns","1","2025","Cleveland","Browns","33","30.3","0.07","66.7","0.21","66.7","0.25","33.3","-0.02","12.1","18.2","15.2","0.0","48.5","3.0","0.0"
