"Team Details","","","","","","","Man/Zone","","","","Middle of Field Look (Closed/Open)","","","","Coverages","","","","","",""
"Rank","Name","G","Season","Location","Team Name","DB","MAN %","FP/DB","ZONE %","FP/DB","1-HI/MOF C %","FP/DB","2-HI/MOF O %","FP/DB","COVER 0 %","COVER 1 %","COVER 2 %","COVER 2 MAN %","COVER 3 %","COVER 4 %","COVER 6 %"
"1","Los Angeles Chargers","1","2022","Los Angeles","Chargers","61","13.1","0.11","82.0","0.17","59.0","0.16","41.0","0.15","4.9","8.2","0.0","0.0","50.8","13.1","18.0"
"2","Indianapolis Colts","1","2022","Indianapolis","Colts","58","34.5","0.97","62.1","0.23","65.5","0.63","34.5","0.19","0.0","34.5","13.8","0.0","31.0","6.9","10.3"
"3","Miami Dolphins","1","2022","Miami","Dolphins","55","7.3","0.47","87.3","0.30","47.3","0.57","52.7","0.33","0.0","3.6","9.1","3.6","40.0","9.1","29.1"
"4","Cleveland Browns","1","2022","Cleveland","Browns","49","55.1","0.32","44.9","0.14","81.6","0.30","18.4","-0.02","4.1","51.0","8.2","0.0","30.6","6.1","0.0"
"5","Green Bay Packers","1","2022","Green Bay","Packers","49","30.6","0.52","67.3","0.18","55.1","0.33","44.9","0.24","0.0","30.6","0.0","0.0","24.5","32.7","10.2"
"6","Arizona Cardinals","1","2022","Arizona","Cardinals","47","8.5","0.00","89.4","0.27","55.3","0.08","44.7","0.44","0.0","8.5","14.9","0.0","44.7","4.3","25.5"
"7","Kansas City Chiefs","1","2022","Kansas City","Chiefs","47","42.6","0.47","51.1","0.54","40.4","0.31","59.6","0.56","2.1","36.2","27.7","4.3","4.3","10.6","8.5"
"8","Buffalo Bills","1","2022","Buffalo","Bills","44","36.4","1.06","63.6","0.36","18.2","0.92","81.8","0.54","11.4","15.9","40.9","4.5","2.3","15.9","4.5"
"9","Tampa Bay Buccaneers","1","2022","Tampa Bay","Buccaneers","42","23.8","0.10","73.8","0.41","54.8","0.20","45.2","0.48","0.0","23.8","33.3","0.0","31.0","2.4","7.1"
"10","Cincinnati Bengals","1","2022","Cincinnati","Bengals","42","19.0","0.95","73.8","0.66","45.2","0.77","54.8","0.77","0.0","16.7","23.8","2.4","28.6","11.9","9.5"
"11","Chicago Bears","1","2022","Chicago","Bears","42","35.7","0.06","54.8","0.79","47.6","0.73","52.4","0.21","9.5","21.4","2.4","4.8","26.2","23.8","2.4"
"12","San Francisco 49ers","1","2022","San Francisco","49ers","42","7.1","3.01","92.9","0.24","57.1","0.65","42.9","0.16","0.0","7.1","23.8","0.0","50.0","11.9","7.1"
"13","Seattle Seahawks","1","2022","Seattle","Seahawks","38","7.9","0.57","86.8","0.28","50.0","0.24","50.0","0.35","2.6","2.6","10.5","2.6","47.4","13.2","15.8"
"14","Dallas Cowboys","1","2022","Dallas","Cowboys","38","39.5","0.15","57.9","0.27","68.4","0.26","31.6","0.11","2.6","34.2","0.0","0.0","34.2","18.4","5.3"
"15","New Orleans Saints","1","2022","New Orleans","Saints","37","21.6","0.84","78.4","0.15","48.6","0.45","51.4","0.16","5.4","16.2","10.8","0.0","32.4","18.9","16.2"
"16","Baltimore Ravens","1","2022","Baltimore","Ravens","36","52.8","0.42","44.4","0.32","66.7","0.51","33.3","0.08","5.6","47.2","2.8","0.0","19.4","22.2","0.0"
"17","New England Patriots","1","2022","New England","Patriots","36","41.7","0.93","50.0","0.30","80.6","0.48","19.4","0.76","2.8","38.9","0.0","0.0","41.7","2.8","5.6"
"18","Pittsburgh Steelers","1","2022","Pittsburgh","Steelers","34","23.5","0.84","73.5","0.45","47.1","0.69","52.9","0.39","0.0","14.7","20.6","0.0","32.4","11.8","8.8"
"19","Denver Broncos","1","2022","Denver","Broncos","34","23.5","0.20","76.5","0.42","58.8","0.40","41.2","0.33","0.0","23.5","8.8","0.0","35.3","14.7","17.6"
