"Team Details","","","","","","","Man/Zone","","","","Middle of Field Look (Closed/Open)","","","","Coverages","","","","","",""
"20","Los Angeles Rams","1","2022","Los Angeles","Rams","34","17.6","0.94","73.5","0.28","55.9","0.39","44.1","0.38","2.9","11.8","11.8","0.0","44.1","14.7","2.9"
"21","Minnesota Vikings","1","2022","Minnesota","Vikings","33","54.5","0.47","36.4","0.19","60.6","0.27","39.4","0.74","12.1","33.3","6.1","9.1","27.3","3.0","0.0"
"22","New York Giants","1","2022","New York","Giants","32","25.0","0.67","59.4","0.30","46.9","0.53","53.1","0.37","12.5","12.5","9.4","0.0","34.4","6.3","9.4"
"23","Philadelphia Eagles","1","2022","Philadelphia","Eagles","30","23.3","0.26","73.3","0.39","63.3","0.45","36.7","0.57","3.3","20.0","20.0","0.0","40.0","10.0","3.3"
"24","Jacksonville Jaguars","1","2022","Jacksonville","Jaguars","27","7.4","0.30","85.2","0.31","70.4","0.54","29.6","0.20","0.0","7.4","7.4","0.0","59.3","18.5","0.0"
"25","Washington Commanders","1","2022","Washington","Commanders","25","32.0","0.09","64.0","0.20","64.0","0.21","36.0","0.07","8.0","24.0","16.0","0.0","40.0","0.0","8.0"
"26","Carolina Panthers","1","2022","Carolina","Panthers","23","4.3","0.00","82.6","0.24","69.6","0.16","30.4","0.17","0.0","4.3","13.0","0.0","52.2","8.7","8.7"
"27","New York Jets","1","2022","New York","Jets","21","42.9","0.16","57.1","0.28","61.9","0.16","38.1","0.34","0.0","42.9","9.5","0.0","19.0","14.3","14.3"
"28","Atlanta Falcons","1","2022","Atlanta","Falcons","17","35.3","1.89","64.7","0.30","64.7","0.40","35.3","1.71","17.6","17.6","0.0","0.0","47.1","11.8","5.9"

"Rank","Rank, Most to Least"
"Name","Team"
"G","Games Played"
"DB","Team Dropbacks"
"MAN %","Dropback Man Coverage Rate"
"FP/DB","Man Fantasy Points per Dropback"
"ZONE %","Zone Coverage Rate"
"FP/DB","Zone Fantasy Points per Dropback"
"1-HI/MOF C %","Single High Safety/Middle of Field Closed Rate"
"FP/DB","Single High Safety/Middle of Field Closed Fantasy Points per Dropback"
"2-HI/MOF O %","Two High Safety/Middle of Field Open Rate"
"FP/DB","Two High Safety/Middle of Field Open Fantasy Points per Dropback"
"COVER 0 %","Cover 0 Rate"
"COVER 1 %","Cover 1 Rate"
"COVER 2 %","Cover 2 Rate"
"COVER 2 MAN %","Cover 2 Man Rate"
"COVER 3 %","Cover 3 Rate"
"COVER 4 %","Cover 4 Rate"
"COVER 6 %","Cover 6 Rate"
