"Team Details","","","","","","","Man/Zone","","","","Middle of Field Look (Closed/Open)","","","","Coverages","","","","","",""
"20","Atlanta Falcons","1","2023","Atlanta","Falcons","38","7.9","1.51","84.2","0.32","52.6","0.37","47.4","0.41","2.6","5.3","2.6","0.0","47.4","31.6","2.6"
"21","Detroit Lions","1","2023","Detroit","Lions","37","21.6","0.25","78.4","0.76","70.3","0.87","29.7","0.11","0.0","21.6","2.7","0.0","48.6","2.7","24.3"
"22","Chicago Bears","1","2023","Chicago","Bears","36","16.7","1.38","83.3","0.28","58.3","0.44","41.7","0.48","2.8","13.9","13.9","0.0","44.4","13.9","11.1"
"23","Indianapolis Colts","1","2023","Indianapolis","Colts","35","28.6","0.71","71.4","0.25","60.0","0.47","40.0","0.25","0.0","28.6","14.3","0.0","31.4","25.7","0.0"
"24","New York Jets","1","2023","New York","Jets","34","41.2","0.77","55.9","0.03","58.8","0.52","41.2","0.07","0.0","41.2","20.6","0.0","17.6","17.6","0.0"
"25","Pittsburgh Steelers","1","2023","Pittsburgh","Steelers","32","40.6","0.17","59.4","0.51","75.0","0.39","25.0","0.33","0.0","40.6","18.8","0.0","34.4","0.0","6.3"
"26","Arizona Cardinals","1","2023","Arizona","Cardinals","32","31.3","1.09","59.4","0.34","62.5","0.89","37.5","0.30","9.4","21.9","3.1","0.0","34.4","12.5","9.4"
"27","Miami Dolphins","1","2023","Miami","Dolphins","32","28.1","0.78","65.6","0.30","46.9","0.40","53.1","0.44","9.4","18.8","25.0","0.0","28.1","12.5","0.0"
"28","Philadelphia Eagles","1","2023","Philadelphia","Eagles","31","3.2","0.00","93.5","0.42","22.6","0.11","77.4","0.48","3.2","","35.5","0.0","22.6","32.3","3.2"
"29","Tennessee Titans","1","2023","Tennessee","Titans","29","27.6","0.29","72.4","0.55","62.1","0.44","37.9","0.54","0.0","24.1","13.8","3.4","37.9","6.9","13.8"
"30","Green Bay Packers","1","2023","Green Bay","Packers","27","33.3","0.96","63.0","0.44","59.3","0.87","40.7","0.60","0.0","29.6","22.2","3.7","29.6","11.1","0.0"
"31","San Francisco 49ers","1","2023","San Francisco","49ers","26","30.8","0.25","69.2","0.35","46.2","0.37","53.8","0.27","11.5","19.2","3.8","0.0","26.9","26.9","11.5"
"32","Las Vegas Raiders","1","2023","Las Vegas","Raiders","25","32.0","0.75","68.0","0.21","52.0","0.55","48.0","0.20","4.0","28.0","20.0","0.0","24.0","12.0","12.0"

"Rank","Rank, Most to Least"
"Name","Team"
"G","Games Played"
"DB","Team Dropbacks"
"MAN %","Dropback Man Coverage Rate"
"FP/DB","Man Fantasy Points per Dropback"
"ZONE %","Zone Coverage Rate"
"FP/DB","Zone Fantasy Points per Dropback"
"1-HI/MOF C %","Single High Safety/Middle of Field Closed Rate"
"FP/DB","Single High Safety/Middle of Field Closed Fantasy Points per Dropback"
"2-HI/MOF O %","Two High Safety/Middle of Field Open Rate"
"FP/DB","Two High Safety/Middle of Field Open Fantasy Points per Dropback"
"COVER 0 %","Cover 0 Rate"
"COVER 1 %","Cover 1 Rate"
"COVER 2 %","Cover 2 Rate"
"COVER 2 MAN %","Cover 2 Man Rate"
"COVER 3 %","Cover 3 Rate"
"COVER 4 %","Cover 4 Rate"
"COVER 6 %","Cover 6 Rate"
