"Team Details","","","","","","","Man/Zone","","","","Middle of Field Look (Closed/Open)","","","","Coverages","","","","","",""
"Rank","Name","G","Season","Location","Team Name","DB","MAN %","FP/DB","ZONE %","FP/DB","1-HI/MOF C %","FP/DB","2-HI/MOF O %","FP/DB","COVER 0 %","COVER 1 %","COVER 2 %","COVER 2 MAN %","COVER 3 %","COVER 4 %","COVER 6 %"
"1","Buffalo Bills","1","2023","Buffalo","Bills","57","33.3","0.67","66.7","0.54","57.9","0.63","42.1","0.51","5.3","28.1","8.8","0.0","29.8","21.1","7.0"
"2","Los Angeles Chargers","1","2023","Los Angeles","Chargers","51","19.6","0.46","76.5","0.29","60.8","0.32","39.2","0.27","7.8","9.8","2.0","0.0","51.0","19.6","3.9"
"3","Detroit Lions","1","2023","Detroit","Lions","50","22.0","0.41","74.0","0.28","56.0","0.37","44.0","0.40","0.0","22.0","12.0","0.0","34.0","16.0","12.0"
"4","Washington Commanders","1","2023","Washington","Commanders","49","44.9","0.18","55.1","0.30","69.4","0.25","30.6","0.24","0.0","40.8","20.4","4.1","28.6","4.1","2.0"
"5","Arizona Cardinals","1","2023","Arizona","Cardinals","49","18.4","0.74","79.6","0.19","67.3","0.38","32.7","0.12","0.0","18.4","0.0","0.0","49.0","16.3","14.3"
"6","Cleveland Browns","1","2023","Cleveland","Browns","47","27.7","0.19","63.8","0.15","63.8","0.19","36.2","0.33","2.1","25.5","4.3","0.0","34.0","19.1","6.4"
"7","Houston Texans","1","2023","Houston","Texans","46","4.3","0.44","89.1","0.45","45.7","0.61","54.3","0.72","0.0","4.3","13.0","0.0","41.3","6.5","28.3"
"8","New York Jets","1","2023","New York","Jets","45","11.1","0.84","84.4","0.15","60.0","0.21","40.0","0.19","0.0","11.1","0.0","0.0","46.7","8.9","28.9"
"9","Indianapolis Colts","1","2023","Indianapolis","Colts","45","31.1","0.15","66.7","0.42","57.8","0.39","42.2","0.29","0.0","26.7","13.3","4.4","31.1","17.8","4.4"
"10","Chicago Bears","1","2023","Chicago","Bears","44","25.0","0.28","72.7","0.17","22.7","0.06","77.3","0.24","25.0","","45.5","0.0","22.7","2.3","2.3"
"11","New Orleans Saints","1","2023","New Orleans","Saints","40","55.0","0.34","45.0","0.25","75.0","0.34","25.0","0.16","0.0","47.5","5.0","7.5","27.5","7.5","5.0"
"12","Carolina Panthers","1","2023","Carolina","Panthers","38","26.3","0.23","73.7","0.24","52.6","0.20","47.4","0.28","0.0","26.3","21.1","0.0","26.3","23.7","2.6"
"13","Philadelphia Eagles","1","2023","Philadelphia","Eagles","38","10.5","0.48","89.5","0.63","28.9","0.61","71.1","0.62","0.0","5.3","13.2","5.3","23.7","44.7","7.9"
"14","Kansas City Chiefs","1","2023","Kansas City","Chiefs","38","23.7","0.81","76.3","0.47","60.5","0.71","39.5","0.32","2.6","21.1","23.7","0.0","39.5","13.2","0.0"
"15","Jacksonville Jaguars","1","2023","Jacksonville","Jaguars","38","28.9","0.71","65.8","0.39","57.9","0.44","42.1","0.49","2.6","26.3","7.9","0.0","31.6","18.4","7.9"
"16","Tampa Bay Buccaneers","1","2023","Tampa Bay","Buccaneers","38","13.2","1.15","81.6","0.30","57.9","0.17","42.1","0.72","5.3","7.9","10.5","0.0","50.0","13.2","7.9"
"17","Pittsburgh Steelers","1","2023","Pittsburgh","Steelers","37","27.0","0.51","73.0","0.25","62.2","0.33","37.8","0.32","5.4","21.6","24.3","0.0","40.5","5.4","2.7"
"18","New England Patriots","1","2023","New England","Patriots","37","59.5","-0.01","40.5","0.20","75.7","0.08","24.3","0.04","5.4","48.6","5.4","5.4","27.0","8.1","0.0"
"19","Minnesota Vikings","1","2023","Minnesota","Vikings","36","16.7","-0.13","80.6","0.29","63.9","0.12","36.1","0.45","0.0","16.7","19.4","0.0","47.2","11.1","2.8"
"20","Baltimore Ravens","1","2023","Baltimore","Ravens","36","16.7","0.29","80.6","0.21","41.7","0.26","58.3","0.39","2.8","13.9","0.0","0.0","27.8","19.4","33.3"
"21","Las Vegas Raiders","1","2023","Las Vegas","Raiders","35","28.6","0.50","71.4","0.36","22.9","0.32","77.1","0.42","5.7","11.4","17.1","8.6","11.4","31.4","11.4"
"22","Seattle Seahawks","1","2023","Seattle","Seahawks","35","22.9","0.24","77.1","0.23","62.9","0.17","37.1","0.35","0.0","22.9","5.7","0.0","40.0","25.7","5.7"
"23","Los Angeles Rams","1","2023","Los Angeles","Rams","34","32.4","0.91","61.8","0.48","26.5","0.28","73.5","0.88","14.7","17.6","14.7","0.0","8.8","38.2","0.0"
"24","San Francisco 49ers","1","2023","San Francisco","49ers","33","6.1","0.36","93.9","0.35","66.7","0.39","33.3","0.28","0.0","6.1","6.1","0.0","60.6","9.1","18.2"
"25","New York Giants","1","2023","New York","Giants","33","42.4","0.51","57.6","0.28","75.8","0.42","24.2","0.24","0.0","42.4","24.2","0.0","33.3","0.0","0.0"
"26","Dallas Cowboys","1","2023","Dallas","Cowboys","33","45.5","0.89","51.5","0.72","42.4","0.99","57.6","0.86","9.1","33.3","18.2","3.0","9.1","12.1","12.1"
"27","Green Bay Packers","1","2023","Green Bay","Packers","33","48.5","0.97","48.5","0.44","75.8","0.78","24.2","0.42","3.0","45.5","3.0","0.0","27.3","15.2","3.0"
