"Team Details","","","","","","","Man/Zone","","","","Middle of Field Look (Closed/Open)","","","","Coverages","","","","","",""
"28","Miami Dolphins","1","2023","Miami","Dolphins","33","24.2","0.45","69.7","0.40","36.4","0.71","63.6","0.16","3.0","21.2","9.1","0.0","15.2","27.3","18.2"
"29","Cincinnati Bengals","1","2023","Cincinnati","Bengals","32","18.8","1.09","81.3","0.25","59.4","0.52","40.6","0.24","0.0","12.5","15.6","6.3","46.9","3.1","15.6"
"30","Tennessee Titans","1","2023","Tennessee","Titans","29","10.3","0.01","82.8","0.28","37.9","0.29","62.1","0.24","0.0","10.3","13.8","0.0","24.1","10.3","34.5"
"31","Denver Broncos","1","2023","Denver","Broncos","25","36.0","0.82","60.0","0.16","60.0","0.49","40.0","0.24","4.0","32.0","32.0","0.0","28.0","0.0","0.0"
"32","Atlanta Falcons","1","2023","Atlanta","Falcons","24","25.0","0.17","70.8","0.71","58.3","0.59","41.7","0.39","8.3","16.7","4.2","0.0","41.7","25.0","0.0"

"Rank","Rank, Most to Least"
"Name","Team"
"G","Games Played"
"DB","Team Dropbacks"
"MAN %","Dropback Man Coverage Rate"
"FP/DB","Man Fantasy Points per Dropback"
"ZONE %","Zone Coverage Rate"
"FP/DB","Zone Fantasy Points per Dropback"
"1-HI/MOF C %","Single High Safety/Middle of Field Closed Rate"
"FP/DB","Single High Safety/Middle of Field Closed Fantasy Points per Dropback"
"2-HI/MOF O %","Two High Safety/Middle of Field Open Rate"
"FP/DB","Two High Safety/Middle of Field Open Fantasy Points per Dropback"
"COVER 0 %","Cover 0 Rate"
"COVER 1 %","Cover 1 Rate"
"COVER 2 %","Cover 2 Rate"
"COVER 2 MAN %","Cover 2 Man Rate"
"COVER 3 %","Cover 3 Rate"
"COVER 4 %","Cover 4 Rate"
"COVER 6 %","Cover 6 Rate"
