game_id,teams,kickoff,stadium,home_team,away_team
2013_04_SF_STL,SF@STL,2013-09-26T20:25,Edward Jones Dome,STL,SF
2013_04_BAL_BUF,BAL@BUF,2013-09-29T13:00,Ralph Wilson Stadium,BUF,BAL
2013_04_CIN_CLE,CIN@CLE,2013-09-29T13:00,FirstEnergy Stadium,CLE,CIN
2013_04_CHI_DET,CHI@DET,2013-09-29T13:00,Ford Field,DET,CHI
2013_04_SEA_HOU,SEA@HOU,2013-09-29T13:00,Reliant Stadium,HOU,SEA
2013_04_IND_JAX,IND@JAX,2013-09-29T13:00,EverBank Field,JAX,IND
2013_04_NYG_KC,NYG@KC,2013-09-29T13:00,Arrowhead Stadium,KC,NYG
2013_04_PIT_MIN,PIT@MIN,2013-09-29T13:00,Wembley Stadium,MIN,PIT
2013_04_ARI_TB,ARI@TB,2013-09-29T13:00,Raymond James Stadium,TB,ARI
2013_04_NYJ_TEN,NYJ@TEN,2013-09-29T16:05,LP Field,TEN,NYJ
2013_04_PHI_DEN,PHI@DEN,2013-09-29T16:25,Sports Authority Field at Mile High,DEN,PHI
2013_04_WAS_OAK,WAS@OAK,2013-09-29T16:25,O.co Coliseum,OAK,WAS
2013_04_DAL_SD,DAL@SD,2013-09-29T16:25,Qualcomm Stadium,SD,DAL
2013_04_NE_ATL,NE@ATL,2013-09-29T20:30,Georgia Dome,ATL,NE
2013_04_MIA_NO,MIA@NO,2013-09-30T20:30,Mercedes-Benz Superdome,NO,MIA
