game_id,teams,kickoff,stadium,home_team,away_team
2013_17_CAR_ATL,CAR@ATL,2013-12-29T13:00,Georgia Dome,ATL,CAR
2013_17_BAL_CIN,BAL@CIN,2013-12-29T13:00,Paul Brown Stadium,CIN,BAL
2013_17_JAX_IND,JAX@IND,2013-12-29T13:00,Lucas Oil Stadium,IND,JAX
2013_17_NYJ_MIA,NYJ@MIA,2013-12-29T13:00,Sun Life Stadium,MIA,NYJ
2013_17_DET_MIN,DET@MIN,2013-12-29T13:00,Mall of America Field,MIN,DET
2013_17_WAS_NYG,WAS@NYG,2013-12-29T13:00,MetLife Stadium,NYG,WAS
2013_17_CLE_PIT,CLE@PIT,2013-12-29T13:00,Heinz Field,PIT,CLE
2013_17_HOU_TEN,HOU@TEN,2013-12-29T13:00,LP Field,TEN,HOU
2013_17_SF_ARI,SF@ARI,2013-12-29T16:25,University of Phoenix Stadium,ARI,SF
2013_17_GB_CHI,GB@CHI,2013-12-29T16:25,Soldier Field,CHI,GB
2013_17_BUF_NE,BUF@NE,2013-12-29T16:25,Gillette Stadium,NE,BUF
2013_17_TB_NO,TB@NO,2013-12-29T16:25,Mercedes-Benz Superdome,NO,TB
2013_17_DEN_OAK,DEN@OAK,2013-12-29T16:25,O.co Coliseum,OAK,DEN
2013_17_KC_SD,KC@SD,2013-12-29T16:25,Qualcomm Stadium,SD,KC
2013_17_STL_SEA,STL@SEA,2013-12-29T16:25,CenturyLink Field,SEA,STL
2013_17_PHI_DAL,PHI@DAL,2013-12-29T20:30,AT&T Stadium,DAL,PHI
