game_id,market_closing_total
2021_17_LA_BAL,47.0
2021_17_ATL_BUF,46.5
2021_17_NYG_CHI,36.5
2021_17_KC_CIN,51.0
2021_17_LV_IND,46.5
2021_17_JAX_NE,42.0
2021_17_TB_NYJ,48.0
2021_17_MIA_TEN,41.0
2021_17_PHI_WAS,44.5
2021_17_DEN_LAC,45.5
2021_17_HOU_SF,44.0
2021_17_ARI_DAL,53.0
2021_17_CAR_NO,37.0
2021_17_DET_SEA,41.5
2021_17_MIN_GB,42.0
2021_17_CLE_PIT,43.5
