game_id,market_closing_total
2021_01_DAL_TB,52.5
2021_01_PHI_ATL,49.0
2021_01_PIT_BUF,48.0
2021_01_NYJ_CAR,44.5
2021_01_MIN_CIN,47.0
2021_01_SF_DET,46.0
2021_01_JAX_HOU,45.5
2021_01_SEA_IND,49.0
2021_01_ARI_TEN,54.0
2021_01_LAC_WAS,45.5
2021_01_CLE_KC,54.5
2021_01_MIA_NE,43.5
2021_01_GB_NO,49.0
2021_01_DEN_NYG,41.5
2021_01_CHI_LA,46.0
2021_01_BAL_LV,50.5
