game_id,market_closing_total
2021_18_KC_DEN,44.5
2021_18_DAL_PHI,46.0
2021_18_PIT_BAL,41.0
2021_18_CIN_CLE,38.0
2021_18_GB_DET,45.0
2021_18_TEN_HOU,43.0
2021_18_IND_JAX,43.0
2021_18_CHI_MIN,45.5
2021_18_WAS_NYG,36.0
2021_18_SEA_ARI,48.0
2021_18_NO_ATL,40.0
2021_18_NYJ_BUF,43.0
2021_18_SF_LA,46.5
2021_18_NE_MIA,41.0
2021_18_CAR_TB,43.0
2021_18_LAC_LV,48.0
