"Team Details","","","","","","","Man/Zone","","","","Middle of Field Look (Closed/Open)","","","","Coverages","","","","","",""
"20","Philadelphia Eagles","1","2022","Philadelphia","Eagles","33","15.2","1.05","84.8","0.55","66.7","0.44","33.3","1.01","3.0","12.1","9.1","0.0","54.5","15.2","6.1"
"21","Kansas City Chiefs","1","2022","Kansas City","Chiefs","33","36.4","0.46","51.5","0.62","48.5","0.03","51.5","1.18","3.0","24.2","18.2","0.0","18.2","12.1","3.0"
"22","Buffalo Bills","1","2022","Buffalo","Bills","33","39.4","0.46","54.5","0.67","63.6","0.74","36.4","0.21","3.0","36.4","15.2","0.0","21.2","9.1","9.1"
"23","Las Vegas Raiders","1","2022","Las Vegas","Raiders","33","48.5","0.09","51.5","0.24","69.7","0.19","30.3","0.12","9.1","39.4","9.1","0.0","30.3","6.1","6.1"
"24","Arizona Cardinals","1","2022","Arizona","Cardinals","33","0.0","0.00","100.0","0.30","66.7","0.38","33.3","0.14","0.0","","21.2","0.0","66.7","3.0","9.1"
"25","Los Angeles Rams","1","2022","Los Angeles","Rams","33","15.2","0.29","72.7","0.43","48.5","0.45","51.5","0.29","3.0","12.1","12.1","0.0","33.3","12.1","15.2"
"26","Baltimore Ravens","1","2022","Baltimore","Ravens","32","18.8","0.37","71.9","0.25","46.9","0.41","53.1","0.35","9.4","9.4","6.3","0.0","37.5","12.5","15.6"
"27","Los Angeles Chargers","1","2022","Los Angeles","Chargers","32","12.5","0.30","87.5","0.22","46.9","0.30","53.1","0.17","6.3","6.3","0.0","0.0","40.6","21.9","25.0"
"28","Pittsburgh Steelers","1","2022","Pittsburgh","Steelers","28","28.6","0.36","60.7","0.37","89.3","0.51","10.7","0.19","0.0","28.6","7.1","0.0","53.6","0.0","0.0"
"29","Seattle Seahawks","1","2022","Seattle","Seahawks","28","28.6","0.13","71.4","0.79","53.6","0.59","46.4","0.61","0.0","28.6","7.1","0.0","25.0","3.6","35.7"
"30","Green Bay Packers","1","2022","Green Bay","Packers","27","11.1","0.20","88.9","0.29","37.0","0.18","63.0","0.34","0.0","11.1","18.5","0.0","25.9","11.1","33.3"
"31","Carolina Panthers","1","2022","Carolina","Panthers","23","30.4","0.61","69.6","0.18","60.9","0.38","39.1","0.21","4.3","26.1","4.3","0.0","34.8","26.1","4.3"
"32","Atlanta Falcons","1","2022","Atlanta","Falcons","21","23.8","1.15","76.2","0.97","61.9","0.96","38.1","1.10","0.0","23.8","4.8","0.0","38.1","28.6","4.8"

"Rank","Rank, Most to Least"
"Name","Team"
"G","Games Played"
"DB","Dropbacks"
"MAN %","Dropback Man Coverage Rate"
"FP/DB","Man Fantasy Points per Dropback"
"ZONE %","Zone Coverage Rate"
"FP/DB","Zone Fantasy Points per Dropback"
"1-HI/MOF C %","Single High Safety/Middle of Field Closed Rate"
"FP/DB","Single High Safety/Middle of Field Closed Fantasy Points per Dropback"
"2-HI/MOF O %","Two High Safety/Middle of Field Open Rate"
"FP/DB","Two High Safety/Middle of Field Open Fantasy Points per Dropback"
"COVER 0 %","Cover 0 Rate"
"COVER 1 %","Cover 1 Rate"
"COVER 2 %","Cover 2 Rate"
"COVER 2 MAN %","Cover 2 Man Rate"
"COVER 3 %","Cover 3 Rate"
"COVER 4 %","Cover 4 Rate"
"COVER 6 %","Cover 6 Rate"
