"Team Details","","","","","","","Man/Zone","","","","Middle of Field Look (Closed/Open)","","","","Coverages","","","","","",""
"17","Cleveland Browns","1","2022","Cleveland","Browns","32","12.5","-0.15","87.5","0.13","56.3","0.05","43.8","0.16","0.0","6.3","12.5","6.3","50.0","18.8","6.3"
"18","Detroit Lions","1","2022","Detroit","Lions","32","37.5","0.51","62.5","0.33","71.9","0.58","28.1","-0.07","3.1","34.4","21.9","0.0","37.5","0.0","3.1"
"19","Philadelphia Eagles","1","2022","Philadelphia","Eagles","31","35.5","0.25","64.5","0.27","54.8","0.36","45.2","0.15","0.0","29.0","0.0","6.5","25.8","35.5","3.2"
"20","Chicago Bears","1","2022","Chicago","Bears","31","41.9","1.37","58.1","0.24","77.4","0.65","22.6","0.95","3.2","38.7","16.1","0.0","38.7","3.2","0.0"
"21","Houston Texans","1","2022","Houston","Texans","31","29.0","0.44","67.7","0.06","54.8","0.26","45.2","0.06","0.0","29.0","22.6","0.0","25.8","9.7","9.7"
"22","Los Angeles Rams","1","2022","Los Angeles","Rams","31","16.1","1.18","80.6","0.30","74.2","0.70","25.8","0.20","3.2","12.9","0.0","0.0","58.1","3.2","19.4"
"23","New York Giants","1","2022","New York","Giants","30","20.0","0.83","73.3","0.19","50.0","0.45","50.0","0.18","0.0","16.7","0.0","3.3","33.3","23.3","16.7"
"24","Baltimore Ravens","1","2022","Baltimore","Ravens","29","17.2","0.00","75.9","0.29","48.3","0.23","51.7","0.50","3.4","13.8","17.2","0.0","34.5","10.3","13.8"
"25","Minnesota Vikings","1","2022","Minnesota","Vikings","29","27.6","0.06","69.0","0.82","69.0","0.71","31.0","0.30","3.4","24.1","0.0","0.0","44.8","10.3","13.8"
"26","Arizona Cardinals","1","2022","Arizona","Cardinals","29","10.3","0.00","79.3","0.33","69.0","0.29","31.0","0.23","0.0","6.9","3.4","3.4","62.1","6.9","6.9"
"27","Indianapolis Colts","1","2022","Indianapolis","Colts","28","35.7","0.42","57.1","0.31","57.1","0.36","42.9","0.99","0.0","35.7","3.6","0.0","21.4","32.1","0.0"
"28","Washington Commanders","1","2022","Washington","Commanders","25","4.0","0.00","88.0","0.89","44.0","1.15","56.0","0.49","0.0","4.0","8.0","0.0","40.0","20.0","20.0"
"29","Pittsburgh Steelers","1","2022","Pittsburgh","Steelers","25","24.0","1.00","72.0","0.22","84.0","0.39","16.0","0.45","0.0","24.0","4.0","0.0","60.0","4.0","4.0"
"30","Los Angeles Chargers","1","2022","Los Angeles","Chargers","24","37.5","0.34","58.3","0.15","79.2","0.26","20.8","0.06","4.2","25.0","0.0","8.3","50.0","4.2","4.2"

"Rank","Rank, Most to Least"
"Name","Team"
"G","Games Played"
"DB","Dropbacks"
"MAN %","Dropback Man Coverage Rate"
"FP/DB","Man Fantasy Points per Dropback"
"ZONE %","Zone Coverage Rate"
"FP/DB","Zone Fantasy Points per Dropback"
"1-HI/MOF C %","Single High Safety/Middle of Field Closed Rate"
"FP/DB","Single High Safety/Middle of Field Closed Fantasy Points per Dropback"
"2-HI/MOF O %","Two High Safety/Middle of Field Open Rate"
"FP/DB","Two High Safety/Middle of Field Open Fantasy Points per Dropback"
"COVER 0 %","Cover 0 Rate"
"COVER 1 %","Cover 1 Rate"
"COVER 2 %","Cover 2 Rate"
"COVER 2 MAN %","Cover 2 Man Rate"
"COVER 3 %","Cover 3 Rate"
"COVER 4 %","Cover 4 Rate"
"COVER 6 %","Cover 6 Rate"
