"Team Details","","","","","","","Man/Zone","","","","Middle of Field Look (Closed/Open)","","","","Coverages","","","","","",""
"Rank","Name","G","Season","Location","Team Name","DB","MAN %","FP/DB","ZONE %","FP/DB","1-HI/MOF C %","FP/DB","2-HI/MOF O %","FP/DB","COVER 0 %","COVER 1 %","COVER 2 %","COVER 2 MAN %","COVER 3 %","COVER 4 %","COVER 6 %"
"1","Pittsburgh Steelers","1","2025","Pittsburgh","Steelers","58","41.4","0.15","58.6","0.16","63.8","0.15","36.2","0.16","3.4","34.5","5.2","3.4","29.3","13.8","10.3"
"2","Seattle Seahawks","1","2025","Seattle","Seahawks","50","10.0","0.11","90.0","0.41","48.0","0.49","52.0","0.28","0.0","4.0","16.0","0.0","44.0","14.0","16.0"
"3","Tampa Bay Buccaneers","1","2025","Tampa Bay","Buccaneers","47","17.0","0.04","78.7","0.33","34.0","0.28","66.0","0.26","0.0","4.3","21.3","6.4","27.7","21.3","8.5"
"4","Indianapolis Colts","1","2025","Indianapolis","Colts","47","38.3","0.51","57.4","0.29","55.3","0.40","44.7","0.50","4.3","27.7","12.8","4.3","27.7","14.9","2.1"
"5","Green Bay Packers","1","2025","Green Bay","Packers","46","21.7","0.55","69.6","0.21","45.7","0.36","54.3","0.37","0.0","21.7","21.7","0.0","23.9","13.0","10.9"
"6","Las Vegas Raiders","1","2025","Las Vegas","Raiders","44","18.2","0.07","70.5","0.16","25.0","0.01","75.0","0.30","2.3","13.6","20.5","2.3","11.4","18.2","20.5"
"7","Los Angeles Rams","1","2025","Los Angeles","Rams","40","10.0","-0.12","87.5","0.22","52.5","0.21","47.5","0.15","2.5","7.5","20.0","0.0","45.0","10.0","12.5"
"8","Miami Dolphins","1","2025","Miami","Dolphins","39","35.9","0.31","61.5","0.42","48.7","0.58","51.3","0.38","2.6","28.2","23.1","0.0","20.5","15.4","2.6"
"9","New York Giants","1","2025","New York","Giants","38","36.8","0.47","60.5","0.38","47.4","0.41","52.6","0.41","10.5","26.3","15.8","0.0","21.1","23.7","0.0"
"10","Detroit Lions","1","2025","Detroit","Lions","38","23.7","1.50","71.1","0.43","39.5","0.78","60.5","0.61","2.6","18.4","10.5","2.6","21.1","36.8","2.6"
"11","Los Angeles Chargers","1","2025","Los Angeles","Chargers","36","2.8","0.00","88.9","0.21","38.9","0.23","61.1","0.30","0.0","2.8","22.2","0.0","36.1","22.2","8.3"
"12","Buffalo Bills","1","2025","Buffalo","Bills","35","17.1","0.00","80.0","0.37","62.9","0.39","37.1","0.47","2.9","8.6","8.6","5.7","54.3","11.4","5.7"
"13","Chicago Bears","1","2025","Chicago","Bears","35","28.6","0.83","68.6","0.51","77.1","0.67","22.9","0.86","2.9","25.7","11.4","0.0","51.4","5.7","0.0"
"14","Atlanta Falcons","1","2025","Atlanta","Falcons","34","14.7","0.32","85.3","0.55","85.3","0.46","14.7","0.80","0.0","14.7","0.0","0.0","70.6","11.8","2.9"
"15","Carolina Panthers","1","2025","Carolina","Panthers","34","32.4","1.36","55.9","0.38","50.0","0.97","50.0","0.35","5.9","23.5","2.9","0.0","26.5","5.9","20.6"
"16","Washington Commanders","1","2025","Washington","Commanders","33","30.3","0.90","66.7","0.25","57.6","0.34","42.4","0.57","12.1","18.2","15.2","0.0","39.4","9.1","3.0"
"17","Philadelphia Eagles","1","2025","Philadelphia","Eagles","33","63.6","0.91","36.4","0.23","63.6","0.98","36.4","0.12","15.2","48.5","0.0","0.0","15.2","12.1","9.1"
"18","Arizona Cardinals","1","2025","Arizona","Cardinals","33","18.2","2.56","78.8","0.30","33.3","0.63","66.7","0.75","9.1","9.1","15.2","0.0","24.2","33.3","6.1"
"19","New York Jets","1","2025","New York","Jets","33","30.3","0.26","66.7","0.47","48.5","0.22","51.5","0.55","0.0","30.3","30.3","0.0","18.2","12.1","6.1"
