"Team Details","","","","","","","Man/Zone","","","","Middle of Field Look (Closed/Open)","","","","Coverages","","","","","",""
"Rank","Name","G","Season","Location","Team Name","DB","MAN %","FP/DB","ZONE %","FP/DB","1-HI/MOF C %","FP/DB","2-HI/MOF O %","FP/DB","COVER 0 %","COVER 1 %","COVER 2 %","COVER 2 MAN %","COVER 3 %","COVER 4 %","COVER 6 %"
"1","Miami Dolphins","1","2022","Miami","Dolphins","71","38.0","0.53","54.9","0.33","40.8","0.29","59.2","0.45","18.3","19.7","31.0","0.0","21.1","0.0","2.8"
"2","Los Angeles Rams","1","2022","Los Angeles","Rams","62","17.7","0.20","82.3","0.22","56.5","0.22","43.5","0.21","0.0","17.7","3.2","0.0","38.7","27.4","12.9"
"3","Cincinnati Bengals","1","2022","Cincinnati","Bengals","56","30.4","0.09","69.6","0.15","58.9","0.17","41.1","0.08","5.4","21.4","16.1","1.8","37.5","5.4","10.7"
"4","Philadelphia Eagles","1","2022","Philadelphia","Eagles","55","21.8","0.06","76.4","0.18","50.9","0.13","49.1","0.22","1.8","20.0","12.7","0.0","30.9","23.6","9.1"
"5","Dallas Cowboys","1","2022","Dallas","Cowboys","49","18.4","0.23","81.6","0.27","81.6","0.25","18.4","0.32","0.0","18.4","14.3","0.0","63.3","4.1","0.0"
"6","Tennessee Titans","1","2022","Tennessee","Titans","48","27.1","0.59","58.3","0.35","8.3","0.40","91.7","0.44","0.0","6.3","29.2","2.1","2.1","10.4","16.7"
"7","Jacksonville Jaguars","1","2022","Jacksonville","Jaguars","47","19.1","0.52","74.5","0.28","46.8","0.20","53.2","0.41","0.0","17.0","23.4","2.1","25.5","10.6","14.9"
"8","Atlanta Falcons","1","2022","Atlanta","Falcons","46","23.9","0.68","76.1","0.36","41.3","0.49","58.7","0.40","2.2","19.6","32.6","2.2","21.7","6.5","15.2"
"9","Green Bay Packers","1","2022","Green Bay","Packers","45","28.9","0.59","71.1","0.23","31.1","0.27","68.9","0.35","4.4","22.2","2.2","2.2","8.9","35.6","24.4"
"10","Kansas City Chiefs","1","2022","Kansas City","Chiefs","43","30.2","0.48","67.4","0.20","51.2","0.47","48.8","0.28","7.0","20.9","9.3","2.3","30.2","20.9","7.0"
"11","Minnesota Vikings","1","2022","Minnesota","Vikings","43","18.6","0.25","74.4","0.26","44.2","0.33","55.8","0.36","0.0","16.3","2.3","2.3","27.9","7.0","37.2"
"12","Carolina Panthers","1","2022","Carolina","Panthers","42","7.1","0.07","83.3","0.36","47.6","0.27","52.4","0.49","0.0","7.1","9.5","0.0","40.5","23.8","9.5"
"13","Detroit Lions","1","2022","Detroit","Lions","42","69.0","0.49","23.8","0.34","50.0","0.28","50.0","0.59","9.5","40.5","14.3","19.0","4.8","0.0","4.8"
"14","Washington Commanders","1","2022","Washington","Commanders","41","43.9","0.52","43.9","0.73","46.3","0.38","53.7","0.90","9.8","34.1","2.4","0.0","12.2","24.4","4.9"
"15","Indianapolis Colts","1","2022","Indianapolis","Colts","41","26.8","0.36","61.0","0.31","61.0","0.34","39.0","0.48","0.0","26.8","2.4","0.0","34.1","24.4","0.0"
"16","San Francisco 49ers","1","2022","San Francisco","49ers","40","7.5","0.67","92.5","0.20","27.5","0.35","72.5","0.19","0.0","7.5","35.0","0.0","20.0","22.5","15.0"
"17","Baltimore Ravens","1","2022","Baltimore","Ravens","40","37.5","0.48","50.0","0.25","65.0","0.41","35.0","0.59","5.0","30.0","2.5","2.5","32.5","10.0","5.0"
"18","Los Angeles Chargers","1","2022","Los Angeles","Chargers","40","57.5","0.46","30.0","0.26","72.5","0.39","27.5","1.07","7.5","50.0","5.0","0.0","17.5","5.0","2.5"
"19","New York Jets","1","2022","New York","Jets","39","25.6","1.20","64.1","0.26","35.9","0.76","64.1","0.51","5.1","17.9","2.6","0.0","17.9","30.8","12.8"
"20","Tampa Bay Buccaneers","1","2022","Tampa Bay","Buccaneers","36","25.0","0.68","75.0","0.41","50.0","0.72","50.0","0.24","0.0","13.9","16.7","11.1","36.1","8.3","13.9"
"21","New England Patriots","1","2022","New England","Patriots","34","52.9","0.93","44.1","0.25","79.4","0.39","20.6","1.98","8.8","44.1","0.0","0.0","35.3","5.9","2.9"
"22","Pittsburgh Steelers","1","2022","Pittsburgh","Steelers","33","18.2","0.83","81.8","0.44","63.6","0.67","36.4","0.22","0.0","12.1","27.3","3.0","51.5","0.0","3.0"
"23","Chicago Bears","1","2022","Chicago","Bears","33","45.5","0.23","45.5","0.33","66.7","0.29","33.3","0.49","0.0","45.5","15.2","0.0","21.2","9.1","0.0"
"24","Cleveland Browns","1","2022","Cleveland","Browns","33","24.2","0.13","72.7","0.31","48.5","0.20","51.5","0.30","0.0","18.2","6.1","6.1","30.3","30.3","6.1"
"25","Denver Broncos","1","2022","Denver","Broncos","33","30.3","0.05","66.7","0.31","72.7","0.15","27.3","0.88","0.0","30.3","0.0","0.0","42.4","6.1","18.2"
"26","New York Giants","1","2022","New York","Giants","31","32.3","0.18","58.1","0.37","71.0","0.31","29.0","0.63","3.2","25.8","3.2","3.2","45.2","3.2","6.5"
"27","Las Vegas Raiders","1","2022","Las Vegas","Raiders","28","39.3","0.47","57.1","0.51","67.9","0.41","32.1","0.64","3.6","32.1","14.3","3.6","35.7","7.1","0.0"
"28","New Orleans Saints","1","2022","New Orleans","Saints","28","50.0","0.56","50.0","0.21","82.1","0.45","17.9","0.10","3.6","46.4","7.1","0.0","35.7","3.6","3.6"
"29","Arizona Cardinals","1","2022","Arizona","Cardinals","27","22.2","0.41","74.1","0.40","66.7","0.42","33.3","0.31","0.0","22.2","3.7","0.0","44.4","11.1","14.8"
"30","Seattle Seahawks","1","2022","Seattle","Seahawks","25","0.0","0.00","100.0","0.52","72.0","0.64","28.0","0.20","0.0","","0.0","0.0","72.0","4.0","24.0"
"31","Houston Texans","1","2022","Houston","Texans","25","20.0","0.62","80.0","0.17","72.0","0.41","28.0","-0.15","0.0","20.0","20.0","0.0","52.0","0.0","8.0"
"32","Buffalo Bills","1","2022","Buffalo","Bills","22","9.1","0.00","86.4","0.59","13.6","0.29","86.4","0.56","0.0","9.1","36.4","0.0","4.5","27.3","18.2"

"Rank","Rank, Most to Least"
"Name","Team"
"G","Games Played"
"DB","Dropbacks"
"MAN %","Dropback Man Coverage Rate"
"FP/DB","Man Fantasy Points per Dropback"
"ZONE %","Zone Coverage Rate"
"FP/DB","Zone Fantasy Points per Dropback"
"1-HI/MOF C %","Single High Safety/Middle of Field Closed Rate"
"FP/DB","Single High Safety/Middle of Field Closed Fantasy Points per Dropback"
"2-HI/MOF O %","Two High Safety/Middle of Field Open Rate"
"FP/DB","Two High Safety/Middle of Field Open Fantasy Points per Dropback"
"COVER 0 %","Cover 0 Rate"
"COVER 1 %","Cover 1 Rate"
"COVER 2 %","Cover 2 Rate"
"COVER 2 MAN %","Cover 2 Man Rate"
"COVER 3 %","Cover 3 Rate"
"COVER 4 %","Cover 4 Rate"
"COVER 6 %","Cover 6 Rate"
