"Team Details","","","","","","","Man/Zone","","","","Middle of Field Look (Closed/Open)","","","","Coverages","","","","","",""
"18","Atlanta Falcons","1","2023","Atlanta","Falcons","36","22.2","0.21","77.8","0.33","50.0","0.41","50.0","0.20","2.8","16.7","11.1","0.0","33.3","11.1","22.2"
"19","Indianapolis Colts","1","2023","Indianapolis","Colts","34","11.8","0.39","82.4","0.19","44.1","0.32","55.9","0.17","0.0","11.8","17.6","0.0","32.4","14.7","17.6"
"20","Tennessee Titans","1","2023","Tennessee","Titans","34","29.4","0.30","64.7","0.74","61.8","0.70","38.2","0.34","0.0","29.4","14.7","0.0","32.4","14.7","2.9"
"21","Los Angeles Chargers","1","2023","Los Angeles","Chargers","33","24.2","0.16","72.7","0.84","75.8","0.30","24.2","1.74","6.1","18.2","0.0","0.0","54.5","12.1","6.1"
"22","Jacksonville Jaguars","1","2023","Jacksonville","Jaguars","30","13.3","1.81","73.3","0.75","70.0","1.03","30.0","0.27","0.0","13.3","10.0","0.0","53.3","3.3","6.7"
"23","New York Jets","1","2023","New York","Jets","30","33.3","0.02","63.3","0.24","53.3","0.19","46.7","0.44","0.0","33.3","0.0","0.0","20.0","26.7","16.7"
"24","Cleveland Browns","1","2023","Cleveland","Browns","30","50.0","0.68","50.0","0.20","83.3","0.48","16.7","0.26","3.3","46.7","13.3","0.0","36.7","0.0","0.0"
"25","New England Patriots","1","2023","New England","Patriots","28","46.4","0.40","53.6","0.10","67.9","0.32","32.1","0.08","3.6","42.9","21.4","0.0","25.0","7.1","0.0"
"26","Arizona Cardinals","1","2023","Arizona","Cardinals","27","18.5","1.04","77.8","0.29","25.9","0.87","74.1","0.26","7.4","11.1","22.2","0.0","14.8","29.6","11.1"
"27","Denver Broncos","1","2023","Denver","Broncos","27","14.8","1.74","85.2","0.38","66.7","0.65","33.3","0.45","0.0","14.8","0.0","0.0","51.9","7.4","25.9"
"28","Green Bay Packers","1","2023","Green Bay","Packers","26","38.5","0.27","61.5","0.24","65.4","0.25","34.6","0.25","3.8","30.8","11.5","3.8","34.6","11.5","3.8"

"Rank","Rank, Most to Least"
"Name","Team"
"G","Games Played"
"DB","Dropbacks"
"MAN %","Dropback Man Coverage Rate"
"FP/DB","Man Fantasy Points per Dropback"
"ZONE %","Zone Coverage Rate"
"FP/DB","Zone Fantasy Points per Dropback"
"1-HI/MOF C %","Single High Safety/Middle of Field Closed Rate"
"FP/DB","Single High Safety/Middle of Field Closed Fantasy Points per Dropback"
"2-HI/MOF O %","Two High Safety/Middle of Field Open Rate"
"FP/DB","Two High Safety/Middle of Field Open Fantasy Points per Dropback"
"COVER 0 %","Cover 0 Rate"
"COVER 1 %","Cover 1 Rate"
"COVER 2 %","Cover 2 Rate"
"COVER 2 MAN %","Cover 2 Man Rate"
"COVER 3 %","Cover 3 Rate"
"COVER 4 %","Cover 4 Rate"
"COVER 6 %","Cover 6 Rate"
