"Team Details","","","","","","","Man/Zone","","","","Middle of Field Look (Closed/Open)","","","","Coverages","","","","","",""
"Rank","Name","G","Season","Location","Team Name","DB","MAN %","FP/DB","ZONE %","FP/DB","1-HI/MOF C %","FP/DB","2-HI/MOF O %","FP/DB","COVER 0 %","COVER 1 %","COVER 2 %","COVER 2 MAN %","COVER 3 %","COVER 4 %","COVER 6 %"
"1","Dallas Cowboys","1","2024","Dallas","Cowboys","50","28.0","0.37","70.0","0.39","46.0","0.47","54.0","0.47","6.0","20.0","26.0","2.0","26.0","8.0","10.0"
"2","Philadelphia Eagles","1","2024","Philadelphia","Eagles","46","39.1","0.82","50.0","0.25","47.8","0.66","52.2","0.78","0.0","39.1","0.0","0.0","8.7","28.3","13.0"
"3","Minnesota Vikings","1","2024","Minnesota","Vikings","46","17.4","0.60","80.4","0.39","34.8","0.18","65.2","0.69","0.0","4.3","28.3","13.0","30.4","10.9","10.9"
"4","Detroit Lions","1","2024","Detroit","Lions","46","34.8","0.32","63.0","0.54","43.5","0.29","56.5","0.73","13.0","21.7","21.7","0.0","21.7","19.6","0.0"
"5","Miami Dolphins","1","2024","Miami","Dolphins","46","21.7","0.68","65.2","0.37","34.8","0.51","65.2","0.46","6.5","13.0","26.1","0.0","19.6","13.0","6.5"
"6","Houston Texans","1","2024","Houston","Texans","45","44.4","0.35","55.6","0.67","68.9","0.46","31.1","0.68","2.2","42.2","22.2","0.0","26.7","4.4","2.2"
"7","Los Angeles Rams","1","2024","Los Angeles","Rams","44","20.5","0.22","75.0","0.35","52.3","0.38","47.7","0.25","0.0","20.5","20.5","0.0","31.8","6.8","15.9"
"8","Los Angeles Chargers","1","2024","Los Angeles","Chargers","44","11.4","0.70","81.8","0.26","50.0","0.40","50.0","0.56","2.3","9.1","13.6","0.0","40.9","9.1","18.2"
"9","Kansas City Chiefs","1","2024","Kansas City","Chiefs","43","27.9","1.01","65.1","0.21","44.2","0.62","55.8","0.26","4.7","18.6","14.0","4.7","25.6","18.6","7.0"
"10","Cincinnati Bengals","1","2024","Cincinnati","Bengals","42","23.8","0.11","71.4","0.18","50.0","0.18","50.0","0.13","4.8","19.0","16.7","0.0","26.2","11.9","16.7"
"11","Atlanta Falcons","1","2024","Atlanta","Falcons","42","26.2","0.11","66.7","0.15","47.6","0.13","52.4","0.31","0.0","21.4","7.1","4.8","26.2","7.1","26.2"
"12","Carolina Panthers","1","2024","Carolina","Panthers","41","34.1","0.24","63.4","0.30","68.3","0.33","31.7","0.47","7.3","26.8","4.9","0.0","41.5","2.4","14.6"
"13","Jacksonville Jaguars","1","2024","Jacksonville","Jaguars","41","31.7","0.41","65.9","0.23","41.5","0.34","58.5","0.25","2.4","26.8","31.7","2.4","14.6","14.6","4.9"
"14","Buffalo Bills","1","2024","Buffalo","Bills","40","42.5","0.33","52.5","0.36","55.0","0.34","45.0","0.63","7.5","35.0","10.0","0.0","20.0","12.5","10.0"
"15","Las Vegas Raiders","1","2024","Las Vegas","Raiders","40","7.5","0.51","92.5","0.33","45.0","0.17","55.0","0.49","2.5","5.0","32.5","0.0","40.0","10.0","10.0"
"16","Seattle Seahawks","1","2024","Seattle","Seahawks","40","17.5","0.18","77.5","0.57","40.0","0.50","60.0","0.64","2.5","7.5","15.0","7.5","32.5","15.0","15.0"
"17","Green Bay Packers","1","2024","Green Bay","Packers","38","2.6","0.90","92.1","0.17","50.0","0.13","50.0","0.24","0.0","2.6","36.8","0.0","42.1","5.3","7.9"
"18","Baltimore Ravens","1","2024","Baltimore","Ravens","38","31.6","0.50","63.2","0.30","57.9","0.47","42.1","0.43","0.0","31.6","23.7","0.0","26.3","2.6","10.5"
"19","Washington Commanders","1","2024","Washington","Commanders","37","56.8","0.54","40.5","0.13","59.5","0.54","40.5","0.09","5.4","51.4","10.8","0.0","8.1","21.6","0.0"
"20","Denver Broncos","1","2024","Denver","Broncos","37","16.2","1.56","81.1","0.44","45.9","1.01","54.1","0.27","2.7","10.8","10.8","0.0","35.1","24.3","10.8"
