"Team Details","","","","","","","Man/Zone","","","","Middle of Field Look (Closed/Open)","","","","Coverages","","","","","",""
"Rank","Name","G","Season","Location","Team Name","DB","MAN %","FP/DB","ZONE %","FP/DB","1-HI/MOF C %","FP/DB","2-HI/MOF O %","FP/DB","COVER 0 %","COVER 1 %","COVER 2 %","COVER 2 MAN %","COVER 3 %","COVER 4 %","COVER 6 %"
"1","Buffalo Bills","1","2022","Buffalo","Bills","56","26.8","0.60","66.1","0.23","28.6","0.46","71.4","0.26","5.4","12.5","26.8","7.1","14.3","19.6","5.4"
"2","Minnesota Vikings","1","2022","Minnesota","Vikings","50","20.0","0.87","76.0","0.42","56.0","0.62","44.0","0.28","0.0","20.0","10.0","0.0","34.0","14.0","18.0"
"3","Tennessee Titans","1","2022","Tennessee","Titans","49","24.5","0.07","75.5","0.39","55.1","0.17","44.9","0.49","2.0","22.4","18.4","0.0","32.7","24.5","0.0"
"4","Kansas City Chiefs","1","2022","Kansas City","Chiefs","48","43.8","0.76","50.0","0.18","33.3","0.33","66.7","0.49","8.3","25.0","8.3","4.2","8.3","29.2","4.2"
"5","Green Bay Packers","1","2022","Green Bay","Packers","48","18.8","0.24","68.8","0.32","62.5","0.33","37.5","0.60","0.0","14.6","6.3","4.2","45.8","12.5","4.2"
"6","San Francisco 49ers","1","2022","San Francisco","49ers","43","11.6","0.68","81.4","0.26","46.5","0.51","53.5","0.11","0.0","11.6","14.0","0.0","34.9","27.9","4.7"
"7","Miami Dolphins","1","2022","Miami","Dolphins","42","52.4","0.34","45.2","0.25","61.9","0.23","38.1","0.63","0.0","28.6","9.5","23.8","33.3","2.4","0.0"
"8","New York Giants","1","2022","New York","Giants","41","53.7","0.41","46.3","0.35","68.3","0.42","31.7","0.30","2.4","51.2","4.9","0.0","17.1","24.4","0.0"
"9","New Orleans Saints","1","2022","New Orleans","Saints","40","27.5","0.47","60.0","0.29","55.0","0.35","45.0","0.26","5.0","15.0","17.5","7.5","35.0","7.5","0.0"
"10","Los Angeles Rams","1","2022","Los Angeles","Rams","40","10.0","0.35","80.0","0.24","67.5","0.25","32.5","0.53","2.5","7.5","7.5","0.0","55.0","10.0","7.5"
"11","Tampa Bay Buccaneers","1","2022","Tampa Bay","Buccaneers","40","10.0","1.21","87.5","0.44","62.5","0.60","37.5","0.35","0.0","7.5","12.5","0.0","55.0","15.0","5.0"
"12","Indianapolis Colts","1","2022","Indianapolis","Colts","40","25.0","0.25","70.0","0.39","30.0","0.26","70.0","0.53","2.5","17.5","0.0","0.0","12.5","37.5","20.0"
"13","Arizona Cardinals","1","2022","Arizona","Cardinals","40","5.0","2.06","92.5","0.17","52.5","0.17","47.5","0.36","2.5","2.5","25.0","0.0","50.0","15.0","2.5"
"14","Jacksonville Jaguars","1","2022","Jacksonville","Jaguars","40","17.5","0.67","77.5","0.61","25.0","0.92","75.0","0.77","0.0","12.5","35.0","5.0","12.5","20.0","10.0"
"15","Denver Broncos","1","2022","Denver","Broncos","38","28.9","0.59","68.4","0.49","63.2","0.53","36.8","0.47","5.3","23.7","2.6","0.0","39.5","5.3","21.1"
"16","Carolina Panthers","1","2022","Carolina","Panthers","37","16.2","0.87","81.1","0.44","56.8","0.42","43.2","0.60","2.7","13.5","5.4","0.0","43.2","32.4","0.0"
"17","Cleveland Browns","1","2022","Cleveland","Browns","34","8.8","1.39","91.2","0.64","44.1","0.96","55.9","0.51","5.9","2.9","5.9","0.0","41.2","38.2","5.9"
"18","Philadelphia Eagles","1","2022","Philadelphia","Eagles","33","36.4","0.04","54.5","0.36","48.5","0.28","51.5","0.15","3.0","30.3","6.1","3.0","18.2","24.2","6.1"
"19","Pittsburgh Steelers","1","2022","Pittsburgh","Steelers","31","29.0","-0.11","71.0","0.46","48.4","0.13","51.6","0.45","0.0","12.9","12.9","16.1","35.5","3.2","19.4"
"20","Los Angeles Chargers","1","2022","Los Angeles","Chargers","30","16.7","0.55","73.3","0.32","43.3","0.42","56.7","0.25","3.3","6.7","3.3","6.7","36.7","23.3","10.0"
"21","Las Vegas Raiders","1","2022","Las Vegas","Raiders","30","53.3","0.68","43.3","0.44","66.7","0.66","33.3","0.37","0.0","46.7","13.3","6.7","20.0","3.3","6.7"
"22","Chicago Bears","1","2022","Chicago","Bears","30","36.7","0.80","56.7","0.36","63.3","0.35","36.7","0.76","3.3","30.0","20.0","3.3","30.0","3.3","3.3"
"23","Seattle Seahawks","1","2022","Seattle","Seahawks","30","0.0","0.00","96.7","0.42","40.0","1.07","60.0","0.19","0.0","","3.3","0.0","36.7","16.7","40.0"
"24","Washington Commanders","1","2022","Washington","Commanders","28","32.1","0.66","60.7","0.25","39.3","0.06","60.7","0.79","10.7","21.4","21.4","0.0","17.9","14.3","7.1"
"25","Detroit Lions","1","2022","Detroit","Lions","26","26.9","1.58","73.1","0.53","80.8","0.99","19.2","0.07","0.0","26.9","7.7","0.0","53.8","7.7","3.8"
"26","Dallas Cowboys","1","2022","Dallas","Cowboys","23","69.6","0.89","30.4","0.92","87.0","0.77","13.0","1.78","4.3","65.2","8.7","0.0","21.7","0.0","0.0"
"27","Houston Texans","1","2022","Houston","Texans","23","39.1","1.37","60.9","0.41","73.9","0.90","26.1","0.46","0.0","39.1","26.1","0.0","34.8","0.0","0.0"
"28","Atlanta Falcons","1","2022","Atlanta","Falcons","17","17.6","0.39","82.4","0.23","70.6","0.33","29.4","0.06","0.0","17.6","23.5","0.0","52.9","5.9","0.0"

"Rank","Rank, Most to Least"
"Name","Team"
"G","Games Played"
"DB","Dropbacks"
"MAN %","Dropback Man Coverage Rate"
"FP/DB","Man Fantasy Points per Dropback"
"ZONE %","Zone Coverage Rate"
"FP/DB","Zone Fantasy Points per Dropback"
"1-HI/MOF C %","Single High Safety/Middle of Field Closed Rate"
"FP/DB","Single High Safety/Middle of Field Closed Fantasy Points per Dropback"
"2-HI/MOF O %","Two High Safety/Middle of Field Open Rate"
"FP/DB","Two High Safety/Middle of Field Open Fantasy Points per Dropback"
"COVER 0 %","Cover 0 Rate"
"COVER 1 %","Cover 1 Rate"
"COVER 2 %","Cover 2 Rate"
"COVER 2 MAN %","Cover 2 Man Rate"
"COVER 3 %","Cover 3 Rate"
"COVER 4 %","Cover 4 Rate"
"COVER 6 %","Cover 6 Rate"
