"Team Details","","","","","","","Man/Zone","","","","Middle of Field Look (Closed/Open)","","","","Coverages","","","","","",""
"Rank","Name","G","Season","Location","Team Name","DB","MAN %","FP/DB","ZONE %","FP/DB","1-HI/MOF C %","FP/DB","2-HI/MOF O %","FP/DB","COVER 0 %","COVER 1 %","COVER 2 %","COVER 2 MAN %","COVER 3 %","COVER 4 %","COVER 6 %"
"1","New England Patriots","1","2022","New England","Patriots","55","10.9","0.63","81.8","0.38","25.5","0.39","74.5","0.49","1.8","5.5","47.3","0.0","20.0","9.1","5.5"
"2","New York Giants","1","2022","New York","Giants","52","23.1","1.22","73.1","0.25","23.1","0.65","76.9","0.40","11.5","7.7","7.7","1.9","13.5","25.0","26.9"
"3","Tampa Bay Buccaneers","1","2022","Tampa Bay","Buccaneers","49","4.1","0.00","89.8","0.19","34.7","0.04","65.3","0.21","0.0","2.0","26.5","2.0","30.6","22.4","10.2"
"4","Minnesota Vikings","1","2022","Minnesota","Vikings","49","36.7","0.44","63.3","0.38","69.4","0.44","30.6","0.32","0.0","32.7","2.0","4.1","36.7","4.1","20.4"
"5","Arizona Cardinals","1","2022","Arizona","Cardinals","48","18.8","0.02","77.1","0.24","33.3","0.15","66.7","0.34","8.3","6.3","31.3","4.2","27.1","10.4","8.3"
"6","Carolina Panthers","1","2022","Carolina","Panthers","46","10.9","2.08","78.3","0.35","43.5","0.64","56.5","0.57","6.5","4.3","8.7","0.0","37.0","23.9","8.7"
"7","Philadelphia Eagles","1","2022","Philadelphia","Eagles","44","25.0","0.17","63.6","0.59","56.8","0.40","43.2","0.93","2.3","22.7","2.3","0.0","31.8","15.9","13.6"
"8","Kansas City Chiefs","1","2022","Kansas City","Chiefs","44","50.0","0.33","40.9","0.26","20.5","0.31","79.5","0.29","0.0","13.6","11.4","11.4","6.8","13.6","9.1"
"9","Dallas Cowboys","1","2022","Dallas","Cowboys","42","35.7","0.98","61.9","0.23","50.0","0.39","50.0","0.59","4.8","28.6","33.3","2.4","21.4","7.1","0.0"
"10","Los Angeles Rams","1","2022","Los Angeles","Rams","42","9.5","0.46","83.3","0.13","61.9","0.27","38.1","0.30","0.0","9.5","2.4","0.0","50.0","16.7","14.3"
"11","Miami Dolphins","1","2022","Miami","Dolphins","42","54.8","0.20","40.5","0.36","54.8","0.31","45.2","0.38","16.7","35.7","11.9","0.0","19.0","9.5","0.0"
"12","Las Vegas Raiders","1","2022","Las Vegas","Raiders","40","22.5","0.80","77.5","0.20","52.5","0.24","47.5","0.43","0.0","17.5","32.5","2.5","35.0","5.0","5.0"
"13","Jacksonville Jaguars","1","2022","Jacksonville","Jaguars","40","22.5","0.17","75.0","0.29","55.0","0.19","45.0","0.29","0.0","22.5","15.0","0.0","30.0","22.5","7.5"
"14","Cincinnati Bengals","1","2022","Cincinnati","Bengals","37","18.9","0.31","75.7","0.40","73.0","0.39","27.0","0.72","0.0","16.2","18.9","2.7","56.8","0.0","0.0"
"15","Baltimore Ravens","1","2022","Baltimore","Ravens","37","27.0","0.27","67.6","0.25","45.9","0.32","54.1","0.19","16.2","10.8","21.6","0.0","35.1","5.4","5.4"
"16","New York Jets","1","2022","New York","Jets","36","22.2","0.21","77.8","0.39","36.1","0.35","63.9","0.34","0.0","22.2","0.0","0.0","13.9","44.4","19.4"
"17","Los Angeles Chargers","1","2022","Los Angeles","Chargers","36","22.2","0.09","77.8","0.07","44.4","-0.04","55.6","0.16","0.0","22.2","19.4","0.0","22.2","11.1","25.0"
"18","Indianapolis Colts","1","2022","Indianapolis","Colts","36","8.3","0.29","83.3","0.22","52.8","0.23","47.2","0.19","0.0","8.3","16.7","0.0","41.7","16.7","8.3"
"19","San Francisco 49ers","1","2022","San Francisco","49ers","36","16.7","0.94","77.8","0.27","41.7","0.59","58.3","0.61","0.0","16.7","30.6","0.0","25.0","22.2","0.0"
