"Team Details","","","","","","","Man/Zone","","","","Middle of Field Look (Closed/Open)","","","","Coverages","","","","","",""
"Rank","Name","G","Season","Location","Team Name","DB","MAN %","FP/DB","ZONE %","FP/DB","1-HI/MOF C %","FP/DB","2-HI/MOF O %","FP/DB","COVER 0 %","COVER 1 %","COVER 2 %","COVER 2 MAN %","COVER 3 %","COVER 4 %","COVER 6 %"
"1","Kansas City Chiefs","1","2022","Kansas City","Chiefs","49","22.4","0.18","71.4","0.27","18.4","0.21","81.6","0.35","4.1","4.1","24.5","14.3","12.2","12.2","22.4"
"2","Cincinnati Bengals","1","2022","Cincinnati","Bengals","48","18.8","0.20","72.9","0.17","77.1","0.23","22.9","0.00","2.1","16.7","6.3","0.0","58.3","6.3","2.1"
"3","Denver Broncos","1","2022","Denver","Broncos","46","15.2","1.50","82.6","0.36","56.5","0.57","43.5","0.48","0.0","15.2","0.0","0.0","41.3","6.5","34.8"
"4","Baltimore Ravens","1","2022","Baltimore","Ravens","45","4.4","0.12","93.3","0.29","31.1","0.20","68.9","0.30","2.2","","8.9","0.0","31.1","31.1","22.2"
"5","Philadelphia Eagles","1","2022","Philadelphia","Eagles","44","40.9","0.18","50.0","0.37","61.4","0.36","38.6","0.15","0.0","40.9","0.0","0.0","18.2","25.0","6.8"
"6","New York Giants","1","2022","New York","Giants","42","26.2","0.17","71.4","0.29","52.4","0.35","47.6","0.10","11.9","14.3","9.5","0.0","38.1","7.1","16.7"
"7","Washington Commanders","1","2022","Washington","Commanders","42","0.0","0.00","100.0","0.22","33.3","0.12","66.7","0.28","0.0","","7.1","0.0","33.3","52.4","7.1"
"8","Buffalo Bills","1","2022","Buffalo","Bills","42","16.7","1.46","78.6","0.13","50.0","0.70","50.0","0.20","2.4","11.9","7.1","0.0","35.7","16.7","19.0"
"9","Indianapolis Colts","1","2022","Indianapolis","Colts","42","31.0","0.77","66.7","0.31","69.0","0.56","31.0","0.52","2.4","28.6","19.0","0.0","40.5","7.1","0.0"
"10","Pittsburgh Steelers","1","2022","Pittsburgh","Steelers","41","19.5","0.55","73.2","0.48","36.6","0.38","63.4","0.53","7.3","7.3","4.9","2.4","29.3","22.0","17.1"
