"Team Details","","","","","","","Man/Zone","","","","Middle of Field Look (Closed/Open)","","","","Coverages","","","","","",""
"11","Houston Texans","1","2022","Houston","Texans","41","22.0","0.46","65.9","0.29","53.7","0.66","46.3","0.11","0.0","22.0","36.6","0.0","22.0","4.9","2.4"
"12","Los Angeles Rams","1","2022","Los Angeles","Rams","38","21.1","0.45","76.3","0.41","65.8","0.19","34.2","0.84","0.0","21.1","5.3","0.0","44.7","13.2","13.2"
"13","Green Bay Packers","1","2022","Green Bay","Packers","36","11.1","0.21","88.9","0.27","52.8","0.26","47.2","0.27","0.0","11.1","19.4","0.0","41.7","13.9","13.9"
"14","New England Patriots","1","2022","New England","Patriots","36","30.6","0.56","69.4","0.66","55.6","0.78","44.4","0.44","5.6","22.2","22.2","0.0","33.3","8.3","5.6"
"15","Jacksonville Jaguars","1","2022","Jacksonville","Jaguars","35","34.3","0.11","65.7","0.41","82.9","0.33","17.1","0.18","2.9","28.6","5.7","2.9","54.3","2.9","2.9"
"16","Chicago Bears","1","2022","Chicago","Bears","34","11.8","0.17","79.4","0.44","32.4","0.51","67.6","0.50","2.9","8.8","35.3","0.0","23.5","8.8","11.8"
"17","Atlanta Falcons","1","2022","Atlanta","Falcons","34","38.2","0.78","58.8","0.15","67.6","0.13","32.4","0.95","11.8","23.5","8.8","0.0","44.1","2.9","2.9"
"18","Tampa Bay Buccaneers","1","2022","Tampa Bay","Buccaneers","34","5.9","-0.06","85.3","0.44","76.5","0.40","23.5","0.81","0.0","5.9","8.8","0.0","67.6","2.9","5.9"
"19","New York Jets","1","2022","New York","Jets","33","18.2","0.17","81.8","0.20","27.3","0.15","72.7","0.21","0.0","18.2","3.0","0.0","9.1","57.6","12.1"
"20","Miami Dolphins","1","2022","Miami","Dolphins","33","45.5","0.12","51.5","0.29","72.7","0.23","27.3","0.05","3.0","36.4","15.2","0.0","36.4","0.0","0.0"
"21","Tennessee Titans","1","2022","Tennessee","Titans","33","24.2","0.89","69.7","0.23","63.6","0.44","36.4","0.27","0.0","21.2","18.2","0.0","42.4","3.0","6.1"
"22","Seattle Seahawks","1","2022","Seattle","Seahawks","32","25.0","0.20","75.0","0.18","71.9","0.19","28.1","0.17","0.0","25.0","3.1","0.0","46.9","6.3","18.8"
"23","San Francisco 49ers","1","2022","San Francisco","49ers","31","29.0","0.20","71.0","0.34","87.1","0.39","12.9","-0.31","0.0","29.0","6.5","0.0","58.1","6.5","0.0"
"24","Cleveland Browns","1","2022","Cleveland","Browns","31","35.5","0.66","61.3","0.24","45.2","0.19","54.8","0.55","16.1","19.4","9.7","0.0","25.8","22.6","3.2"
"25","Detroit Lions","1","2022","Detroit","Lions","31","32.3","0.50","64.5","0.35","51.6","0.52","48.4","0.24","3.2","25.8","32.3","3.2","25.8","3.2","3.2"
"26","Las Vegas Raiders","1","2022","Las Vegas","Raiders","31","41.9","0.22","48.4","0.51","45.2","0.13","54.8","0.77","6.5","29.0","6.5","6.5","16.1","12.9","12.9"
"27","Minnesota Vikings","1","2022","Minnesota","Vikings","30","23.3","0.16","73.3","0.14","60.0","0.46","40.0","0.02","0.0","23.3","10.0","0.0","33.3","3.3","26.7"
"28","Los Angeles Chargers","1","2022","Los Angeles","Chargers","29","20.7","0.99","75.9","0.60","37.9","0.26","62.1","1.13","3.4","17.2","3.4","0.0","20.7","13.8","37.9"
"29","Carolina Panthers","1","2022","Carolina","Panthers","26","15.4","0.04","84.6","0.49","57.7","0.59","42.3","0.19","0.0","15.4","3.8","0.0","42.3","34.6","3.8"
"30","Arizona Cardinals","1","2022","Arizona","Cardinals","26","23.1","2.32","73.1","0.34","84.6","0.74","15.4","1.06","3.8","19.2","3.8","0.0","65.4","0.0","3.8"
"31","Dallas Cowboys","1","2022","Dallas","Cowboys","25","16.0","0.33","84.0","0.53","72.0","0.57","28.0","0.33","4.0","12.0","12.0","0.0","60.0","4.0","8.0"
"32","New Orleans Saints","1","2022","New Orleans","Saints","20","45.0","0.29","50.0","-0.02","65.0","0.05","35.0","0.26","0.0","40.0","5.0","5.0","20.0","25.0","0.0"

"Rank","Rank, Most to Least"
"Name","Team"
"G","Games Played"
"DB","Dropbacks"
"MAN %","Dropback Man Coverage Rate"
"FP/DB","Man Fantasy Points per Dropback"
"ZONE %","Zone Coverage Rate"
"FP/DB","Zone Fantasy Points per Dropback"
"1-HI/MOF C %","Single High Safety/Middle of Field Closed Rate"
"FP/DB","Single High Safety/Middle of Field Closed Fantasy Points per Dropback"
"2-HI/MOF O %","Two High Safety/Middle of Field Open Rate"
"FP/DB","Two High Safety/Middle of Field Open Fantasy Points per Dropback"
"COVER 0 %","Cover 0 Rate"
"COVER 1 %","Cover 1 Rate"
"COVER 2 %","Cover 2 Rate"
"COVER 2 MAN %","Cover 2 Man Rate"
"COVER 3 %","Cover 3 Rate"
"COVER 4 %","Cover 4 Rate"
"COVER 6 %","Cover 6 Rate"
