"Team Details","","","","","","","Man/Zone","","","","Middle of Field Look (Closed/Open)","","","","Coverages","","","","","",""
"Rank","Name","G","Season","Location","Team Name","DB","MAN %","FP/DB","ZONE %","FP/DB","1-HI/MOF C %","FP/DB","2-HI/MOF O %","FP/DB","COVER 0 %","COVER 1 %","COVER 2 %","COVER 2 MAN %","COVER 3 %","COVER 4 %","COVER 6 %"
"1","Los Angeles Rams","1","2023","Los Angeles","Rams","50","20.0","1.20","76.0","0.19","70.0","0.49","30.0","0.14","2.0","18.0","8.0","0.0","50.0","8.0","10.0"
"2","Cleveland Browns","1","2023","Cleveland","Browns","50","30.0","0.58","70.0","0.17","52.0","0.40","48.0","0.17","2.0","28.0","30.0","0.0","24.0","0.0","16.0"
"3","Indianapolis Colts","1","2023","Indianapolis","Colts","49","24.5","0.50","69.4","0.28","53.1","0.34","46.9","0.49","0.0","24.5","2.0","0.0","28.6","32.7","6.1"
"4","Kansas City Chiefs","1","2023","Kansas City","Chiefs","44","20.5","1.15","75.0","0.30","6.8","1.43","93.2","0.40","2.3","4.5","38.6","11.4","2.3","20.5","13.6"
"5","Baltimore Ravens","1","2023","Baltimore","Ravens","43","14.0","0.88","83.7","0.20","34.9","0.27","65.1","0.46","4.7","9.3","2.3","0.0","25.6","20.9","34.9"
"6","Detroit Lions","1","2023","Detroit","Lions","41","46.3","0.91","51.2","0.16","63.4","0.41","36.6","0.67","12.2","34.1","9.8","0.0","29.3","9.8","2.4"
"7","Denver Broncos","1","2023","Denver","Broncos","39","38.5","0.16","59.0","0.28","56.4","0.25","43.6","0.19","2.6","33.3","10.3","0.0","23.1","2.6","23.1"
"8","Jacksonville Jaguars","1","2023","Jacksonville","Jaguars","39","10.3","0.23","89.7","0.08","35.9","0.14","64.1","0.07","0.0","10.3","12.8","0.0","25.6","23.1","28.2"
"9","Chicago Bears","1","2023","Chicago","Bears","39","10.3","0.05","89.7","0.50","43.6","1.20","56.4","-0.12","0.0","10.3","20.5","0.0","33.3","20.5","15.4"
"10","New York Giants","1","2023","New York","Giants","38","42.1","0.64","57.9","0.20","55.3","0.15","44.7","0.68","10.5","31.6","2.6","0.0","23.7","18.4","13.2"
"11","Green Bay Packers","1","2023","Green Bay","Packers","38","13.2","0.10","76.3","0.19","44.7","0.20","55.3","0.33","0.0","10.5","15.8","0.0","34.2","7.9","18.4"
"12","Atlanta Falcons","1","2023","Atlanta","Falcons","38","47.4","0.34","44.7","0.44","73.7","0.45","26.3","0.54","5.3","42.1","10.5","0.0","31.6","2.6","0.0"
"13","Pittsburgh Steelers","1","2023","Pittsburgh","Steelers","37","18.9","0.14","78.4","0.43","78.4","0.32","21.6","1.07","2.7","16.2","13.5","0.0","62.2","0.0","2.7"
"14","Los Angeles Chargers","1","2023","Los Angeles","Chargers","36","19.4","1.03","75.0","0.22","38.9","0.57","61.1","0.25","2.8","16.7","5.6","0.0","19.4","16.7","33.3"
"15","Dallas Cowboys","1","2023","Dallas","Cowboys","36","36.1","0.28","47.2","0.54","55.6","0.31","44.4","0.50","0.0","27.8","11.1","8.3","22.2","13.9","0.0"
"16","Tampa Bay Buccaneers","1","2023","Tampa Bay","Buccaneers","35","34.3","0.91","62.9","0.24","51.4","0.48","48.6","0.46","5.7","20.0","22.9","8.6","31.4","2.9","5.7"
"17","New Orleans Saints","1","2023","New Orleans","Saints","35","22.9","0.30","77.1","0.59","48.6","0.86","51.4","0.21","0.0","14.3","31.4","5.7","34.3","11.4","0.0"
"18","Tennessee Titans","1","2023","Tennessee","Titans","34","11.8","0.13","79.4","0.46","41.2","0.23","58.8","0.48","0.0","8.8","2.9","2.9","32.4","41.2","2.9"
"19","New England Patriots","1","2023","New England","Patriots","34","35.3","0.28","61.8","0.23","55.9","0.12","44.1","0.40","5.9","26.5","26.5","0.0","29.4","2.9","2.9"
"20","Minnesota Vikings","1","2023","Minnesota","Vikings","34","29.4","0.85","64.7","0.51","47.1","0.59","52.9","0.80","11.8","14.7","26.5","0.0","32.4","5.9","0.0"
"21","Philadelphia Eagles","1","2023","Philadelphia","Eagles","34","41.2","1.12","55.9","0.29","73.5","0.61","26.5","0.67","8.8","32.4","2.9","0.0","38.2","5.9","8.8"
