"Team Details","","","","","","","Man/Zone","","","","Middle of Field Look (Closed/Open)","","","","Coverages","","","","","",""
"22","Cincinnati Bengals","1","2023","Cincinnati","Bengals","33","36.4","0.25","48.5","0.36","60.6","0.27","39.4","0.61","3.0","33.3","15.2","0.0","27.3","6.1","0.0"
"23","Houston Texans","1","2023","Houston","Texans","32","0.0","0.00","84.4","0.23","9.4","-0.33","90.6","0.25","0.0","","3.1","0.0","9.4","53.1","18.8"
"24","Buffalo Bills","1","2023","Buffalo","Bills","31","25.8","1.01","74.2","0.29","67.7","0.44","32.3","0.57","0.0","25.8","12.9","0.0","41.9","16.1","3.2"
"25","New York Jets","1","2023","New York","Jets","30","23.3","1.93","63.3","0.28","53.3","0.98","46.7","0.55","0.0","20.0","0.0","0.0","30.0","26.7","6.7"
"26","Washington Commanders","1","2023","Washington","Commanders","30","13.3","0.52","73.3","0.51","50.0","0.39","50.0","0.78","0.0","13.3","23.3","0.0","36.7","6.7","6.7"
"27","San Francisco 49ers","1","2023","San Francisco","49ers","29","31.0","0.68","65.5","0.14","58.6","0.49","41.4","0.03","3.4","27.6","20.7","0.0","31.0","10.3","3.4"
"28","Carolina Panthers","1","2023","Carolina","Panthers","29","27.6","0.50","62.1","0.31","86.2","0.35","13.8","0.19","0.0","27.6","0.0","0.0","55.2","3.4","3.4"
"29","Miami Dolphins","1","2023","Miami","Dolphins","26","26.9","1.94","73.1","1.40","69.2","1.96","30.8","0.61","0.0","26.9","0.0","0.0","42.3","15.4","15.4"
"30","Seattle Seahawks","1","2023","Seattle","Seahawks","26","23.1","0.47","76.9","0.42","57.7","0.48","42.3","0.36","3.8","15.4","3.8","3.8","42.3","30.8","0.0"
"31","Arizona Cardinals","1","2023","Arizona","Cardinals","25","12.0","1.56","72.0","0.57","48.0","0.66","52.0","0.91","8.0","4.0","8.0","0.0","32.0","16.0","16.0"
"32","Las Vegas Raiders","1","2023","Las Vegas","Raiders","25","40.0","0.72","60.0","0.41","60.0","0.26","40.0","0.95","8.0","32.0","20.0","0.0","28.0","8.0","4.0"

"Rank","Rank, Most to Least"
"Name","Team"
"G","Games Played"
"DB","Dropbacks"
"MAN %","Dropback Man Coverage Rate"
"FP/DB","Man Fantasy Points per Dropback"
"ZONE %","Zone Coverage Rate"
"FP/DB","Zone Fantasy Points per Dropback"
"1-HI/MOF C %","Single High Safety/Middle of Field Closed Rate"
"FP/DB","Single High Safety/Middle of Field Closed Fantasy Points per Dropback"
"2-HI/MOF O %","Two High Safety/Middle of Field Open Rate"
"FP/DB","Two High Safety/Middle of Field Open Fantasy Points per Dropback"
"COVER 0 %","Cover 0 Rate"
"COVER 1 %","Cover 1 Rate"
"COVER 2 %","Cover 2 Rate"
"COVER 2 MAN %","Cover 2 Man Rate"
"COVER 3 %","Cover 3 Rate"
"COVER 4 %","Cover 4 Rate"
"COVER 6 %","Cover 6 Rate"
