"Team Details","","","","","","","Man/Zone","","","","Middle of Field Look (Closed/Open)","","","","Coverages","","","","","",""
"Rank","Name","G","Season","Location","Team Name","DB","MAN %","FP/DB","ZONE %","FP/DB","1-HI/MOF C %","FP/DB","2-HI/MOF O %","FP/DB","COVER 0 %","COVER 1 %","COVER 2 %","COVER 2 MAN %","COVER 3 %","COVER 4 %","COVER 6 %"
"1","New York Giants","1","2023","New York","Giants","52","15.4","0.88","80.8","0.17","48.1","0.57","51.9","0.24","0.0","9.6","1.9","3.8","38.5","23.1","17.3"
"2","Philadelphia Eagles","1","2023","Philadelphia","Eagles","50","38.0","0.35","58.0","0.39","60.0","0.46","40.0","0.21","12.0","26.0","2.0","0.0","32.0","2.0","22.0"
"3","San Francisco 49ers","1","2023","San Francisco","49ers","50","12.0","0.83","82.0","0.20","56.0","0.23","44.0","0.25","4.0","8.0","10.0","0.0","48.0","20.0","4.0"
"4","Pittsburgh Steelers","1","2023","Pittsburgh","Steelers","45","28.9","0.23","66.7","0.12","62.2","0.23","37.8","0.00","0.0","22.2","8.9","4.4","40.0","4.4","13.3"
"5","Green Bay Packers","1","2023","Green Bay","Packers","44","27.3","0.48","63.6","0.56","70.5","0.61","29.5","0.53","0.0","27.3","6.8","0.0","43.2","2.3","11.4"
"6","Los Angeles Chargers","1","2023","Los Angeles","Chargers","44","27.3","0.54","65.9","0.50","56.8","0.41","43.2","0.56","0.0","22.7","11.4","4.5","34.1","4.5","15.9"
"7","Miami Dolphins","1","2023","Miami","Dolphins","43","7.0","0.00","93.0","0.30","39.5","0.22","60.5","0.31","2.3","4.7","7.0","0.0","34.9","16.3","34.9"
"8","Arizona Cardinals","1","2023","Arizona","Cardinals","42","16.7","-0.07","81.0","0.59","35.7","0.97","64.3","0.15","4.8","11.9","2.4","0.0","23.8","50.0","4.8"
"9","Carolina Panthers","1","2023","Carolina","Panthers","42","19.0","0.56","81.0","0.35","64.3","0.33","35.7","0.50","7.1","11.9","7.1","0.0","52.4","11.9","9.5"
"10","Los Angeles Rams","1","2023","Los Angeles","Rams","42","31.0","0.19","61.9","0.22","61.9","0.29","38.1","0.31","0.0","26.2","0.0","4.8","35.7","19.0","7.1"
"11","Las Vegas Raiders","1","2023","Las Vegas","Raiders","41","2.4","4.44","90.2","0.40","51.2","0.40","48.8","0.56","2.4","","12.2","0.0","48.8","19.5","9.8"
"12","Baltimore Ravens","1","2023","Baltimore","Ravens","41","34.1","1.02","63.4","0.19","63.4","0.46","36.6","0.51","4.9","26.8","7.3","0.0","36.6","12.2","7.3"
"13","Buffalo Bills","1","2023","Buffalo","Bills","39","17.9","0.19","74.4","0.08","41.0","0.18","59.0","0.25","0.0","12.8","20.5","5.1","28.2","20.5","5.1"
"14","Chicago Bears","1","2023","Chicago","Bears","38","10.5","0.13","86.8","0.30","63.2","0.08","36.8","0.93","0.0","10.5","5.3","0.0","52.6","18.4","10.5"
"15","Denver Broncos","1","2023","Denver","Broncos","38","28.9","0.36","63.2","0.36","65.8","0.42","34.2","0.70","0.0","26.3","2.6","2.6","39.5","13.2","7.9"
"16","Houston Texans","1","2023","Houston","Texans","37","37.8","0.12","56.8","0.63","37.8","0.56","62.2","0.35","13.5","21.6","8.1","2.7","16.2","27.0","5.4"
"17","Dallas Cowboys","1","2023","Dallas","Cowboys","37","40.5","0.42","59.5","0.05","73.0","0.21","27.0","0.15","0.0","40.5","8.1","0.0","32.4","18.9","0.0"
"18","Minnesota Vikings","1","2023","Minnesota","Vikings","37","13.5","1.15","86.5","0.27","29.7","0.82","70.3","0.20","10.8","2.7","43.2","0.0","27.0","10.8","5.4"
"19","Washington Commanders","1","2023","Washington","Commanders","36","55.6","0.92","41.7","0.27","63.9","0.87","36.1","0.20","2.8","52.8","8.3","0.0","11.1","13.9","8.3"
"20","New York Jets","1","2023","New York","Jets","35","28.6","0.69","60.0","0.60","40.0","1.11","60.0","0.34","2.9","22.9","5.7","2.9","17.1","34.3","2.9"
"21","Tennessee Titans","1","2023","Tennessee","Titans","35","8.6","0.03","82.9","0.51","51.4","0.58","48.6","0.91","0.0","8.6","17.1","0.0","42.9","22.9","0.0"
"22","Cincinnati Bengals","1","2023","Cincinnati","Bengals","33","36.4","1.30","60.6","0.25","57.6","0.71","42.4","0.50","6.1","27.3","15.2","0.0","30.3","12.1","3.0"
"23","Cleveland Browns","1","2023","Cleveland","Browns","33","30.3","0.08","66.7","0.18","63.6","0.12","36.4","0.23","3.0","27.3","27.3","0.0","36.4","0.0","3.0"
"24","Seattle Seahawks","1","2023","Seattle","Seahawks","33","3.0","-1.00","81.8","0.29","66.7","0.26","33.3","0.46","0.0","3.0","3.0","0.0","57.6","12.1","9.1"
"25","Tampa Bay Buccaneers","1","2023","Tampa Bay","Buccaneers","31","32.3","1.43","67.7","0.60","71.0","1.06","29.0","0.39","3.2","25.8","3.2","3.2","45.2","6.5","12.9"
"26","Detroit Lions","1","2023","Detroit","Lions","29","34.5","1.04","65.5","0.28","58.6","0.76","41.4","0.24","3.4","27.6","20.7","0.0","31.0","10.3","3.4"
"27","Kansas City Chiefs","1","2023","Kansas City","Chiefs","28","35.7","0.00","64.3","0.31","25.0","0.06","75.0","0.24","17.9","14.3","21.4","3.6","10.7","14.3","17.9"
"28","Jacksonville Jaguars","1","2023","Jacksonville","Jaguars","20","15.0","1.51","85.0","0.60","35.0","0.14","65.0","1.06","5.0","10.0","25.0","0.0","25.0","15.0","20.0"

"Rank","Rank, Most to Least"
"Name","Team"
"G","Games Played"
"DB","Dropbacks"
"MAN %","Dropback Man Coverage Rate"
"FP/DB","Man Fantasy Points per Dropback"
"ZONE %","Zone Coverage Rate"
"FP/DB","Zone Fantasy Points per Dropback"
"1-HI/MOF C %","Single High Safety/Middle of Field Closed Rate"
"FP/DB","Single High Safety/Middle of Field Closed Fantasy Points per Dropback"
"2-HI/MOF O %","Two High Safety/Middle of Field Open Rate"
"FP/DB","Two High Safety/Middle of Field Open Fantasy Points per Dropback"
"COVER 0 %","Cover 0 Rate"
"COVER 1 %","Cover 1 Rate"
"COVER 2 %","Cover 2 Rate"
"COVER 2 MAN %","Cover 2 Man Rate"
"COVER 3 %","Cover 3 Rate"
"COVER 4 %","Cover 4 Rate"
"COVER 6 %","Cover 6 Rate"
