"Team Details","","","","","","","Man/Zone","","","","Middle of Field Look (Closed/Open)","","","","Coverages","","","","","",""
"Rank","Name","G","Season","Location","Team Name","DB","MAN %","FP/DB","ZONE %","FP/DB","1-HI/MOF C %","FP/DB","2-HI/MOF O %","FP/DB","COVER 0 %","COVER 1 %","COVER 2 %","COVER 2 MAN %","COVER 3 %","COVER 4 %","COVER 6 %"
"1","Los Angeles Chargers","1","2023","Los Angeles","Chargers","58","8.6","0.05","86.2","0.17","29.3","0.10","70.7","0.18","1.7","5.2","12.1","1.7","24.1","5.2","44.8"
"2","Philadelphia Eagles","1","2023","Philadelphia","Eagles","53","47.2","0.63","50.9","0.44","64.2","0.64","35.8","0.35","0.0","39.6","13.2","7.5","22.6","9.4","5.7"
"3","New England Patriots","1","2023","New England","Patriots","51","54.9","0.42","43.1","0.38","58.8","0.32","41.2","0.45","9.8","39.2","23.5","5.9","19.6","0.0","0.0"
"4","Indianapolis Colts","1","2023","Indianapolis","Colts","48","4.2","0.65","91.7","0.15","29.2","0.41","70.8","0.18","0.0","4.2","33.3","0.0","25.0","12.5","20.8"
"5","Atlanta Falcons","1","2023","Atlanta","Falcons","47","12.8","1.64","74.5","0.41","38.3","0.39","61.7","0.77","4.3","6.4","12.8","2.1","29.8","17.0","14.9"
"6","Buffalo Bills","1","2023","Buffalo","Bills","46","41.3","0.75","52.2","0.34","54.3","0.35","45.7","0.66","2.2","28.3","13.0","6.5","26.1","6.5","6.5"
"7","Washington Commanders","1","2023","Washington","Commanders","46","56.5","0.32","43.5","0.20","52.2","0.38","47.8","0.15","2.2","47.8","10.9","6.5","4.3","21.7","6.5"
"8","Tampa Bay Buccaneers","1","2023","Tampa Bay","Buccaneers","45","13.3","1.35","77.8","0.75","44.4","1.19","55.6","0.60","0.0","13.3","20.0","0.0","31.1","20.0","6.7"
"9","Pittsburgh Steelers","1","2023","Pittsburgh","Steelers","45","35.6","0.13","60.0","0.29","73.3","0.19","26.7","0.33","0.0","31.1","15.6","0.0","40.0","0.0","4.4"
"10","Cincinnati Bengals","1","2023","Cincinnati","Bengals","44","29.5","0.67","70.5","0.44","40.9","0.81","59.1","0.30","0.0","27.3","25.0","0.0","13.6","18.2","13.6"
