"Team Details","","","","","","","Man/Zone","","","","Middle of Field Look (Closed/Open)","","","","Coverages","","","","","",""
"21","Carolina Panthers","1","2024","Carolina","Panthers","33","18.2","0.89","75.8","0.28","51.5","0.44","48.5","0.37","0.0","18.2","21.2","0.0","30.3","9.1","15.2"
"22","Minnesota Vikings","1","2024","Minnesota","Vikings","30","16.7","-0.09","83.3","0.26","43.3","0.23","56.7","0.18","3.3","10.0","46.7","3.3","33.3","3.3","0.0"
"23","Buffalo Bills","1","2024","Buffalo","Bills","30","10.0","0.24","80.0","0.56","23.3","0.31","76.7","0.67","0.0","3.3","26.7","6.7","16.7","20.0","16.7"
"24","New Orleans Saints","1","2024","New Orleans","Saints","29","55.2","0.31","41.4","0.43","37.9","0.23","62.1","0.47","10.3","34.5","24.1","0.0","3.4","6.9","6.9"
"25","Washington Commanders","1","2024","Washington","Commanders","29","44.8","0.19","51.7","0.57","69.0","0.12","31.0","1.42","3.4","34.5","6.9","6.9","34.5","3.4","6.9"
"26","Dallas Cowboys","1","2024","Dallas","Cowboys","26","53.8","1.03","42.3","0.10","57.7","0.83","42.3","0.67","11.5","34.6","11.5","7.7","19.2","7.7","3.8"
"27","New York Giants","1","2024","New York","Giants","25","28.0","0.42","64.0","0.77","72.0","0.55","28.0","1.34","0.0","28.0","4.0","0.0","40.0","16.0","4.0"
"28","Chicago Bears","1","2024","Chicago","Bears","23","26.1","0.06","69.6","0.36","43.5","0.16","56.5","0.35","0.0","26.1","43.5","0.0","17.4","8.7","0.0"
"29","Green Bay Packers","1","2024","Green Bay","Packers","23","26.1","0.17","69.6","0.29","52.2","0.27","47.8","0.59","4.3","21.7","39.1","0.0","30.4","0.0","0.0"
"30","Denver Broncos","1","2024","Denver","Broncos","22","13.6","0.59","81.8","1.03","54.5","1.31","45.5","0.87","0.0","13.6","22.7","0.0","40.9","0.0","18.2"

"Rank","Rank, Most to Least"
"Name","Team"
"G","Games Played"
"DB","Dropbacks"
"MAN %","Dropback Man Coverage Rate"
"FP/DB","Man Fantasy Points per Dropback"
"ZONE %","Zone Coverage Rate"
"FP/DB","Zone Fantasy Points per Dropback"
"1-HI/MOF C %","Single High Safety/Middle of Field Closed Rate"
"FP/DB","Single High Safety/Middle of Field Closed Fantasy Points per Dropback"
"2-HI/MOF O %","Two High Safety/Middle of Field Open Rate"
"FP/DB","Two High Safety/Middle of Field Open Fantasy Points per Dropback"
"COVER 0 %","Cover 0 Rate"
"COVER 1 %","Cover 1 Rate"
"COVER 2 %","Cover 2 Rate"
"COVER 2 MAN %","Cover 2 Man Rate"
"COVER 3 %","Cover 3 Rate"
"COVER 4 %","Cover 4 Rate"
"COVER 6 %","Cover 6 Rate"
