game_id,market_closing_spread
2022_04_MIA_CIN,-4.0
2022_04_MIN_NO,4.0
2022_04_CLE_ATL,1.0
2022_04_BUF_BAL,3.0
2022_04_WAS_DAL,-3.0
2022_04_SEA_DET,-3.0
2022_04_LAC_HOU,5.5
2022_04_TEN_IND,-4.5
2022_04_CHI_NYG,-3.0
2022_04_JAX_PHI,-6.5
2022_04_NYJ_PIT,-3.0
2022_04_ARI_CAR,-1.0
2022_04_NE_GB,-10.0
2022_04_DEN_LV,-2.5
2022_04_KC_TB,-1.0
2022_04_LA_SF,-1.0
