game_id,teams,kickoff,stadium,home_team,away_team
2017_13_WAS_DAL,WAS@DAL,2017-11-30T20:25,AT&T Stadium,DAL,WAS
2017_13_MIN_ATL,MIN@ATL,2017-12-03T13:00,Mercedes-Benz Stadium,ATL,MIN
2017_13_DET_BAL,DET@BAL,2017-12-03T13:00,M&T Bank Stadium,BAL,DET
2017_13_NE_BUF,NE@BUF,2017-12-03T13:00,New Era Field,BUF,NE
2017_13_SF_CHI,SF@CHI,2017-12-03T13:00,Soldier Field,CHI,SF
2017_13_TB_GB,TB@GB,2017-12-03T13:00,Lambeau Field,GB,TB
2017_13_IND_JAX,IND@JAX,2017-12-03T13:00,EverBank Field,JAX,IND
2017_13_DEN_MIA,DEN@MIA,2017-12-03T13:00,Hard Rock Stadium,MIA,DEN
2017_13_KC_NYJ,KC@NYJ,2017-12-03T13:00,MetLife Stadium,NYJ,KC
2017_13_HOU_TEN,HOU@TEN,2017-12-03T13:00,Nissan Stadium,TEN,HOU
2017_13_CLE_LAC,CLE@LAC,2017-12-03T16:05,StubHub Center,LAC,CLE
2017_13_LA_ARI,LA@ARI,2017-12-03T16:25,University of Phoenix Stadium,ARI,LA
2017_13_CAR_NO,CAR@NO,2017-12-03T16:25,Mercedes-Benz Superdome,NO,CAR
2017_13_NYG_OAK,NYG@OAK,2017-12-03T16:25,Oakland-Alameda County Coliseum,OAK,NYG
2017_13_PHI_SEA,PHI@SEA,2017-12-03T20:30,CenturyLink Field,SEA,PHI
2017_13_PIT_CIN,PIT@CIN,2017-12-04T20:30,Paul Brown Stadium,CIN,PIT
