game_id,teams,home_score,away_score
2012_14_DEN_OAK,DEN@OAK,13,26
2012_14_STL_BUF,STL@BUF,12,15
2012_14_ATL_CAR,ATL@CAR,30,20
2012_14_DAL_CIN,DAL@CIN,19,20
2012_14_KC_CLE,KC@CLE,30,7
2012_14_TEN_IND,TEN@IND,27,23
2012_14_NYJ_JAX,NYJ@JAX,10,17
2012_14_CHI_MIN,CHI@MIN,21,14
2012_14_SD_PIT,SD@PIT,24,34
2012_14_PHI_TB,PHI@TB,21,23
2012_14_BAL_WAS,BAL@WAS,31,28
2012_14_MIA_SF,MIA@SF,27,13
2012_14_NO_NYG,NO@NYG,52,27
2012_14_ARI_SEA,ARI@SEA,58,0
2012_14_DET_GB,DET@GB,27,20
2012_14_HOU_NE,HOU@NE,42,14
