game_id,market_moneyline_home,market_moneyline_away
2015_02_DEN_KC,-162,146
2015_02_NE_BUF,-124,112
2015_02_HOU_CAR,-143,129
2015_02_ARI_CHI,108,-119
2015_02_SD_CIN,-173,156
2015_02_TEN_CLE,-113,102
2015_02_DET_MIN,-143,129
2015_02_TB_NO,-410,354
2015_02_ATL_NYG,-123,111
2015_02_SF_PIT,-247,220
2015_02_STL_WAS,159,-177
2015_02_MIA_JAX,205,-230
2015_02_BAL_OAK,226,-254
2015_02_DAL_PHI,-285,252
2015_02_SEA_GB,-185,166
2015_02_NYJ_IND,-240,214
