game_id,market_moneyline_home,market_moneyline_away
2015_09_CLE_CIN,-850,671
2015_09_MIA_BUF,-202,181
2015_09_GB_CAR,109,-120
2015_09_STL_MIN,-123,111
2015_09_WAS_NE,-1100,828
2015_09_TEN_NO,-300,264
2015_09_JAX_NYJ,-335,293
2015_09_OAK_PIT,-260,231
2015_09_ATL_SF,361,-420
2015_09_NYG_TB,104,-115
2015_09_DEN_IND,153,-170
2015_09_PHI_DAL,149,-165
2015_09_CHI_SD,-179,161
