game_id,market_closing_spread
2015_01_PIT_NE,-7.5
2015_01_IND_BUF,1.0
2015_01_GB_CHI,5.5
2015_01_KC_HOU,1.0
2015_01_CAR_JAX,3.0
2015_01_CLE_NYJ,-3.5
2015_01_SEA_STL,3.5
2015_01_MIA_WAS,4.0
2015_01_NO_ARI,-2.0
2015_01_DET_SD,-3.5
2015_01_BAL_DEN,-4.5
2015_01_CIN_OAK,3.0
2015_01_TEN_TB,-3.0
2015_01_NYG_DAL,-7.0
2015_01_PHI_ATL,3.5
2015_01_MIN_SF,2.5
