game_id,market_closing_spread
2015_02_DEN_KC,-3.0
2015_02_NE_BUF,-2.0
2015_02_HOU_CAR,-3.0
2015_02_ARI_CHI,2.0
2015_02_SD_CIN,-3.5
2015_02_TEN_CLE,-1.0
2015_02_DET_MIN,-2.5
2015_02_TB_NO,-9.5
2015_02_ATL_NYG,-2.0
2015_02_SF_PIT,-6.0
2015_02_STL_WAS,3.0
2015_02_MIA_JAX,5.0
2015_02_BAL_OAK,6.0
2015_02_DAL_PHI,-7.0
2015_02_SEA_GB,-3.5
2015_02_NYJ_IND,-6.0
