game_id,teams,kickoff,stadium,home_team,away_team
2011_02_OAK_BUF,OAK@BUF,2011-09-18T13:00,Ralph Wilson Stadium,BUF,OAK
2011_02_GB_CAR,GB@CAR,2011-09-18T13:00,Bank of America Stadium,CAR,GB
2011_02_KC_DET,KC@DET,2011-09-18T13:00,Ford Field,DET,KC
2011_02_CLE_IND,CLE@IND,2011-09-18T13:00,Lucas Oil Stadium,IND,CLE
2011_02_TB_MIN,TB@MIN,2011-09-18T13:00,Mall of America Field,MIN,TB
2011_02_CHI_NO,CHI@NO,2011-09-18T13:00,Mercedes-Benz Superdome,NO,CHI
2011_02_JAX_NYJ,JAX@NYJ,2011-09-18T13:00,MetLife Stadium,NYJ,JAX
2011_02_SEA_PIT,SEA@PIT,2011-09-18T13:00,Heinz Field,PIT,SEA
2011_02_BAL_TEN,BAL@TEN,2011-09-18T13:00,LP Field,TEN,BAL
2011_02_ARI_WAS,ARI@WAS,2011-09-18T13:00,FedExField,WAS,ARI
2011_02_DAL_SF,DAL@SF,2011-09-18T16:05,Candlestick Park,SF,DAL
2011_02_CIN_DEN,CIN@DEN,2011-09-18T16:15,Sports Authority Field at Mile High,DEN,CIN
2011_02_HOU_MIA,HOU@MIA,2011-09-18T16:15,Sun Life Stadium,MIA,HOU
2011_02_SD_NE,SD@NE,2011-09-18T16:15,Gillette Stadium,NE,SD
2011_02_PHI_ATL,PHI@ATL,2011-09-18T20:20,Georgia Dome,ATL,PHI
2011_02_STL_NYG,STL@NYG,2011-09-19T20:30,MetLife Stadium,NYG,STL
