game_id,teams,kickoff,stadium,home_team,away_team
2011_08_ARI_BAL,ARI@BAL,2011-10-30T13:00,M&T Bank Stadium,BAL,ARI
2011_08_MIN_CAR,MIN@CAR,2011-10-30T13:00,Bank of America Stadium,CAR,MIN
2011_08_JAX_HOU,JAX@HOU,2011-10-30T13:00,Reliant Stadium,HOU,JAX
2011_08_MIA_NYG,MIA@NYG,2011-10-30T13:00,MetLife Stadium,NYG,MIA
2011_08_NO_STL,NO@STL,2011-10-30T13:00,Edward Jones Dome,STL,NO
2011_08_IND_TEN,IND@TEN,2011-10-30T13:00,LP Field,TEN,IND
2011_08_WAS_BUF,WAS@BUF,2011-10-30T16:05,Rogers Centre,BUF,WAS
2011_08_DET_DEN,DET@DEN,2011-10-30T16:05,Sports Authority Field at Mile High,DEN,DET
2011_08_NE_PIT,NE@PIT,2011-10-30T16:15,Heinz Field,PIT,NE
2011_08_CIN_SEA,CIN@SEA,2011-10-30T16:15,CenturyLink Field,SEA,CIN
2011_08_CLE_SF,CLE@SF,2011-10-30T16:15,Candlestick Park,SF,CLE
2011_08_DAL_PHI,DAL@PHI,2011-10-30T20:20,Lincoln Financial Field,PHI,DAL
2011_08_SD_KC,SD@KC,2011-10-31T20:30,Arrowhead Stadium,KC,SD
