game_id,teams,kickoff,stadium,home_team,away_team
2011_12_GB_DET,GB@DET,2011-11-24T12:30,Ford Field,DET,GB
2011_12_MIA_DAL,MIA@DAL,2011-11-24T16:15,Cowboys Stadium,DAL,MIA
2011_12_SF_BAL,SF@BAL,2011-11-24T20:20,M&T Bank Stadium,BAL,SF
2011_12_MIN_ATL,MIN@ATL,2011-11-27T13:00,Georgia Dome,ATL,MIN
2011_12_CLE_CIN,CLE@CIN,2011-11-27T13:00,Paul Brown Stadium,CIN,CLE
2011_12_CAR_IND,CAR@IND,2011-11-27T13:00,Lucas Oil Stadium,IND,CAR
2011_12_HOU_JAX,HOU@JAX,2011-11-27T13:00,EverBank Field,JAX,HOU
2011_12_BUF_NYJ,BUF@NYJ,2011-11-27T13:00,MetLife Stadium,NYJ,BUF
2011_12_ARI_STL,ARI@STL,2011-11-27T13:00,Edward Jones Dome,STL,ARI
2011_12_TB_TEN,TB@TEN,2011-11-27T13:00,LP Field,TEN,TB
2011_12_CHI_OAK,CHI@OAK,2011-11-27T16:05,O.co Coliseum,OAK,CHI
2011_12_WAS_SEA,WAS@SEA,2011-11-27T16:05,CenturyLink Field,SEA,WAS
2011_12_NE_PHI,NE@PHI,2011-11-27T16:15,Lincoln Financial Field,PHI,NE
2011_12_DEN_SD,DEN@SD,2011-11-27T16:15,Qualcomm Stadium,SD,DEN
2011_12_PIT_KC,PIT@KC,2011-11-27T20:20,Arrowhead Stadium,KC,PIT
2011_12_NYG_NO,NYG@NO,2011-11-28T20:30,Mercedes-Benz Superdome,NO,NYG
