game_id,market_closing_spread
2017_09_BUF_NYJ,3.0
2017_09_ATL_CAR,3.0
2017_09_IND_HOU,-6.0
2017_09_CIN_JAX,-6.0
2017_09_TB_NO,-7.0
2017_09_LA_NYG,5.5
2017_09_DEN_PHI,-7.0
2017_09_BAL_TEN,-3.0
2017_09_WAS_SEA,-8.0
2017_09_ARI_SF,2.5
2017_09_KC_DAL,-2.0
2017_09_OAK_MIA,3.0
2017_09_DET_GB,2.5
