game_id,teams,kickoff,stadium,home_team,away_team
2014_13_CHI_DET,CHI@DET,2014-11-27T12:30,Ford Field,DET,CHI
2014_13_PHI_DAL,PHI@DAL,2014-11-27T16:30,AT&T Stadium,DAL,PHI
2014_13_SEA_SF,SEA@SF,2014-11-27T20:30,Levi's Stadium,SF,SEA
2014_13_SD_BAL,SD@BAL,2014-11-30T13:00,M&T Bank Stadium,BAL,SD
2014_13_CLE_BUF,CLE@BUF,2014-11-30T13:00,Ralph Wilson Stadium,BUF,CLE
2014_13_TEN_HOU,TEN@HOU,2014-11-30T13:00,NRG Stadium,HOU,TEN
2014_13_WAS_IND,WAS@IND,2014-11-30T13:00,Lucas Oil Stadium,IND,WAS
2014_13_NYG_JAX,NYG@JAX,2014-11-30T13:00,EverBank Field,JAX,NYG
2014_13_CAR_MIN,CAR@MIN,2014-11-30T13:00,TCF Bank Stadium,MIN,CAR
2014_13_NO_PIT,NO@PIT,2014-11-30T13:00,Heinz Field,PIT,NO
2014_13_OAK_STL,OAK@STL,2014-11-30T13:00,Edward Jones Dome,STL,OAK
2014_13_CIN_TB,CIN@TB,2014-11-30T13:00,Raymond James Stadium,TB,CIN
2014_13_ARI_ATL,ARI@ATL,2014-11-30T16:05,Georgia Dome,ATL,ARI
2014_13_NE_GB,NE@GB,2014-11-30T16:25,Lambeau Field,GB,NE
2014_13_DEN_KC,DEN@KC,2014-11-30T20:30,Arrowhead Stadium,KC,DEN
2014_13_MIA_NYJ,MIA@NYJ,2014-12-01T20:30,MetLife Stadium,NYJ,MIA
