game_id,teams,kickoff,stadium,home_team,away_team
2014_10_CLE_CIN,CLE@CIN,2014-11-06T20:25,Paul Brown Stadium,CIN,CLE
2014_10_TEN_BAL,TEN@BAL,2014-11-09T13:00,M&T Bank Stadium,BAL,TEN
2014_10_KC_BUF,KC@BUF,2014-11-09T13:00,Ralph Wilson Stadium,BUF,KC
2014_10_MIA_DET,MIA@DET,2014-11-09T13:00,Ford Field,DET,MIA
2014_10_DAL_JAX,DAL@JAX,2014-11-09T13:00,Wembley Stadium,JAX,DAL
2014_10_SF_NO,SF@NO,2014-11-09T13:00,Mercedes-Benz Superdome,NO,SF
2014_10_PIT_NYJ,PIT@NYJ,2014-11-09T13:00,MetLife Stadium,NYJ,PIT
2014_10_ATL_TB,ATL@TB,2014-11-09T13:00,Raymond James Stadium,TB,ATL
2014_10_DEN_OAK,DEN@OAK,2014-11-09T16:05,O.co Coliseum,OAK,DEN
2014_10_STL_ARI,STL@ARI,2014-11-09T16:25,University of Phoenix Stadium,ARI,STL
2014_10_NYG_SEA,NYG@SEA,2014-11-09T16:25,CenturyLink Field,SEA,NYG
2014_10_CHI_GB,CHI@GB,2014-11-09T20:30,Lambeau Field,GB,CHI
2014_10_CAR_PHI,CAR@PHI,2014-11-10T20:30,Lincoln Financial Field,PHI,CAR
