game_id,teams,kickoff,stadium,home_team,away_team
2014_09_NO_CAR,NO@CAR,2014-10-30T20:25,Bank of America Stadium,CAR,NO
2014_09_JAX_CIN,JAX@CIN,2014-11-02T13:00,Paul Brown Stadium,CIN,JAX
2014_09_TB_CLE,TB@CLE,2014-11-02T13:00,FirstEnergy Stadium,CLE,TB
2014_09_ARI_DAL,ARI@DAL,2014-11-02T13:00,AT&T Stadium,DAL,ARI
2014_09_PHI_HOU,PHI@HOU,2014-11-02T13:00,NRG Stadium,HOU,PHI
2014_09_NYJ_KC,NYJ@KC,2014-11-02T13:00,Arrowhead Stadium,KC,NYJ
2014_09_SD_MIA,SD@MIA,2014-11-02T13:00,Sun Life Stadium,MIA,SD
2014_09_WAS_MIN,WAS@MIN,2014-11-02T13:00,TCF Bank Stadium,MIN,WAS
2014_09_STL_SF,STL@SF,2014-11-02T16:05,Levi's Stadium,SF,STL
2014_09_DEN_NE,DEN@NE,2014-11-02T16:25,Gillette Stadium,NE,DEN
2014_09_OAK_SEA,OAK@SEA,2014-11-02T16:25,CenturyLink Field,SEA,OAK
2014_09_BAL_PIT,BAL@PIT,2014-11-02T20:30,Heinz Field,PIT,BAL
2014_09_IND_NYG,IND@NYG,2014-11-03T20:30,MetLife Stadium,NYG,IND
