game_id,market_closing_total
2017_12_MIN_DET,46.0
2017_12_LAC_DAL,46.5
2017_12_NYG_WAS,44.0
2017_12_TB_ATL,47.0
2017_12_CLE_CIN,39.0
2017_12_TEN_IND,46.5
2017_12_BUF_KC,47.5
2017_12_MIA_NE,49.0
2017_12_CAR_NYJ,39.5
2017_12_CHI_PHI,43.5
2017_12_SEA_SF,45.0
2017_12_JAX_ARI,37.5
2017_12_NO_LA,54.0
2017_12_DEN_OAK,41.0
2017_12_GB_PIT,43.0
2017_12_HOU_BAL,39.5
