game_id,market_closing_total
2017_02_HOU_CIN,38.0
2017_02_CLE_BAL,39.5
2017_02_BUF_CAR,43.0
2017_02_ARI_IND,44.0
2017_02_TEN_JAX,42.0
2017_02_PHI_KC,46.5
2017_02_NE_NO,55.0
2017_02_MIN_PIT,43.0
2017_02_CHI_TB,44.0
2017_02_MIA_LAC,46.5
2017_02_NYJ_OAK,44.0
2017_02_DAL_DEN,44.0
2017_02_WAS_LA,45.5
2017_02_SF_SEA,42.0
2017_02_GB_ATL,55.0
2017_02_DET_NYG,42.0
