game_id,market_moneyline_home,market_moneyline_away
2013_11_IND_TEN,127,-140
2013_11_NYJ_BUF,118,-130
2013_11_BAL_CHI,-202,181
2013_11_CLE_CIN,-212,190
2013_11_OAK_HOU,-470,400
2013_11_ARI_JAX,334,-385
2013_11_WAS_PHI,-208,186
2013_11_DET_PIT,139,-154
2013_11_ATL_TB,-127,115
2013_11_SD_MIA,126,-139
2013_11_SF_NO,-177,159
2013_11_GB_NYG,-178,160
2013_11_MIN_SEA,-700,569
2013_11_KC_DEN,-320,281
2013_11_NE_CAR,-172,155
