game_id,teams,kickoff,stadium,home_team,away_team
2016_11_NO_CAR,NO@CAR,2016-11-17T20:25,Bank of America Stadium,CAR,NO
2016_11_BUF_CIN,BUF@CIN,2016-11-20T13:00,Paul Brown Stadium,CIN,BUF
2016_11_PIT_CLE,PIT@CLE,2016-11-20T13:00,FirstEnergy Stadium,CLE,PIT
2016_11_BAL_DAL,BAL@DAL,2016-11-20T13:00,AT&T Stadium,DAL,BAL
2016_11_JAX_DET,JAX@DET,2016-11-20T13:00,Ford Field,DET,JAX
2016_11_TEN_IND,TEN@IND,2016-11-20T13:00,Lucas Oil Stadium,IND,TEN
2016_11_TB_KC,TB@KC,2016-11-20T13:00,Arrowhead Stadium,KC,TB
2016_11_ARI_MIN,ARI@MIN,2016-11-20T13:00,U.S. Bank Stadium,MIN,ARI
2016_11_CHI_NYG,CHI@NYG,2016-11-20T13:00,MetLife Stadium,NYG,CHI
2016_11_MIA_LA,MIA@LA,2016-11-20T16:05,Los Angeles Memorial Coliseum,LA,MIA
2016_11_PHI_SEA,PHI@SEA,2016-11-20T16:25,CenturyLink Field,SEA,PHI
2016_11_NE_SF,NE@SF,2016-11-20T16:25,Levi's Stadium,SF,NE
2016_11_GB_WAS,GB@WAS,2016-11-20T20:30,FedExField,WAS,GB
2016_11_HOU_OAK,HOU@OAK,2016-11-21T20:30,Azteca Stadium,OAK,HOU
