game_id,teams,kickoff,stadium,home_team,away_team
2016_06_DEN_SD,DEN@SD,2016-10-13T20:25,Qualcomm Stadium,SD,DEN
2016_06_SF_BUF,SF@BUF,2016-10-16T13:00,New Era Field,BUF,SF
2016_06_JAX_CHI,JAX@CHI,2016-10-16T13:00,Soldier Field,CHI,JAX
2016_06_LA_DET,LA@DET,2016-10-16T13:00,Ford Field,DET,LA
2016_06_PIT_MIA,PIT@MIA,2016-10-16T13:00,Hard Rock Stadium,MIA,PIT
2016_06_CIN_NE,CIN@NE,2016-10-16T13:00,Gillette Stadium,NE,CIN
2016_06_CAR_NO,CAR@NO,2016-10-16T13:00,Mercedes-Benz Superdome,NO,CAR
2016_06_BAL_NYG,BAL@NYG,2016-10-16T13:00,MetLife Stadium,NYG,BAL
2016_06_CLE_TEN,CLE@TEN,2016-10-16T13:00,Nissan Stadium,TEN,CLE
2016_06_PHI_WAS,PHI@WAS,2016-10-16T13:00,FedExField,WAS,PHI
2016_06_KC_OAK,KC@OAK,2016-10-16T16:05,Oakland-Alameda County Coliseum,OAK,KC
2016_06_DAL_GB,DAL@GB,2016-10-16T16:25,Lambeau Field,GB,DAL
2016_06_ATL_SEA,ATL@SEA,2016-10-16T16:25,CenturyLink Field,SEA,ATL
2016_06_IND_HOU,IND@HOU,2016-10-16T20:30,NRG Stadium,HOU,IND
2016_06_NYJ_ARI,NYJ@ARI,2016-10-17T20:30,University of Phoenix Stadium,ARI,NYJ
