game_id,teams,kickoff,stadium,home_team,away_team
2016_13_DAL_MIN,DAL@MIN,2016-12-01T20:25,U.S. Bank Stadium,MIN,DAL
2016_13_KC_ATL,KC@ATL,2016-12-04T13:00,Georgia Dome,ATL,KC
2016_13_MIA_BAL,MIA@BAL,2016-12-04T13:00,M&T Bank Stadium,BAL,MIA
2016_13_SF_CHI,SF@CHI,2016-12-04T13:00,Soldier Field,CHI,SF
2016_13_PHI_CIN,PHI@CIN,2016-12-04T13:00,Paul Brown Stadium,CIN,PHI
2016_13_HOU_GB,HOU@GB,2016-12-04T13:00,Lambeau Field,GB,HOU
2016_13_DEN_JAX,DEN@JAX,2016-12-04T13:00,EverBank Field,JAX,DEN
2016_13_LA_NE,LA@NE,2016-12-04T13:00,Gillette Stadium,NE,LA
2016_13_DET_NO,DET@NO,2016-12-04T13:00,Mercedes-Benz Superdome,NO,DET
2016_13_BUF_OAK,BUF@OAK,2016-12-04T16:05,Oakland-Alameda County Coliseum,OAK,BUF
2016_13_WAS_ARI,WAS@ARI,2016-12-04T16:25,University of Phoenix Stadium,ARI,WAS
2016_13_NYG_PIT,NYG@PIT,2016-12-04T16:25,Heinz Field,PIT,NYG
2016_13_TB_SD,TB@SD,2016-12-04T16:25,Qualcomm Stadium,SD,TB
2016_13_CAR_SEA,CAR@SEA,2016-12-04T20:30,CenturyLink Field,SEA,CAR
2016_13_IND_NYJ,IND@NYJ,2016-12-05T20:30,MetLife Stadium,NYJ,IND
