game_id,teams,kickoff,stadium,home_team,away_team
2016_16_NYG_PHI,NYG@PHI,2016-12-22T20:25,Lincoln Financial Field,PHI,NYG
2016_16_MIA_BUF,MIA@BUF,2016-12-24T13:00,New Era Field,BUF,MIA
2016_16_ATL_CAR,ATL@CAR,2016-12-24T13:00,Bank of America Stadium,CAR,ATL
2016_16_WAS_CHI,WAS@CHI,2016-12-24T13:00,Soldier Field,CHI,WAS
2016_16_SD_CLE,SD@CLE,2016-12-24T13:00,FirstEnergy Stadium,CLE,SD
2016_16_MIN_GB,MIN@GB,2016-12-24T13:00,Lambeau Field,GB,MIN
2016_16_TEN_JAX,TEN@JAX,2016-12-24T13:00,EverBank Field,JAX,TEN
2016_16_NYJ_NE,NYJ@NE,2016-12-24T13:00,Gillette Stadium,NE,NYJ
2016_16_IND_OAK,IND@OAK,2016-12-24T16:05,Oakland-Alameda County Coliseum,OAK,IND
2016_16_SF_LA,SF@LA,2016-12-24T16:25,Los Angeles Memorial Coliseum,LA,SF
2016_16_TB_NO,TB@NO,2016-12-24T16:25,Mercedes-Benz Superdome,NO,TB
2016_16_ARI_SEA,ARI@SEA,2016-12-24T16:25,CenturyLink Field,SEA,ARI
2016_16_CIN_HOU,CIN@HOU,2016-12-24T20:25,NRG Stadium,HOU,CIN
2016_16_BAL_PIT,BAL@PIT,2016-12-25T16:30,Heinz Field,PIT,BAL
2016_16_DEN_KC,DEN@KC,2016-12-25T20:30,Arrowhead Stadium,KC,DEN
2016_16_DET_DAL,DET@DAL,2016-12-26T20:30,AT&T Stadium,DAL,DET
