game_id,teams,kickoff,stadium,home_team,away_team
2016_08_JAX_TEN,JAX@TEN,2016-10-27T20:25,Nissan Stadium,TEN,JAX
2016_08_WAS_CIN,WAS@CIN,2016-10-30T09:30,Wembley Stadium,CIN,WAS
2016_08_NE_BUF,NE@BUF,2016-10-30T13:00,New Era Field,BUF,NE
2016_08_ARI_CAR,ARI@CAR,2016-10-30T13:00,Bank of America Stadium,CAR,ARI
2016_08_NYJ_CLE,NYJ@CLE,2016-10-30T13:00,FirstEnergy Stadium,CLE,NYJ
2016_08_DET_HOU,DET@HOU,2016-10-30T13:00,NRG Stadium,HOU,DET
2016_08_KC_IND,KC@IND,2016-10-30T13:00,Lucas Oil Stadium,IND,KC
2016_08_SEA_NO,SEA@NO,2016-10-30T13:00,Mercedes-Benz Superdome,NO,SEA
2016_08_OAK_TB,OAK@TB,2016-10-30T13:00,Raymond James Stadium,TB,OAK
2016_08_SD_DEN,SD@DEN,2016-10-30T16:05,Sports Authority Field at Mile High,DEN,SD
2016_08_GB_ATL,GB@ATL,2016-10-30T16:25,Georgia Dome,ATL,GB
2016_08_PHI_DAL,PHI@DAL,2016-10-30T20:30,AT&T Stadium,DAL,PHI
2016_08_MIN_CHI,MIN@CHI,2016-10-31T20:30,Soldier Field,CHI,MIN
